fumForcedId,playId,teamId,playerId,fumForcedPosition,fumForcedTurnover,fumForcedNull
610084,5256,610,19940008.0,DT,1.0,0
610085,5297,610,20010046.0,DE,1.0,0
610086,5600,2250,19980025.0,S,0.0,0
610087,5605,2250,20020089.0,LB,1.0,0
610088,5690,610,20040660.0,S,0.0,0
610089,5757,610,19980417.0,LB,0.0,0
610090,5781,610,20010046.0,DE,0.0,0
610091,5856,610,20030048.0,DE,1.0,0
610092,5942,3200,19960086.0,LB,1.0,0
610093,5976,610,19980417.0,LB,1.0,0
610094,6020,3430,20040623.0,CB,0.0,0
610095,6119,3900,20010515.0,CB,1.0,0
610096,6121,610,20010021.0,CB,0.0,0
610097,6133,610,20010021.0,CB,,0
610098,6250,3900,20040038.0,CB,1.0,0
610099,6345,610,20010021.0,CB,0.0,0
610100,6483,2100,20020133.0,LB,0.0,0
610101,6504,610,19970470.0,LB,1.0,0
610102,6573,2100,20030154.0,S,1.0,0
610103,6593,610,20030228.0,LB,1.0,0
610104,6702,750,20020002.0,DE,0.0,0
610105,6735,750,19970056.0,S,0.0,0
610106,6763,750,19950013.0,LB,1.0,0
610107,6807,200,20030055.0,S,1.0,0
610108,6936,200,19990030.0,DE,0.0,0
610109,6980,750,20020002.0,DE,0.0,0
610110,7070,1800,20010198.0,TE,0.0,0
610111,7203,3200,20020126.0,DL,1.0,0
610112,7217,3200,19970091.0,LB,1.0,0
610113,7228,3200,20030120.0,CB,0.0,0
610114,7235,750,20030082.0,CB,0.0,0
610115,7252,3200,20030117.0,DT,0.0,0
610116,7284,750,19950034.0,CB,0.0,0
610117,7349,3300,20020025.0,DE,1.0,0
610118,7392,750,20020002.0,DE,0.0,0
610119,7410,3300,19980022.0,FS,1.0,0
610120,7427,3300,20040018.0,DE,1.0,0
610121,7495,750,20000105.0,LB,0.0,0
610122,7779,2520,20040673.0,DT,0.0,0
610123,7819,750,19970056.0,S,1.0,0
610124,7973,750,20010011.0,LB,0.0,0
610125,8005,2510,19990248.0,DE,0.0,0
610126,8081,2510,20030074.0,WR,1.0,0
610127,8158,750,20040028.0,CB,0.0,0
610128,8201,750,19990038.0,DE,1.0,0
610129,8220,750,19970401.0,DE,1.0,0
610130,8328,1540,20010425.0,LB,0.0,0
610131,8361,1540,20040037.0,LB,1.0,0
610132,8367,1540,20000517.0,DE,1.0,0
610133,8586,1800,20000149.0,DE,0.0,0
610134,8752,2120,20040010.0,CB,1.0,0
610135,8801,810,20020199.0,RB,0.0,0
610136,8810,2200,20010091.0,DB,0.0,0
610137,8813,2200,20020074.0,DB,1.0,0
610138,8838,2200,20020011.0,DE,0.0,0
610139,8880,2200,20030138.0,DE,1.0,0
610140,9023,810,20030035.0,CB,1.0,0
610141,9026,3000,19960057.0,DE,1.0,0
610142,9119,810,20030100.0,S,0.0,0
610143,9489,810,20020140.0,S,1.0,0
610144,9615,810,20030544.0,DE,0.0,0
610145,9640,4500,20020427.0,LB,1.0,0
610146,9683,810,20020199.0,RB,0.0,0
610147,9706,4500,20030057.0,DT,1.0,0
610148,9707,810,19990147.0,CB,1.0,0
610149,9954,920,20020578.0,LB,0.0,0
610150,10000,920,20000090.0,LB,1.0,0
610151,10008,325,20000186.0,DE,1.0,0
610152,10042,920,19980017.0,LB,0.0,0
610153,10140,920,19960044.0,CB,1.0,0
610154,10187,920,20020422.0,CB,0.0,0
610155,10223,920,19970156.0,DE,0.0,0
610156,10227,610,20010046.0,DE,0.0,0
610157,10239,610,20010021.0,CB,1.0,0
610158,10453,920,20040049.0,CB,0.0,0
610159,10478,920,20040117.0,DE,1.0,0
610160,10503,920,19960044.0,CB,1.0,0
610161,10688,1400,20020131.0,S,0.0,0
610162,10694,920,19980017.0,LB,1.0,0
610163,10730,920,20010004.0,DE,0.0,0
610164,10807,2200,20030090.0,DB,1.0,0
610165,10865,2200,20040686.0,DE,1.0,0
610166,10909,2200,20030214.0,DL,0.0,0
610167,10961,920,20010411.0,RB,1.0,0
610168,11184,920,19960016.0,DE,0.0,0
610169,11218,920,20040080.0,LB,1.0,0
610170,11255,920,20000160.0,LB,0.0,0
610171,11270,920,20030259.0,DE,0.0,0
610172,11304,3410,20030207.0,CB,0.0,0
610173,11383,920,19980017.0,LB,0.0,0
610174,11416,3410,20020152.0,LB,1.0,0
610175,11471,3900,20040038.0,CB,0.0,0
610176,11517,920,19960016.0,DE,1.0,0
610177,11570,920,20020422.0,CB,0.0,0
610178,11708,1050,19970433.0,DB,0.0,0
610179,11726,1050,19970017.0,DL,1.0,0
610180,11793,1050,20000120.0,DL,0.0,0
610181,11920,810,20030166.0,LB,0.0,0
610182,11964,920,19970058.0,FS,1.0,0
610183,12256,1050,19970017.0,DL,0.0,0
610184,12265,1050,20010003.0,DL,1.0,0
610185,12338,3200,20010006.0,DL,1.0,0
610186,12357,3200,20040113.0,S,1.0,0
610187,12625,3700,20030537.0,S,1.0,0
610188,12657,3700,19960061.0,FS,0.0,0
610189,12697,3700,20010232.0,LB,1.0,0
610190,12874,3900,19980117.0,CB,0.0,0
610191,12876,3900,19990109.0,DE,1.0,0
610192,13055,5110,20010045.0,CB,1.0,0
610193,13117,1050,19980100.0,DL,1.0,0
610194,13187,1050,20020101.0,LB,1.0,0
610195,13274,1200,19980163.0,DE,0.0,0
610196,13334,1200,19970052.0,DE,0.0,0
610197,13382,1050,19990020.0,DL,1.0,0
610198,13460,1200,20010056.0,S,0.0,0
610199,13697,1200,19960166.0,DT,1.0,0
610200,13939,3300,19990421.0,CB,1.0,0
610201,13980,3300,20020025.0,DE,0.0,0
610202,13993,3300,20040018.0,DE,1.0,0
610203,14040,3410,19930040.0,DE,0.0,0
610204,14057,1200,19990085.0,LB,1.0,0
610205,14076,3410,20000050.0,LB,1.0,0
610206,14103,1200,19960166.0,DT,0.0,0
610207,14191,3700,20000067.0,LB,1.0,0
610208,14350,3900,19970008.0,LB,0.0,0
610209,14367,3900,19970008.0,LB,0.0,0
610210,14402,1200,20020586.0,CB,0.0,0
610211,14464,3900,19970008.0,LB,1.0,0
610212,14487,2100,20040165.0,LB,0.0,0
610213,14689,5110,20040005.0,S,1.0,0
610214,14768,1200,20020586.0,CB,1.0,0
610215,14834,1400,20020613.0,CB,0.0,0
610216,14858,3800,20030018.0,DE,1.0,0
610217,14879,3800,20030018.0,DE,1.0,0
610218,14902,3800,20040538.0,S,0.0,0
610219,14997,1400,19990031.0,LB,1.0,0
610220,15028,200,19950181.0,DE,0.0,0
610221,15429,1400,20010438.0,LB,1.0,0
610222,15451,1400,20010133.0,DT,0.0,0
610223,15700,1400,19990464.0,CB,1.0,0
610224,15838,2310,19980113.0,LB,0.0,0
610225,15896,2310,20000085.0,S,1.0,0
610226,15948,2700,20040222.0,LB,0.0,0
610227,15954,2700,20000156.0,RB,1.0,0
610228,15961,1400,19920012.0,DE,0.0,0
610229,16190,2520,20020092.0,S,1.0,0
610230,16212,1400,19990464.0,CB,1.0,0
610231,16315,1400,20000045.0,S,1.0,0
610232,16354,4400,19960049.0,LB,1.0,0
610233,16414,1400,19930095.0,DE,0.0,0
610234,16606,1540,20010425.0,LB,0.0,0
610235,16694,1540,19990070.0,DE,0.0,0
610236,16754,1540,20030559.0,DB,0.0,0
610237,16848,1540,20020068.0,CB,1.0,0
610238,16852,810,20030668.0,LB,0.0,0
610239,17104,1540,19940001.0,DT,1.0,0
610240,17151,1540,20000517.0,DE,0.0,0
610241,17160,1540,20020175.0,CB,1.0,0
610242,17300,2200,20000028.0,LB,1.0,0
610243,17309,2200,20020106.0,LB,1.0,0
610244,17346,2200,20000465.0,TE,1.0,0
610245,17356,2200,20020074.0,DB,1.0,0
610246,17393,2200,20020011.0,DE,0.0,0
610247,17495,3000,19990009.0,LB,1.0,0
610248,17547,1540,20030137.0,S,0.0,0
610249,17684,1540,19940001.0,DT,1.0,0
610250,17714,3700,19990016.0,DE,0.0,0
610251,17743,1540,20030123.0,CB,1.0,0
610252,17787,1540,20030559.0,DB,0.0,0
610253,18094,1800,20000195.0,CB/S,0.0,0
610254,18129,810,20000009.0,LB,1.0,0
610255,18202,1800,20000195.0,CB/S,1.0,0
610256,18253,1200,20040557.0,LB,0.0,0
610257,18310,1800,20020156.0,DE,0.0,0
610258,18556,2250,20040249.0,DE,0.0,0
610259,18606,1800,20000149.0,DE,,0
610260,18820,3000,19980033.0,S,1.0,0
610261,18878,3000,19990023.0,CB,0.0,0
610262,18930,3000,19990119.0,LB,0.0,0
610263,19001,3000,20020070.0,S,0.0,0
610264,19107,1800,20030029.0,LB,0.0,0
610265,19124,3300,19940401.0,S,1.0,0
610266,19198,1800,19990451.0,DE,1.0,0
610267,19268,3410,20000050.0,LB,1.0,0
610268,19469,4600,20040570.0,DE,0.0,0
610269,19561,1800,20040070.0,CB,1.0,0
610270,19603,2510,20010029.0,DT,0.0,0
610271,19698,1800,19990094.0,DT,0.0,0
610272,19715,1800,19970060.0,S,1.0,0
610273,19740,2100,20020522.0,LB,1.0,0
610274,19846,1800,20040179.0,DE/DT,0.0,0
610275,19858,2100,20020041.0,S,1.0,0
610276,20007,1050,20010459.0,DB,1.0,0
610277,20086,1200,20020168.0,CB,0.0,0
610278,20098,2120,20040027.0,LB,1.0,0
610279,20399,2120,19980137.0,CB,0.0,0
610280,20433,2120,20040010.0,CB,0.0,0
610281,20478,2120,19940012.0,CB,0.0,0
610282,20578,2120,19970034.0,LB,0.0,0
610283,20621,2250,19940018.0,CB,1.0,0
610284,20919,2520,19930065.0,CB,1.0,0
610285,20923,2120,19970034.0,LB,1.0,0
610286,21086,4400,19950105.0,FS,1.0,0
610287,21180,4400,19960049.0,LB,1.0,0
610288,21436,2120,19950159.0,DE,1.0,0
610289,21454,2120,20030067.0,LB,1.0,0
610290,21492,2200,20030058.0,DB,0.0,0
610291,21579,325,19960026.0,LB,0.0,0
610292,21657,2200,20010091.0,DB,1.0,0
610293,21748,610,19960036.0,S,1.0,0
610294,21756,610,20040660.0,DB,0.0,0
610295,21778,2200,20030202.0,DB,0.0,0
610296,21790,2200,20030488.0,DB,0.0,0
610297,21803,610,20030187.0,DT,1.0,0
610298,21816,2200,20000465.0,TE,0.0,0
610299,22130,2200,20040125.0,DB,1.0,0
610300,22179,2120,19980051.0,LB,0.0,0
610301,22183,2200,20030138.0,DE,0.0,0
610302,22184,2200,20030138.0,DE,0.0,0
610303,22241,2200,20030138.0,DE,1.0,0
610304,22350,2250,19980025.0,S,1.0,0
610305,22353,2200,20010037.0,DB,0.0,0
610306,22662,2200,20030488.0,DB,1.0,0
610307,22664,3430,19950411.0,DT,1.0,0
610308,22685,3430,20000013.0,DE,1.0,0
610309,22815,2200,20030138.0,DE,0.0,0
610310,22832,2200,19990058.0,DT,0.0,0
610311,23000,4400,19960098.0,LB,0.0,0
610312,23038,4400,19980075.0,LB,0.0,0
610313,23085,2200,20020011.0,DE,0.0,0
610314,23278,2200,20020042.0,DT,0.0,0
610315,23297,2200,20020011.0,DE,0.0,0
610316,23315,810,20030732.0,S,0.0,0
610317,23508,1400,19990414.0,LB,0.0,0
610318,23905,2250,20000480.0,LB,0.0,0
610319,23955,2250,20000095.0,DB,0.0,0
610320,24104,2120,20040010.0,CB,1.0,0
610321,24109,2120,19970034.0,LB,1.0,0
610322,24145,2200,20020106.0,LB,1.0,0
610323,24180,2200,20030138.0,DE,0.0,0
610324,24357,2250,20010013.0,DT,0.0,0
610325,24368,2250,19990036.0,LB,0.0,0
610326,24431,2250,20020089.0,LB,0.0,0
610327,24499,2250,20010524.0,S,0.0,0
610328,24545,2250,20000493.0,S,0.0,0
610330,24691,2250,20000095.0,DB,0.0,0
610331,24740,4900,20020469.0,DE,1.0,0
610332,24819,2250,20010013.0,DT,0.0,0
610333,24908,200,19970198.0,DT,1.0,0
610334,24952,200,19970198.0,DT,0.0,0
610335,25075,2310,19960068.0,DT,0.0,0
610336,25193,750,20020002.0,DE,1.0,0
610337,25306,1050,20020101.0,LB,0.0,0
610338,25445,1400,19990031.0,LB,0.0,0
610339,25542,1400,20040017.0,LB,0.0,0
610340,25545,2310,20000085.0,S,1.0,0
610341,25649,2310,20000085.0,S,0.0,0
610342,25753,2200,20000122.0,DT,1.0,0
610343,25837,2200,20030058.0,DB,0.0,0
610344,25841,2310,19980216.0,CB,0.0,0
610345,25851,2200,20030058.0,DB,0.0,0
610346,26040,2310,20000512.0,LB,1.0,0
610347,26048,3200,20030013.0,DL,0.0,0
610348,26242,2520,19910025.0,DT,1.0,0
610349,26464,2310,19980113.0,LB,0.0,0
610350,26507,2310,19970452.0,DE,0.0,0
610351,26588,2700,20040160.0,LB,1.0,0
610352,26608,3800,19970086.0,DE,1.0,0
610353,26694,2700,19970044.0,CB,0.0,0
610354,26706,3800,20000091.0,CB,0.0,0
610355,26847,610,20030228.0,LB,1.0,0
610356,26850,2700,19970073.0,DE,1.0,0
610357,26870,610,19980013.0,LB,0.0,0
610358,27004,1050,20010003.0,DL,1.0,0
610359,27008,2700,19970419.0,S,1.0,0
610360,27025,2700,19970419.0,S,0.0,0
610361,27039,2700,20000442.0,CB,1.0,0
610362,27271,2700,20010226.0,DE,0.0,0
610363,27290,3200,20020126.0,DL,0.0,0
610364,27364,3200,19990046.0,RB,0.0,0
610365,27533,3430,20000013.0,DE,1.0,0
610366,27585,3430,19970229.0,DT,1.0,0
610367,27591,3900,20020094.0,S,1.0,0
610368,27728,3900,19990177.0,LB,0.0,0
610369,27734,3900,19990073.0,OLB,1.0,0
610370,27925,2700,19970044.0,CB,0.0,0
610371,27950,2100,20040057.0,DE,0.0,0
610372,27953,2700,19990025.0,S,0.0,0
610373,27955,2700,19940407.0,DE,0.0,0
610374,27988,2700,19980424.0,DT,1.0,0
610375,28063,5110,20040005.0,S,1.0,0
610376,28169,2700,20020963.0,WR,1.0,0
610377,28267,3800,20030595.0,LB,0.0,0
610378,28382,810,20000479.0,DE,0.0,0
610379,28390,3000,19960057.0,DE,1.0,0
610380,28391,810,20000479.0,DE,1.0,0
610381,28401,810,20030732.0,S,0.0,0
610382,28465,810,20030014.0,DE,1.0,0
610383,28468,3000,20040048.0,LB,0.0,0
610384,28656,3000,19990023.0,CB,1.0,0
610385,28685,3000,20010563.0,S,1.0,0
610386,28851,3000,19960057.0,DE,0.0,0
610387,29014,3000,20020105.0,CB,1.0,0
610388,29133,2250,20040249.0,DE,1.0,0
610389,29147,3000,20040020.0,DE,1.0,0
610390,29303,3000,19960057.0,DE,0.0,0
610391,29390,4600,20020085.0,CB,0.0,0
610392,29529,4500,20010196.0,CB,1.0,0
610393,29759,3000,20030040.0,LB,0.0,0
610394,29788,3000,20030009.0,DT,1.0,0
610395,29946,3200,19960086.0,LB,1.0,0
610396,30131,3200,19940004.0,LB,1.0,0
610397,30149,3200,19940145.0,S,1.0,0
610398,30404,3200,20030013.0,DL,1.0,0
610399,30448,3200,20030036.0,DB,1.0,0
610400,30453,2200,20020238.0,DE,0.0,0
610401,30508,3200,19970091.0,LB,0.0,0
610402,30527,3200,19960086.0,LB,1.0,0
610403,30596,3200,19940145.0,S,1.0,0
610404,30627,3200,20040505.0,LB,0.0,0
610405,30632,3200,20030692.0,S,0.0,0
610406,30633,3200,20000449.0,CB,0.0,0
610407,30660,3200,20030239.0,LB,0.0,0
610408,30746,2250,20010093.0,DT,1.0,0
610409,30756,2250,20040137.0,K,1.0,0
610410,30765,2250,19990176.0,DE,1.0,0
610411,30866,3200,19940145.0,S,1.0,0
610412,30904,3200,20030120.0,CB,0.0,0
610413,30964,3200,20030120.0,CB,0.0,0
610414,30970,3200,19950057.0,LB,1.0,0
610415,31052,3430,20000013.0,DE,1.0,0
610416,31338,3200,20030036.0,DB,0.0,0
610417,31364,4600,20040053.0,SS,1.0,0
610418,31437,4500,20000035.0,DE,1.0,0
610419,31494,4500,20000035.0,DE,1.0,0
610420,31569,3200,19960086.0,LB,1.0,0
610421,31597,3300,20040018.0,DE,1.0,0
610422,31715,3300,20000033.0,DE,0.0,0
610423,31794,750,20000105.0,LB,1.0,0
610424,31857,3300,20010548.0,TE,0.0,0
610425,31960,1400,20030051.0,LB,1.0,0
610426,32119,3300,19990421.0,CB,1.0,0
610427,32121,2310,19960028.0,S,0.0,0
610428,32269,3300,20000033.0,DE,1.0,0
610429,32288,2700,19940407.0,DE,0.0,0
610430,32304,3300,20030006.0,DT,1.0,0
610431,32344,3300,19970117.0,DB,1.0,0
610432,32361,2700,20010226.0,DE,1.0,0
610433,32377,2700,20020434.0,DE,1.0,0
610434,32399,2700,19990441.0,LB,0.0,0
610435,32480,3300,19920029.0,CB,0.0,0
610436,32516,3000,19960057.0,DE,0.0,0
610437,32617,3300,20000033.0,DE,1.0,0
610438,32725,3430,20040213.0,LB,1.0,0
610439,32785,3300,19940401.0,S,1.0,0
610440,32791,4600,19950050.0,CB,1.0,0
610441,32850,4600,20020120.0,SS,1.0,0
610442,32937,4500,19940007.0,DT,1.0,0
610443,32940,3300,20040018.0,DE,0.0,0
610444,33048,3300,19940401.0,S,1.0,0
610445,33075,4500,20000035.0,DE,0.0,0
610446,33130,3300,20040018.0,DE,1.0,0
610447,33146,4900,20010084.0,S,0.0,0
610448,33159,4900,19980083.0,DE,1.0,0
610449,33227,3300,20020025.0,DE,0.0,0
610450,33368,3410,20000055.0,DT,0.0,0
610452,33585,3410,20040136.0,S,1.0,0
610453,33599,810,19990147.0,CB,1.0,0
610454,33636,810,20000254.0,S,1.0,0
610455,33665,810,20000254.0,S,0.0,0
610456,33666,810,20020104.0,DE,1.0,0
610457,34001,3410,20030056.0,DE,1.0,0
610458,34032,1200,20040550.0,LB,0.0,0
610459,34058,1540,20040073.0,CB,0.0,0
610460,34063,1540,20000517.0,DE,1.0,0
610461,34082,3410,20030056.0,DE,0.0,0
610462,34121,1540,20010123.0,DT,0.0,0
610463,34135,1540,20030066.0,DE,0.0,0
610464,34189,1540,20020035.0,DE,0.0,0
610465,34258,3410,19970224.0,S,0.0,0
610466,34345,3410,20000216.0,DT,1.0,0
610467,34475,3700,20020058.0,SS,0.0,0
610468,34482,3410,20010022.0,CB,0.0,0
610469,34683,5110,19970003.0,CB,0.0,0
610470,34718,3410,20000055.0,DT,1.0,0
610471,34735,3410,19980024.0,S,1.0,0
610472,34778,3410,20010078.0,CB,1.0,0
610473,34813,5110,20040081.0,TE,1.0,0
610474,34847,3410,19950423.0,DE,0.0,0
610475,34848,3430,20030616.0,FS,0.0,0
610476,35081,610,20010021.0,CB,1.0,0
610477,35116,610,20010046.0,DE,0.0,0
610478,35226,920,20040096.0,LB,0.0,0
610479,35257,3430,19980039.0,LB,1.0,0
610480,35485,3430,19960058.0,SS,1.0,0
610481,35505,3430,20000013.0,DE,0.0,0
610482,35658,3430,19920005.0,CB,0.0,0
610483,35782,3200,19990111.0,LB,1.0,0
610484,35796,3430,20000102.0,CB,1.0,0
610485,35818,3430,20040143.0,S,0.0,0
610486,35863,3430,20000013.0,DE,1.0,0
610487,35894,3410,20020188.0,LB,1.0,0
610488,35900,3410,20040097.0,LB,1.0,0
610489,35925,3410,20040097.0,LB,1.0,0
610490,36247,3430,19990146.0,LB,1.0,0
610491,36261,3430,20000012.0,DE,,0
610492,36436,3430,20000012.0,DE,0.0,0
610493,36825,1400,19930082.0,S,1.0,0
610494,36974,2520,20000245.0,LB,1.0,0
610495,36989,2250,20000493.0,S,0.0,0
610496,37391,3300,19990160.0,CB,1.0,0
610497,37448,2520,20040673.0,DT,1.0,0
610498,37460,2520,19950012.0,DT,0.0,1
610499,37510,4400,19960049.0,LB,1.0,0
610500,37606,2510,20040130.0,LB,0.0,0
610501,37742,4900,20040111.0,S,1.0,0
610502,37815,2520,19980004.0,CB,0.0,0
610503,38018,2520,20040673.0,DT,1.0,0
610504,38117,3700,19960061.0,FS,0.0,0
610505,38192,200,19960070.0,DE,0.0,0
610506,38406,3700,19990016.0,DE,0.0,0
610507,38443,325,20010126.0,LB,1.0,0
610508,38521,3700,19960061.0,FS,1.0,0
610509,38787,920,20010004.0,DE,1.0,0
610510,38839,920,20020578.0,LB,1.0,0
610511,38886,3700,19980142.0,LB,0.0,0
610512,38892,920,20040096.0,LB,0.0,0
610513,38953,1200,19980008.0,DE,1.0,0
610514,39067,1800,20030700.0,DT,1.0,0
610515,39081,1800,20030802.0,CB,0.0,0
610516,39220,3700,20000071.0,DT,0.0,0
610517,39295,3000,20020105.0,CB,1.0,0
610518,39296,3700,20030539.0,DT,0.0,0
610519,39305,3700,19980219.0,LB,1.0,0
610520,39343,3700,19980219.0,LB,0.0,0
610521,39441,3000,19990023.0,CB,0.0,0
610522,39499,3000,20010563.0,S,1.0,0
610523,39505,3700,19960061.0,FS,0.0,0
610524,39588,3200,20040502.0,CB,1.0,0
610526,39814,3700,20020059.0,CB,0.0,0
610527,39885,3700,20030015.0,DE,0.0,0
610528,39891,3700,19990016.0,DE,0.0,0
610529,39976,3700,20020501.0,LB,0.0,0
610531,40099,5110,19990232.0,DT,1.0,0
610532,40279,325,20020024.0,S,,0
610533,40455,750,20040523.0,CB,1.0,0
610534,40495,750,20010143.0,S,1.0,0
610535,40508,920,20000015.0,CB,1.0,0
610536,40605,920,19960016.0,DE,1.0,0
610537,40610,3900,20020128.0,LB,1.0,0
610538,40664,1050,20030615.0,DB,0.0,0
610539,41013,3900,19990073.0,OLB,1.0,0
610540,41048,3200,20030120.0,CB,0.0,0
610541,41054,3900,20030016.0,S,0.0,0
610542,41071,3900,19990073.0,OLB,1.0,0
610543,41161,3200,19990111.0,LB,1.0,0
610544,41213,3200,20020126.0,DL,0.0,0
610545,41265,3900,19980117.0,CB,0.0,0
610546,41379,3430,20030713.0,LB,0.0,0
610547,41562,3430,20000012.0,DE,1.0,0
610548,41658,3900,20000137.0,LB,1.0,0
610549,41680,3900,19990109.0,DE,0.0,0
610550,41681,3900,19970050.0,DB,0.0,0
610552,41756,3900,20000137.0,LB,0.0,0
610553,41950,3900,19990109.0,DE,0.0,0
610554,42102,1400,19930082.0,S,0.0,0
610555,42103,1400,19990464.0,CB,1.0,0
610556,42226,1400,19930082.0,S,0.0,0
610557,42432,4400,19980075.0,LB,1.0,0
610558,42632,2310,20000085.0,S,0.0,0
610559,42641,2310,20040510.0,CB,1.0,0
610561,42757,3300,20020190.0,DT,0.0,0
610562,42852,4400,19980075.0,LB,1.0,0
610563,42942,3430,20040213.0,LB,1.0,0
610564,42968,3430,20030004.0,DT,0.0,0
610565,43200,3430,19970229.0,DT,0.0,0
610566,43271,2520,19980004.0,CB,1.0,0
610567,43397,4400,19960098.0,LB,1.0,0
610568,43455,4600,19980015.0,LB,0.0,0
610569,43481,4400,20040098.0,LB,1.0,0
610570,43521,4400,20040133.0,DE,1.0,0
610571,43558,4600,20030508.0,LB,1.0,0
610572,43707,4900,20010084.0,S,1.0,0
610573,43724,4400,19980075.0,LB,1.0,0
610574,43879,4400,19980075.0,LB,0.0,0
610575,43907,4600,20030042.0,FS,0.0,0
610576,43970,3800,20030070.0,LB,0.0,0
610577,44007,4600,19990115.0,DE,0.0,0
610578,44008,4600,19990089.0,DE,0.0,0
610579,44055,4600,20040053.0,SS,0.0,0
610580,44102,4600,19930044.0,LB,0.0,0
610581,44364,610,20020061.0,DE,1.0,0
610582,44418,750,19980043.0,CB,1.0,0
610583,44434,750,19980043.0,CB,0.0,0
610584,44608,1200,20030005.0,CB,1.0,0
610585,44643,1200,20020008.0,S,1.0,0
610586,44780,4600,19990115.0,DE,0.0,0
610587,44927,2700,19970044.0,CB,1.0,0
610588,44967,4600,20000119.0,LB,0.0,0
610589,44993,4600,20040023.0,DT,1.0,0
610590,45086,4600,19990115.0,DE,1.0,0
610591,45133,3000,20020474.0,WR,0.0,0
610592,45160,4600,19970059.0,DE,0.0,0
610593,45228,3000,20030616.0,S,0.0,0
610594,45281,4600,20000191.0,DT,1.0,0
610595,45367,4500,19980035.0,S,0.0,0
