rushId,playId,teamId,playerId,rushPosition,rushType,rushDirection,rushLandmark,rushYards,rushPrimary,rushTd,rushEnd,rushNull
15184379,15088163,1800,20050024,QB,aborted,,,0,1,0.0,in bounds,0
15184372,15088153,4500,20140062,QB,rush,middle,center,2,1,0.0,in bounds,0
15184372,15088153,4500,20140062,QB,rush,middle,center,2,1,0.0,in bounds,0
15184412,15088257,4500,20140062,QB,kneel,,,-1,1,0.0,in bounds,0
15184412,15088257,4500,20140062,QB,kneel,,,-1,1,0.0,in bounds,0
15184413,15088258,4500,20140062,QB,kneel,,,-1,1,0.0,in bounds,0
15184413,15088258,4500,20140062,QB,kneel,,,-1,1,0.0,in bounds,0
15184414,15088259,4500,20140062,QB,kneel,,,-1,1,0.0,in bounds,0
15184414,15088259,4500,20140062,QB,kneel,,,-1,1,0.0,in bounds,0
15184356,15088115,4500,20150073,RB,rush,left,end,5,1,0.0,in bounds,0
15184356,15088115,4500,20150073,RB,rush,left,end,5,1,0.0,in bounds,0
15184357,15088116,4500,20150073,RB,rush,left,guard,4,1,0.0,in bounds,0
15184357,15088116,4500,20150073,RB,rush,left,guard,4,1,0.0,in bounds,0
15184358,15088117,4500,20150073,RB,rush,right,tackle,0,1,0.0,in bounds,0
15184358,15088117,4500,20150073,RB,rush,right,tackle,0,1,0.0,in bounds,0
15184366,15088139,4500,20150073,RB,rush,left,tackle,4,1,0.0,in bounds,0
15184366,15088139,4500,20150073,RB,rush,left,tackle,4,1,0.0,in bounds,0
15184367,15088141,4500,20150073,RB,rush,left,tackle,4,1,0.0,in bounds,0
15184367,15088141,4500,20150073,RB,rush,left,tackle,4,1,0.0,in bounds,0
15184373,15088154,4500,20150073,RB,rush,left,tackle,4,1,0.0,in bounds,0
15184373,15088154,4500,20150073,RB,rush,left,tackle,4,1,0.0,in bounds,0
15184361,15088126,4500,20150905,RB,rush,right,end,5,1,0.0,in bounds,0
15184361,15088126,4500,20150905,RB,rush,right,end,5,1,0.0,in bounds,0
15184362,15088128,4500,20150905,RB,rush,middle,center,6,1,0.0,in bounds,0
15184362,15088128,4500,20150905,RB,rush,middle,center,6,1,0.0,in bounds,0
15184363,15088130,4500,20150905,RB,rush,left,tackle,36,1,1.0,in bounds,0
15184363,15088130,4500,20150905,RB,rush,left,tackle,36,1,1.0,in bounds,0
15184369,15088150,4500,20150905,RB,rush,right,end,13,1,0.0,in bounds,0
15184369,15088150,4500,20150905,RB,rush,right,end,13,1,0.0,in bounds,0
15184370,15088151,4500,20150905,RB,rush,right,tackle,9,1,0.0,in bounds,0
15184370,15088151,4500,20150905,RB,rush,right,tackle,9,1,0.0,in bounds,0
15184371,15088152,4500,20150905,RB,rush,left,guard,0,1,0.0,in bounds,0
15184371,15088152,4500,20150905,RB,rush,left,guard,0,1,0.0,in bounds,0
15184374,15088155,4500,20150905,RB,rush,left,end,9,1,1.0,in bounds,0
15184374,15088155,4500,20150905,RB,rush,left,end,9,1,1.0,in bounds,0
15184380,15088165,4500,20150905,RB,rush,right,tackle,34,1,0.0,in bounds,0
15184380,15088165,4500,20150905,RB,rush,right,tackle,34,1,0.0,in bounds,0
15184381,15088166,4500,20150905,RB,rush,left,end,7,1,0.0,in bounds,0
15184381,15088166,4500,20150905,RB,rush,left,end,7,1,0.0,in bounds,0
15184382,15088167,4500,20150905,RB,rush,left,tackle,1,1,0.0,in bounds,0
15184382,15088167,4500,20150905,RB,rush,left,tackle,1,1,0.0,in bounds,0
15184383,15088168,4500,20150905,RB,rush,middle,center,10,1,0.0,in bounds,0
15184383,15088168,4500,20150905,RB,rush,middle,center,10,1,0.0,in bounds,0
15184385,15088178,4500,20150905,RB,rush,right,tackle,11,1,0.0,in bounds,0
15184385,15088178,4500,20150905,RB,rush,right,tackle,11,1,0.0,in bounds,0
15184386,15088179,4500,20150905,RB,rush,left,tackle,1,1,0.0,in bounds,0
15184386,15088179,4500,20150905,RB,rush,left,tackle,1,1,0.0,in bounds,0
15184387,15088180,4500,20150905,RB,rush,middle,center,18,1,1.0,in bounds,0
15184387,15088180,4500,20150905,RB,rush,middle,center,18,1,1.0,in bounds,0
15184390,15088202,4500,20150905,RB,rush,left,end,7,1,0.0,in bounds,0
15184390,15088202,4500,20150905,RB,rush,left,end,7,1,0.0,in bounds,0
15184391,15088203,4500,20150905,RB,rush,right,end,5,1,0.0,in bounds,0
15184391,15088203,4500,20150905,RB,rush,right,end,5,1,0.0,in bounds,0
15184393,15088205,4500,20150905,RB,rush,middle,center,2,1,0.0,in bounds,0
15184393,15088205,4500,20150905,RB,rush,middle,center,2,1,0.0,in bounds,0
15184395,15088207,4500,20150905,RB,rush,left,end,0,1,0.0,in bounds,0
15184395,15088207,4500,20150905,RB,rush,left,end,0,1,0.0,in bounds,0
15184396,15088208,4500,20150905,RB,rush,left,end,22,1,1.0,in bounds,0
15184396,15088208,4500,20150905,RB,rush,left,end,22,1,1.0,in bounds,0
15184400,15088225,4500,20150905,RB,rush,right,end,4,1,0.0,in bounds,0
15184400,15088225,4500,20150905,RB,rush,right,end,4,1,0.0,in bounds,0
15184401,15088226,4500,20150905,RB,rush,right,end,3,1,0.0,in bounds,0
15184401,15088226,4500,20150905,RB,rush,right,end,3,1,0.0,in bounds,0
15184402,15088227,4500,20150905,RB,rush,middle,center,2,1,0.0,in bounds,0
15184402,15088227,4500,20150905,RB,rush,middle,center,2,1,0.0,in bounds,0
15184404,15088241,4500,20150905,RB,rush,right,end,5,1,0.0,in bounds,0
15184404,15088241,4500,20150905,RB,rush,right,end,5,1,0.0,in bounds,0
15184405,15088242,4500,20150905,RB,rush,left,end,2,1,0.0,in bounds,0
15184405,15088242,4500,20150905,RB,rush,left,end,2,1,0.0,in bounds,0
15184406,15088244,4500,20150905,RB,rush,middle,center,-1,1,0.0,in bounds,0
15184406,15088244,4500,20150905,RB,rush,middle,center,-1,1,0.0,in bounds,0
15184407,15088246,4500,20150905,RB,rush,left,end,2,1,0.0,in bounds,0
15184407,15088246,4500,20150905,RB,rush,left,end,2,1,0.0,in bounds,0
15184408,15088247,4500,20150905,RB,rush,left,end,2,1,0.0,in bounds,0
15184408,15088247,4500,20150905,RB,rush,left,end,2,1,0.0,in bounds,0
15184409,15088248,4500,20150905,RB,rush,middle,center,6,1,0.0,in bounds,0
15184409,15088248,4500,20150905,RB,rush,middle,center,6,1,0.0,in bounds,0
15184410,15088249,4500,20150905,RB,rush,right,guard,-1,1,0.0,in bounds,0
15184410,15088249,4500,20150905,RB,rush,right,guard,-1,1,0.0,in bounds,0
15184388,15088185,1800,20170134,RB,rush,middle,center,2,1,0.0,in bounds,0
15184388,15088185,1800,20170134,RB,rush,middle,center,2,1,0.0,in bounds,0
15184403,15088234,1800,20170134,RB,rush,right,end,0,1,0.0,in bounds,0
15184403,15088234,1800,20170134,RB,rush,right,end,0,1,0.0,in bounds,0
15184411,15088252,1800,20170134,RB,rush,middle,center,4,1,0.0,in bounds,0
15184411,15088252,1800,20170134,RB,rush,middle,center,4,1,0.0,in bounds,0
15184359,15088119,1800,20170182,RB,rush,right,end,9,1,0.0,in bounds,0
15184359,15088119,1800,20170182,RB,rush,right,end,9,1,0.0,in bounds,0
15184360,15088122,1800,20170182,RB,rush,left,guard,4,1,0.0,in bounds,0
15184360,15088122,1800,20170182,RB,rush,left,guard,4,1,0.0,in bounds,0
15184364,15088135,1800,20170182,RB,rush,middle,center,3,1,0.0,in bounds,0
15184364,15088135,1800,20170182,RB,rush,middle,center,3,1,0.0,in bounds,0
15184365,15088136,1800,20170182,RB,rush,left,guard,0,1,0.0,in bounds,0
15184365,15088136,1800,20170182,RB,rush,left,guard,0,1,0.0,in bounds,0
15184368,15088146,1800,20170182,RB,rush,left,end,6,1,0.0,in bounds,0
15184368,15088146,1800,20170182,RB,rush,left,end,6,1,0.0,in bounds,0
15184375,15088159,1800,20170182,RB,rush,middle,center,11,1,0.0,in bounds,0
15184375,15088159,1800,20170182,RB,rush,middle,center,11,1,0.0,in bounds,0
15184376,15088160,1800,20170182,RB,rush,left,tackle,7,1,0.0,in bounds,0
15184376,15088160,1800,20170182,RB,rush,left,tackle,7,1,0.0,in bounds,0
15184377,15088161,1800,20170182,RB,rush,right,end,4,1,0.0,in bounds,0
15184377,15088161,1800,20170182,RB,rush,right,end,4,1,0.0,in bounds,0
15184378,15088162,1800,20170182,RB,rush,right,guard,5,1,0.0,in bounds,0
15184378,15088162,1800,20170182,RB,rush,right,guard,5,1,0.0,in bounds,0
15184389,15088192,1800,20170182,RB,rush,right,tackle,3,1,0.0,in bounds,0
15184389,15088192,1800,20170182,RB,rush,right,tackle,3,1,0.0,in bounds,0
15184397,15088214,1800,20170182,RB,rush,left,guard,3,1,0.0,in bounds,0
15184397,15088214,1800,20170182,RB,rush,left,guard,3,1,0.0,in bounds,0
15184398,15088216,1800,20170182,RB,rush,left,tackle,5,1,0.0,in bounds,1
15184398,15088216,1800,20170182,RB,rush,left,tackle,5,1,0.0,in bounds,1
15184399,15088222,1800,20170182,RB,rush,middle,center,1,1,1.0,in bounds,0
15184399,15088222,1800,20170182,RB,rush,middle,center,1,1,1.0,in bounds,0
15184384,15088169,4500,20170794,RB,rush,middle,center,2,1,0.0,in bounds,0
15184384,15088169,4500,20170794,RB,rush,middle,center,2,1,0.0,in bounds,0
15184392,15088204,4500,20190036,WR,rush,left,end,11,1,0.0,ran out of bounds,0
15184392,15088204,4500,20190036,WR,rush,left,end,11,1,0.0,ran out of bounds,0
15184394,15088206,4500,20190036,WR,rush,right,end,32,1,0.0,in bounds,0
15184394,15088206,4500,20190036,WR,rush,right,end,32,1,0.0,in bounds,0
15184331,15088052,2100,20110149,RB,rush,middle,center,4,1,0.0,in bounds,1
15184331,15088052,2100,20110149,RB,rush,middle,center,4,1,0.0,in bounds,1
15184326,15088036,2100,20120008,QB,kneel,,,-1,1,0.0,in bounds,0
15184326,15088036,2100,20120008,QB,kneel,,,-1,1,0.0,in bounds,0
15184335,15088056,2100,20120008,QB,qb scramble,right,end,6,1,0.0,in bounds,0
15184335,15088056,2100,20120008,QB,qb scramble,right,end,6,1,0.0,in bounds,0
15184353,15088106,2100,20120008,QB,qb scramble,left,end,6,1,0.0,pushed out of bounds,0
15184353,15088106,2100,20120008,QB,qb scramble,left,end,6,1,0.0,pushed out of bounds,0
15184311,15087980,2310,20140629,RB,rush,right,guard,3,1,0.0,in bounds,0
15184311,15087980,2310,20140629,RB,rush,right,guard,3,1,0.0,in bounds,0
15184312,15087987,2310,20140629,RB,rush,right,guard,3,1,0.0,in bounds,0
15184312,15087987,2310,20140629,RB,rush,right,guard,3,1,0.0,in bounds,0
15184321,15088013,2310,20140629,RB,rush,right,end,1,1,0.0,in bounds,0
15184321,15088013,2310,20140629,RB,rush,right,end,1,1,0.0,in bounds,0
15184327,15088039,2310,20140629,RB,rush,right,guard,5,1,0.0,in bounds,0
15184327,15088039,2310,20140629,RB,rush,right,guard,5,1,0.0,in bounds,0
15184328,15088043,2310,20140629,RB,rush,right,end,8,1,0.0,ran out of bounds,0
15184328,15088043,2310,20140629,RB,rush,right,end,8,1,0.0,ran out of bounds,0
15184336,15088058,2310,20140629,RB,rush,right,guard,6,1,0.0,in bounds,0
15184336,15088058,2310,20140629,RB,rush,right,guard,6,1,0.0,in bounds,0
15184337,15088059,2310,20140629,RB,rush,right,tackle,3,1,0.0,in bounds,0
15184337,15088059,2310,20140629,RB,rush,right,tackle,3,1,0.0,in bounds,0
15184338,15088060,2310,20140629,RB,rush,left,guard,5,1,0.0,in bounds,0
15184338,15088060,2310,20140629,RB,rush,left,guard,5,1,0.0,in bounds,0
15184339,15088061,2310,20140629,RB,rush,middle,center,1,1,0.0,in bounds,0
15184339,15088061,2310,20140629,RB,rush,middle,center,1,1,0.0,in bounds,0
15184344,15088067,2310,20140629,RB,rush,right,end,4,1,0.0,pushed out of bounds,0
15184344,15088067,2310,20140629,RB,rush,right,end,4,1,0.0,pushed out of bounds,0
15184345,15088070,2310,20140629,RB,rush,right,end,3,1,1.0,in bounds,0
15184345,15088070,2310,20140629,RB,rush,right,end,3,1,1.0,in bounds,0
15184346,15088078,2310,20140629,RB,rush,left,tackle,1,1,0.0,in bounds,0
15184346,15088078,2310,20140629,RB,rush,left,tackle,1,1,0.0,in bounds,0
15184347,15088080,2310,20140629,RB,rush,middle,center,5,1,0.0,in bounds,0
15184347,15088080,2310,20140629,RB,rush,middle,center,5,1,0.0,in bounds,0
15184348,15088082,2310,20140629,RB,rush,left,end,1,1,0.0,in bounds,0
15184348,15088082,2310,20140629,RB,rush,left,end,1,1,0.0,in bounds,0
15184349,15088097,2310,20140629,RB,rush,right,end,0,1,0.0,ran out of bounds,0
15184349,15088097,2310,20140629,RB,rush,right,end,0,1,0.0,ran out of bounds,0
15184350,15088100,2310,20140629,RB,rush,middle,center,-1,1,0.0,in bounds,1
15184350,15088100,2310,20140629,RB,rush,middle,center,-1,1,0.0,in bounds,1
15184351,15088101,2310,20140629,RB,rush,left,end,-2,1,0.0,in bounds,0
15184351,15088101,2310,20140629,RB,rush,left,end,-2,1,0.0,in bounds,0
15184352,15088102,2310,20140629,RB,rush,middle,center,-2,1,0.0,in bounds,0
15184352,15088102,2310,20140629,RB,rush,middle,center,-2,1,0.0,in bounds,0
15184318,15088007,2100,20150002,QB,rush,left,end,5,1,0.0,ran out of bounds,0
15184318,15088007,2100,20150002,QB,rush,left,end,5,1,0.0,ran out of bounds,0
15184302,15087953,2100,20160045,RB,rush,left,guard,4,1,0.0,in bounds,0
15184302,15087953,2100,20160045,RB,rush,left,guard,4,1,0.0,in bounds,0
15184303,15087955,2100,20160045,RB,rush,left,tackle,1,1,0.0,in bounds,0
15184303,15087955,2100,20160045,RB,rush,left,tackle,1,1,0.0,in bounds,0
15184304,15087957,2100,20160045,RB,rush,middle,center,4,1,0.0,in bounds,0
15184304,15087957,2100,20160045,RB,rush,middle,center,4,1,0.0,in bounds,0
15184306,15087966,2100,20160045,RB,rush,left,guard,11,1,0.0,in bounds,0
15184306,15087966,2100,20160045,RB,rush,left,guard,11,1,0.0,in bounds,0
15184307,15087967,2100,20160045,RB,rush,right,end,5,1,0.0,in bounds,0
15184307,15087967,2100,20160045,RB,rush,right,end,5,1,0.0,in bounds,0
15184308,15087971,2100,20160045,RB,rush,right,tackle,2,1,0.0,in bounds,0
15184308,15087971,2100,20160045,RB,rush,right,tackle,2,1,0.0,in bounds,0
15184309,15087972,2100,20160045,RB,rush,right,tackle,1,1,0.0,in bounds,0
15184309,15087972,2100,20160045,RB,rush,right,tackle,1,1,0.0,in bounds,0
15184310,15087976,2100,20160045,RB,rush,left,tackle,4,1,1.0,in bounds,0
15184310,15087976,2100,20160045,RB,rush,left,tackle,4,1,1.0,in bounds,0
15184313,15087995,2100,20160045,RB,rush,left,end,13,1,0.0,in bounds,0
15184313,15087995,2100,20160045,RB,rush,left,end,13,1,0.0,in bounds,0
15184314,15087997,2100,20160045,RB,rush,left,tackle,3,1,0.0,in bounds,0
15184314,15087997,2100,20160045,RB,rush,left,tackle,3,1,0.0,in bounds,0
15184315,15088000,2100,20160045,RB,rush,left,tackle,5,1,0.0,in bounds,0
15184315,15088000,2100,20160045,RB,rush,left,tackle,5,1,0.0,in bounds,0
15184316,15088002,2100,20160045,RB,rush,left,guard,8,1,0.0,in bounds,1
15184316,15088002,2100,20160045,RB,rush,left,guard,8,1,0.0,in bounds,1
15184317,15088006,2100,20160045,RB,rush,middle,center,4,1,0.0,in bounds,0
15184317,15088006,2100,20160045,RB,rush,middle,center,4,1,0.0,in bounds,0
15184319,15088008,2100,20160045,RB,rush,middle,center,3,1,0.0,in bounds,0
15184319,15088008,2100,20160045,RB,rush,middle,center,3,1,0.0,in bounds,0
15184320,15088009,2100,20160045,RB,rush,middle,center,1,1,0.0,in bounds,0
15184320,15088009,2100,20160045,RB,rush,middle,center,1,1,0.0,in bounds,0
15184322,15088021,2100,20160045,RB,rush,left,guard,1,1,0.0,in bounds,0
15184322,15088021,2100,20160045,RB,rush,left,guard,1,1,0.0,in bounds,0
15184323,15088022,2100,20160045,RB,rush,right,guard,0,1,0.0,in bounds,0
15184323,15088022,2100,20160045,RB,rush,right,guard,0,1,0.0,in bounds,0
15184330,15088049,2100,20160045,RB,rush,right,tackle,3,1,0.0,in bounds,0
15184330,15088049,2100,20160045,RB,rush,right,tackle,3,1,0.0,in bounds,0
15184332,15088053,2100,20160045,RB,rush,right,guard,4,1,0.0,in bounds,0
15184332,15088053,2100,20160045,RB,rush,right,guard,4,1,0.0,in bounds,0
15184333,15088054,2100,20160045,RB,rush,left,tackle,0,1,0.0,in bounds,0
15184333,15088054,2100,20160045,RB,rush,left,tackle,0,1,0.0,in bounds,0
15184334,15088055,2100,20160045,RB,rush,left,tackle,0,1,0.0,in bounds,1
15184334,15088055,2100,20160045,RB,rush,left,tackle,0,1,0.0,in bounds,1
15184341,15088064,2310,20160165,WR,rush,right,end,7,1,0.0,in bounds,0
15184341,15088064,2310,20160165,WR,rush,right,end,7,1,0.0,in bounds,0
15184305,15087962,2310,20170010,QB,qb scramble,right,end,2,1,0.0,ran out of bounds,0
15184305,15087962,2310,20170010,QB,qb scramble,right,end,2,1,0.0,ran out of bounds,0
15184324,15088029,2310,20170010,QB,qb scramble,left,end,7,1,0.0,ran out of bounds,0
15184324,15088029,2310,20170010,QB,qb scramble,left,end,7,1,0.0,ran out of bounds,0
15184325,15088033,2310,20170010,QB,qb scramble,left,end,27,1,1.0,in bounds,0
15184325,15088033,2310,20170010,QB,qb scramble,left,end,27,1,1.0,in bounds,0
15184329,15088044,2310,20170010,QB,qb scramble,left,end,5,1,0.0,in bounds,0
15184329,15088044,2310,20170010,QB,qb scramble,left,end,5,1,0.0,in bounds,0
15184340,15088063,2310,20170010,QB,qb scramble,left,end,4,1,0.0,pushed out of bounds,0
15184340,15088063,2310,20170010,QB,qb scramble,left,end,4,1,0.0,pushed out of bounds,0
15184343,15088066,2310,20170010,QB,qb scramble,left,end,11,1,0.0,pushed out of bounds,0
15184343,15088066,2310,20170010,QB,qb scramble,left,end,11,1,0.0,pushed out of bounds,0
15184354,15088112,2310,20170010,QB,kneel,,,-2,1,0.0,in bounds,0
15184354,15088112,2310,20170010,QB,kneel,,,-2,1,0.0,in bounds,0
15184355,15088113,2310,20170010,QB,kneel,,,-1,1,0.0,in bounds,0
15184355,15088113,2310,20170010,QB,kneel,,,-1,1,0.0,in bounds,0
15184342,15088065,2310,20190214,RB,rush,right,end,7,1,0.0,in bounds,0
15184342,15088065,2310,20190214,RB,rush,right,end,7,1,0.0,in bounds,0
15184051,15087171,1800,20050024,QB,rush,middle,center,2,1,0.0,in bounds,0
15184051,15087171,1800,20050024,QB,rush,middle,center,2,1,0.0,in bounds,0
15184075,15087240,1800,20050024,QB,qb scramble,right,end,14,1,0.0,in bounds,0
15184075,15087240,1800,20050024,QB,qb scramble,right,end,14,1,0.0,in bounds,0
15184080,15087257,1800,20050024,QB,kneel,,,0,1,0.0,in bounds,0
15184080,15087257,1800,20050024,QB,kneel,,,0,1,0.0,in bounds,0
15184081,15087258,1800,20050024,QB,kneel,,,-1,1,0.0,in bounds,0
15184081,15087258,1800,20050024,QB,kneel,,,-1,1,0.0,in bounds,0
15184082,15087259,1800,20050024,QB,kneel,,,-1,1,0.0,in bounds,0
15184082,15087259,1800,20050024,QB,kneel,,,-1,1,0.0,in bounds,0
15184033,15087118,4600,20070012,RB,rush,right,guard,0,1,0.0,in bounds,0
15184033,15087118,4600,20070012,RB,rush,right,guard,0,1,0.0,in bounds,0
15184035,15087126,4600,20070012,RB,rush,right,guard,8,1,0.0,in bounds,0
15184035,15087126,4600,20070012,RB,rush,right,guard,8,1,0.0,in bounds,0
15184036,15087127,4600,20070012,RB,rush,right,guard,1,1,0.0,in bounds,0
15184036,15087127,4600,20070012,RB,rush,right,guard,1,1,0.0,in bounds,0
15184037,15087128,4600,20070012,RB,rush,right,guard,0,1,0.0,in bounds,0
15184037,15087128,4600,20070012,RB,rush,right,guard,0,1,0.0,in bounds,0
15184040,15087138,4600,20070012,RB,rush,middle,center,4,1,0.0,in bounds,0
15184040,15087138,4600,20070012,RB,rush,middle,center,4,1,0.0,in bounds,0
15184045,15087156,4600,20070012,RB,rush,left,guard,1,1,0.0,in bounds,0
15184045,15087156,4600,20070012,RB,rush,left,guard,1,1,0.0,in bounds,0
15184056,15087188,4600,20070012,RB,rush,middle,center,4,1,0.0,in bounds,0
15184056,15087188,4600,20070012,RB,rush,middle,center,4,1,0.0,in bounds,0
15184059,15087193,4600,20070012,RB,rush,middle,center,0,1,0.0,in bounds,0
15184059,15087193,4600,20070012,RB,rush,middle,center,0,1,0.0,in bounds,0
15184060,15087196,4600,20070012,RB,rush,middle,center,1,1,1.0,in bounds,0
15184060,15087196,4600,20070012,RB,rush,middle,center,1,1,1.0,in bounds,0
15184063,15087209,4600,20070012,RB,rush,left,tackle,2,1,0.0,in bounds,0
15184063,15087209,4600,20070012,RB,rush,left,tackle,2,1,0.0,in bounds,0
15184072,15087232,4600,20070012,RB,rush,middle,center,4,1,0.0,in bounds,0
15184072,15087232,4600,20070012,RB,rush,middle,center,4,1,0.0,in bounds,0
15184073,15087233,4600,20070012,RB,rush,left,guard,1,1,1.0,in bounds,0
15184073,15087233,4600,20070012,RB,rush,left,guard,1,1,1.0,in bounds,0
15184046,15087158,4600,20120075,QB,qb scramble,right,end,3,1,0.0,in bounds,0
15184046,15087158,4600,20120075,QB,qb scramble,right,end,3,1,0.0,in bounds,0
15184055,15087182,4600,20120075,QB,qb scramble,middle,center,13,1,0.0,in bounds,0
15184055,15087182,4600,20120075,QB,qb scramble,middle,center,13,1,0.0,in bounds,0
15184057,15087189,4600,20120075,QB,qb scramble,middle,center,22,1,0.0,in bounds,0
15184057,15087189,4600,20120075,QB,qb scramble,middle,center,22,1,0.0,in bounds,0
15184062,15087208,4600,20120075,QB,qb scramble,right,tackle,5,1,0.0,in bounds,0
15184062,15087208,4600,20120075,QB,qb scramble,right,tackle,5,1,0.0,in bounds,0
15184065,15087214,4600,20120075,QB,qb scramble,right,end,11,1,0.0,in bounds,0
15184065,15087214,4600,20120075,QB,qb scramble,right,end,11,1,0.0,in bounds,0
15184066,15087216,4600,20120075,QB,qb scramble,right,guard,1,1,0.0,in bounds,0
15184066,15087216,4600,20120075,QB,qb scramble,right,guard,1,1,0.0,in bounds,0
15184067,15087217,4600,20120075,QB,qb scramble,right,end,9,1,0.0,in bounds,0
15184067,15087217,4600,20120075,QB,qb scramble,right,end,9,1,0.0,in bounds,0
15184070,15087228,4600,20130158,TE,rush,right,end,1,1,0.0,in bounds,0
15184070,15087228,4600,20130158,TE,rush,right,end,1,1,0.0,in bounds,0
15184031,15087112,1800,20160119,RB,rush,left,end,7,1,0.0,in bounds,0
15184031,15087112,1800,20160119,RB,rush,left,end,7,1,0.0,in bounds,0
15184048,15087164,1800,20160119,RB,rush,left,end,18,1,0.0,in bounds,0
15184048,15087164,1800,20160119,RB,rush,left,end,18,1,0.0,in bounds,0
15184038,15087130,1800,20170134,RB,rush,left,end,3,1,0.0,in bounds,0
15184038,15087130,1800,20170134,RB,rush,left,end,3,1,0.0,in bounds,0
15184029,15087107,1800,20170182,RB,rush,left,end,23,1,0.0,in bounds,0
