playerId,draft,round,pick,draftTradeValue,draftTeam,position,teamId,nameFirst,nameLast,nameFull,collegeId,nflId,combineId,college,heightInches,weight,dob,ageAtDraft,playerProfileUrl,homeCity,homeState,homeCountry,highSchool,hsCity,hsState,hsCountry
19770014,1977,1.0,14,1100.0,SEA,OT,4600,Steve,August,Steve August,74104,2508742,,Tulsa (OK),76.0,255.0,1954-09-04,22.676712328767124,http://www.nfl.com/player/SteveAugust/2508742/profile,Jeannette,PA,USA,,,,
19770015,1977,1.0,15,1050.0,CHI,OT,810,Ted,Albrecht,Ted Albrecht,94720,2508291,,California,76.0,253.0,1954-10-08,22.583561643835615,http://www.nfl.com/player/TedAlbrecht/2508291/profile,Harvey,IL,USA,,,,
19770016,1977,1.0,16,1000.0,NE,DB,3200,Raymond,Clayborn,Raymond Clayborn,78712,2500099,,Texas,72.0,186.0,1955-01-02,22.34794520547945,http://www.nfl.com/player/RaymondClayborn/2500099/profile,Fort Worth,TX,USA,,,,
19770017,1977,1.0,17,950.0,CLV,LB,1050,Robert,Jackson,Robert Jackson,77843,2517315,,Texas A&M,73.0,230.0,1954-08-07,22.753424657534246,http://www.nfl.com/player/RobertJackson/2517315/profile,Houston,TX,USA,,,,
19770018,1977,1.0,18,900.0,DEN,OG,1400,Steve,Schindler,Steve Schindler,2459,2525033,,Boston,75.0,256.0,1954-07-24,22.791780821917808,http://www.nfl.com/player/SteveSchindler/2525033/profile,Caldwell,NJ,USA,,,,
19770019,1977,1.0,19,875.0,SL,QB,2510,Steve,Pisarkiewicz,Steve Pisarkiewicz,65211,2523270,,Missouri,74.0,205.0,1953-11-10,23.493150684931507,http://www.nfl.com/player/StevePisarkiewicz/2523270/profile,Florissant,MO,USA,,,,
19770020,1977,1.0,20,850.0,ATL,DT,200,Wilson,Faumuina,Wilson Faumuina,95192,2513873,,San Jose State,77.0,275.0,1954-08-11,22.742465753424657,http://www.nfl.com/player/WilsonFaumuina/2513873/profile,San Francisco,CA,USA,Balboa HS,San Francisco,CA,USA
19770021,1977,1.0,21,800.0,PIT,LB,3900,Robin,Cole,Robin Cole,87131,2511721,,New Mexico,74.0,220.0,1955-09-11,21.65753424657534,http://www.nfl.com/player/RobinCole/2511721/profile,Los Angeles,CA,USA,,,,
19770022,1977,1.0,22,780.0,CIN,TE,920,Mike,Cobb,Mike Cobb,48824,2511659,,Michigan State,77.0,244.0,1955-12-10,21.410958904109588,http://www.nfl.com/player/MikeCobb/2511659/profile,Youngstown,OH,USA,,,,
19770023,1977,1.0,23,760.0,LA,LB,2510,Bob,Brudzinski,Bob Brudzinski,43210,2510494,,Ohio State,76.0,230.0,1955-01-01,22.350684931506848,http://www.nfl.com/player/BobBrudzinski/2510494/profile,Fremont,OH,USA,,,,
19770024,1977,1.0,24,740.0,SD,C,4400,Bob,Rush,Bob Rush,38152,2524691,,Memphis,77.0,265.0,1955-02-27,22.194520547945206,http://www.nfl.com/player/BobRush/2524691/profile,Santa Monica,CA,USA,,,,
19770025,1977,1.0,25,720.0,NE,WR,3200,Stanley,Morgan,Stanley Morgan,37998,2521605,,Tennessee,71.0,181.0,1955-02-17,22.221917808219178,http://www.nfl.com/player/StanleyMorgan/2521605/profile,Easley,SC,USA,,,,
19770026,1977,1.0,26,700.0,BLT,WR,325,Randy,Burke,Randy Burke,40506,2510696,,Kentucky,74.0,190.0,1955-05-26,21.953424657534246,http://www.nfl.com/player/RandyBurke/2510696/profile,Miami,FL,USA,,,,
19770027,1977,1.0,27,680.0,MIN,QB,3000,Tommy,Kramer,Tommy Kramer,77005,2518807,,Rice,74.0,200.0,1955-03-07,22.172602739726027,http://www.nfl.com/player/TommyKramer/2518807/profile,San Antonio,TX,USA,,,,
19770028,1977,1.0,28,660.0,GB,DE,1800,Ezra,Johnson,Ezra Johnson,30316,2501422,,Morris Brown (GA),76.0,240.0,1955-10-02,21.6,http://www.nfl.com/player/EzraJohnson/2501422/profile,Shreveport,LA,USA,,,,
19770029,1977,2.0,29,640.0,TB,LB,4900,Dave,Lewis,Dave Lewis,90089,2519429,,USC,76.0,240.0,1954-10-15,22.564383561643837,http://www.nfl.com/player/DaveLewis/2519429/profile,San Diego,CA,USA,,,,
19770030,1977,2.0,30,620.0,SEA,OG,4600,Tom,Lynch,Tom Lynch,2459,2519867,,Boston,77.0,256.0,1955-05-24,21.958904109589042,http://www.nfl.com/player/TomLynch/2519867/profile,Chicago,IL,USA,,,,
19770031,1977,2.0,31,600.0,LA,DB,2510,Nolan,Cromwell,Nolan Cromwell,66045,2512212,,Kansas,73.0,200.0,1955-01-30,22.27123287671233,http://www.nfl.com/player/NolanCromwell/2512212/profile,Smith Center,KS,USA,,,,
19770032,1977,2.0,32,590.0,NYG,WR,3410,Johnny,Perkins,Johnny Perkins,79699,2523016,,Abilene Christian (TX),74.0,205.0,1953-04-21,24.04931506849315,http://www.nfl.com/player/JohnnyPerkins/2523016/profile,Franklin,TX,USA,,,,
19770033,1977,2.0,33,580.0,NYJ,WR,3430,Wesley,Walker,Wesley Walker,94720,2528130,,California,72.0,179.0,1955-05-26,21.953424657534246,http://www.nfl.com/player/WesleyWalker/2528130/profile,San Bernardino,CA,USA,,,,
19770034,1977,2.0,34,560.0,NO,DT,3300,Mike,Fultz,Mike Fultz,68588,2514501,,Nebraska,77.0,278.0,1954-01-28,23.276712328767122,http://www.nfl.com/player/MikeFultz/2514501/profile,Lincoln,NE,USA,,,,
19770035,1977,2.0,35,550.0,OAK,DB,2520,Mike,Davis,Mike Davis,80309,2512598,,Colorado,75.0,203.0,1956-04-15,21.063013698630137,http://www.nfl.com/player/MikeDavis/2512598/profile,Los Angeles,CA,USA,,,,
19770036,1977,2.0,36,540.0,ATL,OG,200,R.C.,Thielemann,R.C. Thielemann,72701,2527203,,Arkansas,76.0,255.0,1955-08-12,21.73972602739726,http://www.nfl.com/player/R.C.Thielemann/2527203/profile,Houston,TX,USA,,,,
19770037,1977,2.0,37,530.0,KC,RB,2310,Tony,Reed,Tony Reed,80309,2523852,,Colorado,71.0,197.0,1955-03-30,22.10958904109589,http://www.nfl.com/player/TonyReed/2523852/profile,San Francisco,CA,USA,,,,
19770038,1977,2.0,38,520.0,HO,OG,2100,George,Reihner,George Reihner,16802,2523935,,Penn State,76.0,263.0,1955-04-27,22.03287671232877,http://www.nfl.com/player/GeorgeReihner/2523935/profile,Pittsburgh,PA,USA,,,,
19770039,1977,2.0,39,510.0,GB,OT,1800,Greg,Koch,Greg Koch,72701,2518671,,Arkansas,76.0,270.0,1955-06-14,21.9013698630137,http://www.nfl.com/player/GregKoch/2518671/profile,Bethesda,MD,USA,,,,
19770040,1977,2.0,40,500.0,MIA,NT,2700,Bob,Baumhower,Bob Baumhower,35487,2509195,,Alabama,77.0,261.0,1955-08-04,21.76164383561644,http://www.nfl.com/player/BobBaumhower/2509195/profile,Portsmouth,VA,USA,,,,
19770041,1977,2.0,41,490.0,SEA,LB,4600,Terry,Beeson,Terry Beeson,66045,2509306,,Kansas,75.0,240.0,1955-09-19,21.635616438356163,http://www.nfl.com/player/TerryBeeson/2509306/profile,Coffeyville,KS,USA,,,,
19770042,1977,2.0,42,480.0,DET,DB,1540,Walt,Williams,Walt Williams,88003,2529044,,New Mexico State,73.0,185.0,1954-07-10,22.83013698630137,http://www.nfl.com/player/WaltWilliams/2529044/profile,Bedford Hills,NY,USA,,,,
19770043,1977,2.0,43,470.0,CHI,DB,810,Mike,Spivey,Mike Spivey,80309,2526302,,Colorado,72.0,197.0,1954-03-10,23.164383561643834,http://www.nfl.com/player/MikeSpivey/2526302/profile,Houston,TX,USA,,,,
19770044,1977,2.0,44,460.0,NE,RB,3200,Horace,Ivory,Horace Ivory,73019,2517212,,Oklahoma,72.0,197.0,1954-08-08,22.75068493150685,http://www.nfl.com/player/HoraceIvory/2517212/profile,Fort Worth,TX,USA,,,,
19770045,1977,2.0,45,450.0,DEN,RB,1400,Rob,Lytle,Rob Lytle,48109,2519879,,Michigan,73.0,198.0,1954-11-12,22.487671232876714,http://www.nfl.com/player/RobLytle/2519879/profile,Fremont,OH,USA,,,,
19770046,1977,2.0,46,440.0,CLV,P,1050,Tom,Skladany,Tom Skladany,43210,2525787,,Ohio State,72.0,192.0,1955-06-29,21.86027397260274,http://www.nfl.com/player/TomSkladany/2525787/profile,Bethel Park,PA,USA,,,,
19770047,1977,2.0,47,430.0,SL,RB,2510,George,Franklin,George Franklin,78363,2514364,,Texas A&M-Kingsville,75.0,225.0,1954-07-05,22.843835616438355,http://www.nfl.com/player/GeorgeFranklin/2514364/profile,Seguin,TX,USA,,,,
19770048,1977,2.0,48,420.0,PIT,RB,3900,Sidney,Thornton,Sidney Thornton,71497,2527391,,Northwestern State (LA),71.0,230.0,1954-09-02,22.682191780821917,http://www.nfl.com/player/SidneyThornton/2527391/profile,New Orleans,LA,USA,,,,
19770049,1977,2.0,49,410.0,CIN,RB,920,Pete,Johnson,Pete Johnson,43210,2517735,,Ohio State,72.0,252.0,1954-03-02,23.186301369863013,http://www.nfl.com/player/PeteJohnson/2517735/profile,Fort Valley,GA,USA,,,,
19770050,1977,2.0,50,400.0,LA,WR,2510,Billy,Waddy,Billy Waddy,80309,2528031,,Colorado,71.0,187.0,1954-02-19,23.216438356164385,http://www.nfl.com/player/BillyWaddy/2528031/profile,Wharton,TX,USA,,,,
19770051,1977,2.0,51,390.0,SEA,LB,4600,Pete,Cronan,Pete Cronan,2459,2512213,,Boston,74.0,238.0,1955-01-13,22.317808219178083,http://www.nfl.com/player/PeteCronan/2512213/profile,Bourne,MA,USA,,,,
19770052,1977,2.0,52,380.0,NE,TE,3200,Don,Hasselbeck,Don Hasselbeck,80309,2516078,,Colorado,79.0,245.0,1955-04-01,22.104109589041094,http://www.nfl.com/player/DonHasselbeck/2516078/profile,Cincinnati,OH,USA,,,,
19770053,1977,2.0,53,370.0,BLT,DE,325,Mike,Ozdowski,Mike Ozdowski,22904,2522637,,Virginia,77.0,243.0,1955-09-24,21.621917808219177,http://www.nfl.com/player/MikeOzdowski/2522637/profile,Cleveland,OH,USA,,,,
19770054,1977,2.0,54,360.0,DAL,QB,1200,Glenn,Carano,Glenn Carano,89154,2511047,,Nevada-Las Vegas,75.0,201.0,1955-11-18,21.471232876712328,http://www.nfl.com/player/GlennCarano/2511047/profile,San Pedro,CA,USA,,,,
19770055,1977,2.0,55,350.0,MIN,C,3000,Dennis,Swilley,Dennis Swilley,77843,2526930,,Texas A&M,75.0,253.0,1955-06-28,21.863013698630137,http://www.nfl.com/player/DennisSwilley/2526930/profile,Bossier City,LA,USA,,,,
19770056,1977,3.0,56,340.0,TB,RB,4900,Ted,McKnight,Ted McKnight,55812,2520845,,Duluth (MN),73.0,209.0,1954-02-26,23.197260273972603,http://www.nfl.com/player/TedMcKnight/2520845/profile,Duluth,MN,USA,,,,
19770057,1977,2.0,57,330.0,OAK,OG,2520,Charley,Hannah,Charley Hannah,35487,2515749,,Alabama,77.0,260.0,1955-07-26,21.786301369863015,http://www.nfl.com/player/CharleyHannah/2515749/profile,Albertville,AL,USA,,,,
19770058,1977,3.0,58,320.0,SEA,DE,4600,Dennis,Boyd,Dennis Boyd,97331,2509966,,Oregon State,78.0,255.0,1955-11-05,21.506849315068493,http://www.nfl.com/player/DennisBoyd/2509966/profile,Washington,DC,USA,,,,
19770059,1977,3.0,59,310.0,BUF,RB,610,Curtis,Brown,Curtis Brown,65211,2510340,,Missouri,70.0,203.0,1954-12-07,22.41917808219178,http://www.nfl.com/player/CurtisBrown/2510340/profile,St. Louis,MO,USA,,,,
19770060,1977,3.0,60,300.0,PIT,DE,3900,Tom,Beasley,Tom Beasley,24061,2509246,,Virginia Tech,77.0,253.0,1954-08-11,22.742465753424657,http://www.nfl.com/player/TomBeasley/2509246/profile,Bluefield,WV,USA,,,,
19770061,1977,3.0,61,292.0,CHI,TE,810,Robin,Earl,Robin Earl,98195,2513401,,Washington,77.0,242.0,1955-03-18,22.14246575342466,http://www.nfl.com/player/RobinEarl/2513401/profile,Boise,ID,USA,,,,
19770062,1977,3.0,62,284.0,DAL,WR,1200,Tony,Hill,Tony Hill,94305,2516532,,Stanford,74.0,199.0,1956-06-23,20.873972602739727,http://www.nfl.com/player/TonyHill/2516532/profile,San Diego,CA,USA,,,,
19770063,1977,3.0,63,276.0,ATL,DE,200,Edgar,Fields,Edgar Fields,77843,2514000,,Texas A&M,74.0,255.0,1954-03-10,23.164383561643834,http://www.nfl.com/player/EdgarFields/2514000/profile,Austin,TX,USA,,,,
19770064,1977,3.0,64,270.0,NO,LB,3300,Robert,Watts,Robert Watts,2459,2528385,,Boston,75.0,218.0,1954-06-16,22.895890410958906,http://www.nfl.com/player/RobertWatts/2528385/profile,New York,NY,USA,,,,
19770065,1977,3.0,65,265.0,SF,WR,4500,Elmo,Boyd,Elmo Boyd,40475,2509967,,Eastern Kentucky,72.0,188.0,1954-06-15,22.898630136986302,http://www.nfl.com/player/ElmoBoyd/2509967/profile,Muleshoe,TX,USA,,,,
19770066,1977,3.0,66,260.0,HO,FB,2100,Tim,Wilson,Tim Wilson,20740,2529159,,Maryland,75.0,226.0,1954-01-14,23.315068493150687,http://www.nfl.com/player/TimWilson/2529159/profile,New Castle,DE,USA,,,,
19770067,1977,3.0,67,255.0,KC,LB,2310,Tom,Howard,Tom Howard,79415,2516876,,Texas Tech,74.0,213.0,1954-08-18,22.723287671232878,http://www.nfl.com/player/TomHoward/2516876/profile,Lubbock,TX,USA,,,,
19770068,1977,3.0,68,250.0,LA,OG,2510,Ed,Fulton,Ed Fulton,20740,2514498,,Maryland,75.0,250.0,1955-01-27,22.279452054794522,http://www.nfl.com/player/EdFulton/2514498/profile,Abington,PA,USA,,,,
19770069,1977,3.0,69,245.0,DET,RB,1540,Rick,Kane,Rick Kane,95192,2518122,,San Jose State,71.0,200.0,1954-11-12,22.487671232876714,http://www.nfl.com/player/RickKane/2518122/profile,Lincoln,NE,USA,,,,
19770070,1977,3.0,70,240.0,HO,TE,2100,Jimmie,Giles,Jimmie Giles,39096,2514874,,Alcorn State (MS),75.0,239.0,1954-11-08,22.4986301369863,http://www.nfl.com/player/JimmieGiles/2514874/profile,Natchez,MS,USA,,,,
19770071,1977,3.0,71,235.0,MIA,OT,2700,Mike,Watson,Mike Watson,45056,2528364,,Miami (OH),78.0,272.0,1955-10-27,21.53150684931507,http://www.nfl.com/player/MikeWatson/2528364/profile,Clarksburg,WV,USA,,,,
19770072,1977,3.0,72,230.0,NYJ,DT,3430,Tank,Marshall,Tank Marshall,77843,2520192,,Texas A&M,76.0,245.0,1955-01-06,22.336986301369862,http://www.nfl.com/player/TankMarshall/2520192/profile,Dallas,TX,USA,,,,
19770073,1977,3.0,73,225.0,BUF,WR,610,John,Kimbrough,John Kimbrough,56301,2518453,,St. Cloud State (MN),70.0,165.0,1954-08-12,22.73972602739726,http://www.nfl.com/player/JohnKimbrough/2518453/profile,Mount Vernon,AL,USA,,,,
19770074,1977,3.0,74,220.0,GB,OG,1800,Rick,Scribner,Rick Scribner,83209,2525239,,Idaho State,,,1955-11-19,21.46849315068493,http://www.nfl.com/player/RickScribner/2525239/profile,Sacramento,CA,USA,,,,
19770075,1977,3.0,75,215.0,PIT,WR,3900,Jim,Smith,Jim Smith,48109,2525976,,Michigan,74.0,205.0,1955-07-20,21.802739726027397,http://www.nfl.com/player/JimSmith/2525976/profile,Harvey,IL,USA,,,,
19770076,1977,3.0,76,210.0,CIN,RB,920,Mike,Voight,Mike Voight,27599,2527999,,North Carolina,72.0,214.0,1954-02-28,23.19178082191781,http://www.nfl.com/player/MikeVoight/2527999/profile,Norfolk,VA,USA,,,,
19770077,1977,3.0,77,205.0,SD,LB,4400,Linden,King,Linden King,80523,2518510,,Colorado State,76.0,241.0,1955-06-28,21.863013698630137,http://www.nfl.com/player/LindenKing/2518510/profile,Memphis,TN,USA,,,,
19770078,1977,3.0,78,200.0,SL,LB,2510,Kurt,Allerman,Kurt Allerman,16802,2508399,,Penn State,75.0,222.0,1955-08-30,21.69041095890411,http://www.nfl.com/player/KurtAllerman/2508399/profile,Glen Ridge,NJ,USA,,,,
19770079,1977,3.0,79,195.0,LA,RB,2510,Wendell,Tyler,Wendell Tyler,90095,2527760,,UCLA,70.0,198.0,1955-05-20,21.96986301369863,http://www.nfl.com/player/WendellTyler/2527760/profile,Shreveport,LA,USA,,,,
19770080,1977,3.0,80,190.0,SL,RB,2510,Terdell,Middleton,Terdell Middleton,38152,2521138,,Memphis,72.0,198.0,1955-04-08,22.084931506849315,http://www.nfl.com/player/TerdellMiddleton/2521138/profile,Memphis,TN,USA,,,,
19770081,1977,3.0,81,185.0,DAL,OG,1200,Val,Belcher,Val Belcher,77006,2509325,,Houston,,,1954-07-06,22.84109589041096,http://www.nfl.com/player/ValBelcher/2509325/profile,Houston,TX,USA,,,,
19770082,1977,3.0,82,180.0,NE,DB,3200,Sidney,Brown,Sidney Brown,73019,2510445,,Oklahoma,72.0,186.0,1956-01-27,21.279452054794522,http://www.nfl.com/player/SidneyBrown/2510445/profile,New Orleans,LA,USA,,,,
19770083,1977,3.0,83,175.0,MIN,DB,3000,Tom,Hannon,Tom Hannon,48824,2515757,,Michigan State,,,1955-03-05,22.17808219178082,http://www.nfl.com/player/TomHannon/2515757/profile,Massillon,OH,USA,,,,
19770084,1977,3.0,84,170.0,HO,RB,2100,Rob,Carpenter,Rob Carpenter,45056,2511111,,Miami (OH),,,1955-04-20,22.052054794520547,http://www.nfl.com/player/RobCarpenter/2511111/profile,Lancaster,OH,USA,,,,
19770085,1977,4.0,85,165.0,CIN,TE,920,Rick,Walker,Rick Walker,90095,2528121,,UCLA,,,1955-05-28,21.947945205479453,http://www.nfl.com/player/RickWalker/2528121/profile,Santa Ana,CA,USA,,,,
19770086,1977,4.0,86,160.0,BUF,DE,610,Jimmy,Dean,Jimmy Dean,77843,2512683,,Texas A&M,,,1955-01-08,22.33150684931507,http://www.nfl.com/player/JimmyDean/2512683/profile,Bryan,TX,USA,,,,
19770087,1977,4.0,87,155.0,SEA,C,4600,John,Yarno,John Yarno,83844,2529498,,Idaho,,,1954-12-17,22.39178082191781,http://www.nfl.com/player/JohnYarno/2529498/profile,Spokane,WA,USA,,,,
19770088,1977,4.0,88,150.0,NYG,OT,3410,Mike,Vaughan,Mike Vaughan,73019,,,Oklahoma,,,,,,,,,,,,
19770089,1977,4.0,89,145.0,ATL,K,200,Allan,Leavitt,Allan Leavitt,30602,2519229,,Georgia,,,1955-10-22,21.545205479452054,http://www.nfl.com/player/AllanLeavitt/2519229/profile,St. Petersburg,FL,USA,,,,
19770090,1977,4.0,90,140.0,NYJ,RB,3430,Scott,Dierking,Scott Dierking,47906,2512923,,Purdue,,,1955-05-24,21.958904109589042,http://www.nfl.com/player/ScottDierking/2512923/profile,Great Lakes Naval Base,IL,USA,,,,
19770091,1977,4.0,91,136.0,LA,QB,2510,Vince,Ferragamo,Vince Ferragamo,68588,2513967,,Nebraska,,,1954-04-24,23.041095890410958,http://www.nfl.com/player/VinceFerragamo/2513967/profile,Torrance,CA,USA,,,,
19770092,1977,4.0,92,132.0,KC,RB,2310,Mark,Bailey,Mark Bailey,90840,2508848,,Cal State-Long Beach,,,1954-12-13,22.4027397260274,http://www.nfl.com/player/MarkBailey/2508848/profile,Lynwood,CA,USA,,,,
19770093,1977,4.0,93,128.0,PIT,OT,3900,Ted,Petersen,Ted Petersen,61920,,,Eastern Illlinois,,,,,,,,,,,,
19770094,1977,4.0,94,124.0,KC,TE,2310,Tony,Samuels,Tony Samuels,32114,2524836,,Bethune-Cookman (FL),,,1954-12-30,22.356164383561644,http://www.nfl.com/player/TonySamuels/2524836/profile,Tampa,FL,USA,,,,
19770095,1977,4.0,95,120.0,KC,OG,2310,Darius,Helton,Darius Helton,27707,,,North Carolina Central,,,,,,,,,,,,
19770096,1977,4.0,96,116.0,DET,WR,1540,Luther,Blue,Luther Blue,50011,2509757,,Iowa State,,,1954-10-21,22.54794520547945,http://www.nfl.com/player/LutherBlue/2509757/profile,Valdosta,GA,USA,,,,
19770097,1977,4.0,97,112.0,WAS,DE,5110,Duncan,McColl,Duncan McColl,94305,,,Stanford,,,,,,,,,,,,
19770098,1977,4.0,98,108.0,HO,WR,2100,Warren,Anderson,Warren Anderson,25112,2508535,,West Virginia State,,,1955-07-03,21.84931506849315,http://www.nfl.com/player/WarrenAnderson/2508535/profile,Williamsburg,VA,USA,,,,
19770099,1977,4.0,99,104.0,PIT,RB,3900,Laverne,Smith,Laverne Smith,66045,2526016,,Kansas,,,1954-09-12,22.654794520547945,http://www.nfl.com/player/LaverneSmith/2526016/profile,Greenwood,MS,USA,,,,
19770100,1977,4.0,100,100.0,SF,DB,4500,Stan,Black,Stan Black,39762,2509660,,Mississippi State,,,1955-11-12,21.487671232876714,http://www.nfl.com/player/StanBlack/2509660/profile,Greenville,MS,USA,,,,
19770101,1977,4.0,101,96.0,DEN,C,1400,Bill,Bryan,Bill Bryan,27708,,,Duke,,,,,,,,,,,,
19770102,1977,4.0,102,92.0,CLV,DB,1050,Oliver,Davis,Oliver Davis,37209,2512605,,Tennessee State,,,1954-08-29,22.693150684931506,http://www.nfl.com/player/OliverDavis/2512605/profile,Columbus,GA,USA,,,,
19770103,1977,4.0,103,88.0,CIN,OT,920,Mike,Wilson,Mike Wilson,30602,2529164,,Georgia,77.0,275.0,1955-05-28,21.947945205479453,http://www.nfl.com/player/MikeWilson/2529164/profile,Norfolk,VA,USA,,,,
19770104,1977,4.0,104,86.0,KC,DB,2310,Eric,Harris,Eric Harris,38152,2515930,,Memphis,,,1955-08-11,21.742465753424657,http://www.nfl.com/player/EricHarris/2515930/profile,Memphis,TN,USA,,,,
19770105,1977,4.0,105,84.0,CIN,DB,920,Jerry,Anderson,Jerry Anderson,73019,2508494,,Oklahoma,,,1953-10-27,23.53150684931507,http://www.nfl.com/player/JerryAnderson/2508494/profile,Murfreesboro,TN,USA,,,,
19770106,1977,4.0,106,82.0,PIT,OT,3900,Dan,Audick,Dan Audick,96813,2508733,,Hawaii,,,1954-11-15,22.47945205479452,http://www.nfl.com/player/DanAudick/2508733/profile,San Bernardino,CA,USA,,,,
19770107,1977,4.0,107,80.0,LA,DE,2510,Eary,Jones,Eary Jones,38152,,,Memphis,,,,,,,,,,,,
19770108,1977,4.0,108,78.0,DAL,LB,1200,Guy,Brown,Guy Brown,77006,2510370,,Houston,,,1955-06-01,21.936986301369863,http://www.nfl.com/player/GuyBrown/2510370/profile,Palestine,TX,USA,,,,
19770109,1977,4.0,109,76.0,NE,OT,3200,Gerald,Skinner,Gerald Skinner,72701,2525781,,Arkansas,,,1954-09-12,22.654794520547945,http://www.nfl.com/player/GeraldSkinner/2525781/profile,Malvern,AR,USA,,,,
19770110,1977,4.0,110,74.0,CLV,DT,1050,Mickey,Sims,Mickey Sims,29117,2525725,,South Carolina State,,,1955-03-05,22.17808219178082,http://www.nfl.com/player/MickeySims/2525725/profile,Union,SC,USA,,,,
19770111,1977,4.0,111,72.0,SEA,WR,4600,Larry,Seivers,Larry Seivers,37998,,,Tennessee,,,,,,,,,,,,
19770112,1977,4.0,112,70.0,OAK,OG,2520,Mickey,Marvin,Mickey Marvin,37998,,,Tennessee,,,,,,,,,,,,
19770113,1977,5.0,113,68.0,MIA,P,2700,Mike,Michel,Mike Michel,94305,,,Stanford,,,,,,,,,,,,
19770114,1977,5.0,114,66.0,DET,LB,1540,Ron,Crosby,Ron Crosby,16802,,,Penn State,,,,,,,,,,,,
19770115,1977,5.0,115,64.0,BUF,QB,610,Fred,Besana,Fred Besana,94720,2509532,,California,,,1954-03-09,23.167123287671235,http://www.nfl.com/player/FredBesana/2509532/profile,,,,,,,
19770116,1977,5.0,116,62.0,NYJ,WR,3430,Perry,Griggs,Perry Griggs,36082,2515410,,Troy (AL),,,1954-09-17,22.64109589041096,http://www.nfl.com/player/PerryGriggs/2515410/profile,Lafayette,AL,USA,,,,
19770117,1977,5.0,117,60.0,NYG,QB,3410,Randy,Dean,Randy Dean,60208,2512687,,Northwestern,,,1955-06-10,21.912328767123288,http://www.nfl.com/player/RandyDean/2512687/profile,Milwaukee,WI,USA,,,,
