passDefId,playId,teamId,playerId,passDefPosition,passDefNull
520092,1603,4900,19980045,CB,0
520093,1625,3800,20010064,S,0
520094,1665,200,19960063,CB,0
520095,1672,3800,20010064,S,0
520096,1698,3800,19990132,DE,0
520097,1711,3800,20010482,S,0
520098,1743,200,19970438,CB,0
520099,1746,3800,20010064,S,0
520100,1782,750,20020002,DE,0
520101,1811,750,19990038,DE,0
520102,1843,200,20040008,CB,0
520103,1851,750,20040028,CB,0
520104,1853,750,20040028,CB,0
520105,1875,200,19980085,CB,0
520106,1890,750,20040028,CB,0
520107,1902,750,20030082,CB,0
520108,1932,750,20040523,CB,0
520109,1944,200,19960063,CB,0
520110,1958,200,20040008,CB,0
520111,1978,920,20010476,S,0
520112,2002,200,20040008,CB,0
520113,2008,920,20000090,LB,0
520114,2010,920,19970058,FS,0
520115,2020,200,19960063,CB,0
520116,2021,920,19970058,FS,0
520117,2047,200,20040622,OT,0
520118,2082,920,20030638,CB,0
520119,2114,200,20040631,CB,0
520120,2119,200,20040621,CB,0
520121,2130,1540,20040037,LB,0
520122,2170,1540,19990026,CB,0
520123,2189,1540,20040140,LB,0
520124,2239,200,19990065,S,0
520125,2313,3000,20010563,S,0
520126,2411,200,19970438,CB,0
520127,2447,200,20030246,S,0
520128,2473,200,20040008,CB,0
520129,2497,200,19950181,DE,0
520130,2507,200,19980012,LB,0
520131,2509,200,19960070,DE,0
520132,2533,200,19980085,CB,0
520133,2557,200,19950181,DE,0
520134,2569,3300,20020025,DE,0
520135,2617,200,20040008,CB,0
520136,2620,2520,20030083,LB,0
520137,2627,200,19990153,DT,0
520138,2665,200,20010102,LB,0
520139,2695,200,19950181,DE,0
520140,2782,200,19990030,DE,0
520141,2785,4400,20040133,DE,0
520142,2843,4400,19980075,LB,0
520143,2846,4400,19980495,DT,0
520144,2847,4400,20030046,CB,0
520145,2913,200,19960063,CB,0
520146,3019,200,19970438,CB,0
520147,3050,200,19960063,CB,0
520148,3065,200,19990030,DE,0
520149,3089,2510,19990025,CB,0
520150,3091,2510,20010042,LB,0
520151,3179,200,20000048,CB,0
520152,3230,4900,19970066,CB,0
520153,3252,200,20030055,S,0
520154,3307,4900,19970066,CB,0
520155,3351,4900,20010084,S,0
520156,3368,200,19980085,CB,0
520157,3432,200,20040008,CB,0
520158,3437,200,20040008,CB,0
520159,3454,325,19980097,CB,0
520160,3462,325,20040586,CB,0
520161,3464,325,20010152,CB,0
520162,3520,200,20000403,LB,0
520163,3571,325,20020536,S,0
520164,3573,325,20020209,S,0
520165,3594,325,19960026,LB,0
520166,3607,325,20010062,CB,0
520167,3614,610,20030111,CB,0
520168,3615,610,20010021,CB,0
520169,3623,325,20010062,CB,0
520170,3641,610,20030111,CB,0
520171,3661,325,19990010,DB,0
520172,3662,325,19890005,CB,0
520173,3675,325,20020209,S,0
520174,3678,610,19980417,LB,0
520175,3681,325,20020024,S,0
520176,3690,325,20010062,CB,0
520177,3693,325,20020536,S,0
520178,3727,920,19980017,LB,0
520179,3738,920,20040056,FS,0
520180,3752,920,20010476,S,0
520181,3799,920,20040056,FS,0
520182,3802,325,20020024,S,0
520183,3840,920,19970058,FS,0
520184,3866,1050,19970017,DL,0
520185,3871,325,20020209,S,0
520186,3884,325,19990430,DT,0
520187,3903,325,20010062,CB,0
520188,3917,1050,19970017,DL,0
520189,3923,325,19990010,DB,0
520190,3974,325,20020536,S,0
520191,3994,325,19990430,DT,0
520192,4013,325,19960026,LB,0
520193,4044,325,20010062,CB,0
520194,4079,1200,20040586,CB,0
520195,4085,325,20010062,CB,0
520196,4086,325,20020024,S,0
520197,4090,325,20020536,S,0
520198,4091,325,20020024,S,0
520199,4107,1200,19980008,DE,0
520200,4113,325,20020024,S,0
520201,4117,1200,19980008,DE,0
520202,4135,325,20010152,CB,0
520203,4137,1200,20040586,CB,0
520204,4146,325,20020209,S,0
520205,4186,325,20010062,CB,0
520206,4246,325,20010062,CB,0
520207,4248,325,20010152,CB,0
520208,4253,1540,19990026,CB,0
520209,4274,325,20020539,DT,0
520210,4284,1540,20030137,S,0
520211,4311,325,20030182,S,0
520212,4327,325,20020195,DB,0
520213,4338,2310,19980216,CB,0
520214,4356,2310,19980019,DE,0
520215,4367,325,20020024,S,0
520216,4377,325,20020024,S,0
520217,4402,2310,19980475,DE,0
520218,4489,2310,20000085,S,0
520219,4507,325,20010062,CB,0
520220,4511,2700,20000152,S,0
520221,4516,2700,19930185,DT,0
520222,4521,325,20020536,S,0
520223,4526,325,20010062,CB,0
520224,4536,2700,19970459,DE,0
520225,4547,2700,19970073,DE,0
520226,4560,325,20030109,DE,0
520227,4567,2700,19970459,DE,0
520228,4580,325,20020024,S,0
520229,4587,2700,20000442,CB,0
520230,4590,325,20020024,S,0
520231,4630,325,20020052,DE,0
520232,4641,2700,19970044,CB,0
520233,4642,2700,19940407,DE,0
520234,4651,325,19990010,DB,0
520235,4668,3410,20000458,LB,0
520236,4675,325,19990173,DT,0
520237,4679,325,20020052,DE,0
520238,4686,325,20010062,CB,0
520239,4691,3410,20020152,LB,0
520240,4701,3410,19940424,S,0
520241,4713,325,19960026,LB,0
520242,4732,3410,20010078,CB,0
520243,4743,3410,20030056,DE,0
520244,4753,325,20020024,S,0
520245,4760,3410,19940424,S,0
520246,4772,3410,20030056,DE,0
520247,4785,3410,20010022,CB,0
520248,4813,3410,20010022,CB,0
520249,4818,3410,20000055,DT,0
520250,4892,325,20000186,DE,0
520251,4896,325,20000186,DE,0
520252,4947,325,20000186,DE,0
520253,4961,3900,20040038,CB,0
520254,4999,325,19990010,DB,0
520255,5003,325,19990010,DB,0
520256,5054,610,19960036,S,0
520257,5075,3800,20000091,CB,0
520258,5104,610,19960036,S,0
520259,5137,610,20040663,CB,0
520260,5150,3800,20010202,CB,0
520261,5166,610,20040663,CB,0
520262,5179,1050,19970433,DB,0
520263,5193,1050,20010097,DB,0
520264,5201,610,19920007,CB,0
520265,5204,1050,20000095,DB,0
520266,5206,610,20030111,CB,0
520267,5263,1050,19970433,DB,0
520268,5282,1050,20010459,DB,0
520269,5289,610,19980013,LB,0
520270,5310,1050,20000095,DB,0
520271,5338,610,20030111,CB,0
520272,5342,1400,20010024,CB,0
520273,5354,610,20020061,DE,0
520274,5361,1400,19950020,DT,0
520275,5372,610,19960036,S,1
520276,5385,1400,20040699,CB,0
520277,5399,610,20020176,CB,0
520278,5403,610,20020176,CB,0
520279,5426,1400,20010024,CB,0
520280,5470,610,20040660,DB,0
520281,5480,610,20030557,CB,0
520282,5486,610,20040660,DB,0
520283,5509,2250,20000057,S,0
520284,5515,610,20010021,CB,0
520285,5541,2250,20020089,LB,0
520286,5550,2250,20030039,CB,0
520287,5577,2250,20040039,LB,0
520288,5601,2250,19980025,S,0
520289,5609,610,19980188,S,0
520290,5615,610,19980013,LB,0
520291,5639,610,19940008,DT,0
520292,5666,610,19980013,LB,0
520293,5698,2700,19990025,S,0
520294,5701,2700,19960154,LB,0
520295,5710,610,20010021,CB,0
520296,5718,610,19980013,LB,0
520297,5720,610,19980013,LB,0
520298,5747,610,20030048,DE,0
520299,5748,610,19980417,LB,0
520300,5797,610,19920007,CB,0
520301,5828,610,20010021,CB,0
520302,5853,3200,19950022,CB,0
520303,5868,610,20030111,CB,0
520304,5895,610,20010021,CB,0
520305,5896,610,20030111,CB,0
520306,5930,610,20020176,CB,0
520307,5934,3200,19970091,LB,0
520308,5953,3200,19940004,LB,0
520309,6026,3430,20000102,CB,0
520310,6043,3430,20040012,LB,0
520311,6074,610,19960036,S,0
520312,6124,610,20030111,CB,0
520313,6129,3900,19930162,CB,0
520314,6141,610,19980013,LB,0
520315,6149,3900,20020128,LB,0
520316,6165,610,20010021,CB,0
520317,6168,3900,20020094,S,0
520318,6169,3900,20030721,S,0
520319,6200,3900,19970024,CB,0
520320,6206,3900,19970024,CB,0
520321,6213,3900,19970024,CB,0
520322,6216,610,19940008,DT,0
520323,6217,610,20010021,CB,0
520324,6220,610,20020061,DE,0
520325,6312,2510,20020064,CB,0
520326,6324,2510,19980065,DE,0
520327,6355,2510,20010145,CB,0
520328,6361,2510,20030172,CB,0
520329,6392,610,19980013,LB,0
520330,6401,610,20010021,CB,0
520331,6416,610,19980013,LB,0
520332,6421,610,20010076,DT,0
520333,6430,610,19980013,LB,0
520334,6442,610,20040663,CB,1
520335,6444,610,20030111,CB,0
520336,6451,610,20030111,CB,0
520337,6486,610,19980013,LB,0
520338,6510,2100,20000030,LB,0
520339,6522,610,20020176,CB,0
520340,6548,610,20030111,CB,0
520341,6549,610,20030111,CB,0
520342,6567,610,20040663,CB,0
520343,6578,610,20020176,CB,0
520344,6623,750,19980043,CB,0
520345,6626,3800,20010202,CB,0
520346,6652,750,20020002,DE,0
520347,6653,750,19980043,CB,0
520348,6655,750,20040028,CB,0
520349,6657,750,20040028,CB,0
520350,6666,3800,20010064,S,0
520351,6673,750,20030119,S,0
520352,6685,750,20040523,CB,0
520353,6686,750,20040523,CB,0
520354,6712,3800,19970057,LB,0
520355,6713,3800,20010202,CB,0
520356,6730,3800,20010202,CB,0
520357,6736,750,20030145,DT,0
520358,6751,750,20030119,S,0
520359,6756,750,19970056,S,0
520360,6769,750,19940050,DT,0
520361,6778,750,20040028,CB,0
520362,6877,200,19990065,S,0
520363,6896,200,20030055,S,0
520364,6906,750,20010011,LB,0
520365,6917,750,19990038,DE,0
520366,6921,200,19980157,LB,0
520367,6922,200,19970438,CB,0
520368,6948,200,19980085,CB,0
520369,6949,200,20000048,CB,0
520370,6951,200,20000048,CB,0
520371,6968,750,20030082,CB,0
520372,6974,1800,20040025,CB,0
520373,6994,1800,20040025,CB,0
520374,7004,1800,20000195,CB/S,0
520375,7029,1800,20000195,CB/S,0
520376,7043,750,19990038,DE,0
520377,7057,1800,20030029,LB,0
520378,7112,1800,20010071,S/CB,0
520379,7116,1800,20010071,S/CB,0
520380,7139,750,20040028,CB,0
520381,7146,3200,19910061,DT,0
520382,7162,3200,20030036,DB,0
520383,7166,3200,19940145,S,0
520384,7202,3200,19960086,LB,0
520385,7207,3200,19920005,CB,0
520386,7209,3200,20030120,CB,0
520387,7214,750,20030082,CB,0
520388,7218,750,19980043,CB,0
520389,7220,750,20010011,LB,0
520390,7227,3200,20030120,CB,0
520391,7260,3200,20040502,CB,0
520392,7277,750,20000105,LB,0
520393,7323,3300,19990421,CB,0
520394,7387,3300,19990087,CB,0
520395,7419,3300,20000033,DE,0
520396,7432,750,20020002,DE,0
520397,7444,750,19940050,DT,0
520398,7450,3300,19980022,FS,0
520399,7502,3410,19980024,S,0
520400,7512,750,20040028,CB,0
520401,7556,750,20020597,DE,0
520402,7589,3410,20020418,S,0
520403,7598,750,19980502,FS,0
520404,7606,750,20040516,DT,0
520405,7613,750,20010143,S,0
520406,7615,750,20030520,LB,0
520407,7617,750,20030520,LB,0
520408,7618,750,20000077,CB,0
520409,7624,750,20020597,DE,0
520410,7649,750,20020073,LB,0
520411,7664,750,19970056,S,0
520412,7668,750,19970056,S,0
520413,7693,750,20020073,LB,0
520414,7709,2520,20010143,S,0
520415,7721,2520,20020017,CB,0
520416,7740,750,20020073,LB,0
520417,7746,2520,19930055,DT,0
520418,7747,2520,19980191,S,0
520419,7752,750,19970056,S,0
520420,7784,2520,20020017,CB,0
520421,7838,750,20040028,CB,0
520422,7846,4400,20020005,CB,0
520423,7847,4400,20030030,CB,0
520424,7857,750,19970056,S,0
520425,7866,4400,20040035,DT,0
520426,7874,750,20020073,LB,0
520427,7886,4400,20030062,S,0
520428,7890,750,19990038,DE,0
520429,7901,4400,20020005,CB,0
520430,7916,4400,20030062,S,0
520431,7922,750,20030119,S,0
520432,7925,4400,19960098,LB,0
520433,7927,4400,19980075,LB,0
520434,7929,4400,20030030,CB,0
520435,7937,750,19970056,S,0
520436,7949,4400,20010026,CB,0
520437,7960,4400,20030062,S,0
520438,7964,4400,20030563,LB,0
520439,7976,750,20030082,CB,0
520440,7981,2510,20030172,CB,0
520441,7987,750,20030082,CB,0
520442,8012,750,20020002,DE,0
520443,8025,2510,19990025,CB,0
520444,8041,750,20020073,LB,0
520445,8051,750,20040028,CB,0
520446,8074,2510,20020064,CB,0
520447,8080,750,20030119,S,0
520448,8081,750,20030082,CB,0
520449,8102,750,20010011,LB,0
520450,8106,2510,20010145,CB,0
520451,8111,750,19940050,DT,0
520452,8131,4900,19970066,CB,0
520453,8138,750,19950013,LB,0
520454,8142,4900,20030064,DE,0
520455,8174,4900,19980045,CB,0
520456,8200,750,20040028,CB,0
520457,8205,4900,20010084,S,0
520458,8209,750,20030119,S,0
520459,8210,750,20020002,DE,0
520460,8270,750,20020073,LB,0
520461,8296,810,20000009,LB,0
520462,8300,1540,19990041,CB,0
520463,8313,1540,20020068,CB,0
520464,8346,810,20000254,S,0
520465,8362,810,20000039,S,0
520466,8364,810,20000254,S,0
520467,8382,1540,19990026,CB,0
520468,8426,1540,19960126,LB,0
520469,8439,1540,19940127,DB,0
520470,8474,810,20040014,DT,0
520471,8475,810,20030035,CB,0
520472,8479,1800,20000195,CB/S,0
520473,8487,1800,19970060,S,0
520474,8518,810,20040014,DT,0
520475,8523,810,19980028,CB,0
520476,8555,810,20030068,LB,0
520477,8556,810,20040110,CB,0
520478,8566,1800,19990094,DT,0
520479,8604,2120,19940012,CB,0
520480,8630,2120,19980051,LB,0
520481,8661,810,19980028,CB,0
520482,8662,810,20020104,DE,0
520483,8668,2120,20040010,CB,0
520484,8687,2120,19980051,LB,0
520485,8695,2120,19970034,LB,0
520486,8696,2120,19940012,CB,0
520487,8700,810,19990147,CB,0
520488,8717,810,20000254,S,0
520489,8726,2120,19940012,CB,0
520490,8731,810,19990147,CB,0
520491,8735,810,20020104,DE,0
520492,8760,2120,19940012,CB,0
520493,8778,810,20030100,S,0
520494,8789,810,20030068,LB,0
520495,8797,2200,20040044,DB,0
520496,8806,810,19990147,CB,0
520497,8840,2200,20020074,DB,0
520498,8847,810,20040110,CB,0
520499,8862,810,20040110,CB,0
520500,8873,2200,20040125,DB,0
520501,8897,2200,20030058,DB,0
520502,8940,810,19990147,CB,0
520503,8941,3000,20030040,LB,0
520504,8986,810,20000009,LB,0
520505,8993,810,20000009,LB,0
520506,9007,3000,20020075,CB,0
520507,9049,3000,19950034,S,0
520508,9080,810,19990147,CB,0
520509,9114,810,19980028,CB,0
520510,9120,810,19970459,DT,0
520511,9134,3300,19980022,FS,0
520512,9137,810,20030191,LB,0
520513,9147,810,20040014,DT,0
520514,9162,810,20030035,CB,0
520515,9163,810,20030100,S,0
520516,9185,810,20000254,S,0
520517,9288,810,20000254,S,0
520518,9313,3700,19980142,LB,0
520519,9327,3700,20000071,DT,0
520520,9345,3700,19980142,LB,0
520521,9346,3700,20020026,CB,0
520522,9360,810,20030166,LB,0
520523,9376,810,20030166,LB,0
520524,9393,810,20030068,LB,0
520525,9420,810,20000254,S,0
520526,9437,810,20000039,S,0
520527,9458,810,20030068,LB,0
520528,9471,4500,20010196,CB,0
520529,9477,810,19980028,CB,0
520530,9504,810,20030035,CB,0
520531,9525,4500,19950419,DE,0
520532,9586,810,20040147,DE,0
520533,9593,810,20040110,CB,0
520534,9609,810,20040110,CB,0
520535,9618,810,20020104,DE,0
520536,9626,810,19980028,CB,0
520537,9629,4500,20010196,CB,0
520538,9646,4500,20000429,S,0
520539,9661,810,20030014,DE,0
520540,9686,810,20000009,LB,0
520541,9700,4500,20030663,CB,0
520542,9723,810,20020104,DE,0
520543,9735,810,20030068,LB,0
520544,9742,4500,20020653,S,0
520545,9769,810,20040110,CB,0
520546,9772,810,20020104,DE,0
520547,9776,810,20030014,DE,0
520548,9778,810,19980028,CB,0
520549,9795,810,20020104,DE,0
520550,9843,5110,20000059,LB,0
520551,9849,810,20020104,DE,0
520552,9855,810,20030068,LB,0
520553,9856,810,19980028,CB,0
520554,9859,5110,20000042,DT,0
520555,9877,5110,20040005,S,0
520556,9934,5110,19970463,DT,0
520557,9946,5110,20040005,S,0
520558,9949,325,20010062,CB,0
520559,9969,325,20020024,S,0
520560,9971,920,20010004,DE,0
520561,10016,325,20020024,S,0
520562,10035,325,20010152,CB,0
520563,10054,325,20010062,CB,0
520564,10061,920,20000015,CB,0
520565,10074,325,20020024,S,0
520566,10085,325,20020052,DE,0
520567,10095,325,19960026,LB,0
520568,10100,325,20020209,S,0
520569,10108,325,19990010,DB,0
520570,10118,325,20020209,S,0
520571,10156,610,20020061,DE,0
520572,10157,610,20030111,CB,0
520573,10173,610,19980013,LB,0
520574,10181,610,19920007,CB,0
520575,10204,610,20030048,DE,0
520576,10236,920,20040049,CB,0
520577,10265,920,20040096,LB,0
520578,10274,610,19960036,S,0
520579,10275,610,20010021,CB,0
520580,10289,1050,20010097,DB,0
520581,10321,1050,20020141,LB,0
520582,10322,920,20000043,S,0
520583,10366,920,19960044,CB,0
520584,10426,1050,19990035,LB,0
520585,10451,920,20000015,CB,0
520586,10474,1200,20040586,CB,0
520587,10481,1200,20030005,CB,0
520588,10506,1200,20030005,CB,0
520589,10510,920,19960044,CB,0
520590,10513,1200,20010056,S,0
520591,10535,920,20010476,S,0
520592,10537,920,20040117,DE,0
520593,10553,1200,19980008,DE,0
520594,10576,920,20000015,CB,0
520595,10595,920,20040056,FS,0
520596,10656,920,20010476,S,0
520597,10658,920,19990052,DT,0
520598,10666,1400,19990007,CB,0
520599,10673,920,20000015,CB,0
520600,10689,1400,20000045,S,0
520601,10698,1400,20010024,CB,0
520602,10703,920,20040096,LB,0
520603,10704,920,19990052,DT,0
520604,10717,920,20010476,S,0
520605,10725,1400,20040017,LB,0
520606,10732,920,20000015,CB,0
520607,10756,920,19960044,CB,0
520608,10781,920,19970058,FS,0
520609,10805,2200,20030198,LB,0
520610,10829,2200,20040125,DB,0
520611,10847,2200,20000028,LB,0
520612,10875,2200,20040125,DB,0
520613,10896,920,20030638,CB,0
520614,10923,920,20040435,LB,0
520615,10933,920,20030638,CB,0
520616,10939,920,20040049,CB,0
520617,10956,920,20010476,S,0
520618,10964,2700,19960154,LB,0
520619,10970,920,19960002,LB,0
520620,10979,920,20000015,CB,0
520621,11000,2700,19990025,S,0
520622,11003,920,20010476,S,0
520623,11004,920,19960044,CB,0
520624,11027,920,19980017,LB,0
520625,11034,2700,19990025,S,0
520626,11040,920,20000015,CB,0
520627,11051,920,20000090,LB,0
520628,11083,920,20040056,FS,0
520629,11089,920,20000090,LB,0
520630,11182,920,20040056,FS,0
520631,11190,3200,19920005,CB,0
520632,11193,920,20000043,S,0
520633,11197,3200,20040113,S,0
520634,11207,920,20020234,DT,0
520635,11214,920,20030638,CB,0
520636,11226,3200,19960086,LB,0
520637,11243,920,20000899,CB,0
520638,11262,920,20040183,CB,0
520639,11277,920,20040049,CB,0
520640,11280,920,20040080,LB,0
520641,11281,920,20040080,LB,0
520642,11297,920,19980017,LB,0
520643,11298,920,20040056,FS,0
520644,11311,920,20040056,FS,0
520645,11322,920,19960044,CB,0
520646,11336,3410,20000458,LB,0
520647,11343,920,20040049,CB,0
520648,11355,3410,20010078,CB,0
520649,11357,3410,20030207,CB,0
520650,11422,920,20010476,S,0
520651,11427,3410,19960242,LB,0
520652,11433,920,19990052,DT,0
520653,11443,920,20040117,DE,0
520654,11447,3900,19970008,LB,0
520655,11498,3900,19970008,LB,0
520656,11524,920,19960044,CB,0
520657,11538,3900,19990073,OLB,0
520658,11573,920,20030638,CB,0
520659,11711,1050,20010097,DB,0
520660,11734,1050,20030084,DB,0
520661,11737,1050,20020141,LB,0
520662,11748,1050,19990062,DB,0
520663,11765,810,20030732,S,0
520664,11769,1050,19970433,DB,0
520665,11770,1050,19990062,DB,0
520666,11790,1050,20030614,DB,0
520667,11824,810,20030608,DT,0
520668,11854,810,20040215,CB,0
520669,11885,1050,20040161,DL,0
520670,11925,1050,20010097,DB,0
520671,11934,920,19960044,CB,0
520672,11962,1050,20030052,LB,0
520673,11969,920,19960044,CB,0
520674,11993,920,19970058,FS,0
520675,12017,1050,20010097,DB,0
520676,12042,1050,20010097,DB,0
520677,12059,1050,20020141,LB,0
520678,12075,1050,19990062,DB,0
520679,12087,1050,19990062,DB,0
520680,12144,1050,20010165,DB,0
520681,12145,1050,19990020,DL,0
520682,12162,1540,20010425,LB,0
520683,12176,1050,20030152,DB,0
520684,12186,1540,20010425,LB,0
520685,12214,1050,20030179,DB,0
520686,12232,1050,20040161,DL,0
520687,12245,3200,20040502,CB,0
520688,12257,1050,20030084,DB,0
520689,12267,3200,19940145,S,0
520690,12273,1050,20000120,DL,0
520691,12313,1050,20000095,DB,0
520692,12333,1050,20000095,DB,0
520693,12334,3200,19960086,LB,0
520694,12360,1050,20000095,DB,0
520695,12401,3200,19930198,WR,0
520696,12416,1050,20030052,LB,0
520697,12420,3430,19920005,CB,0
520698,12424,1050,19930430,DB,0
520699,12435,3430,19960071,CB,0
520700,12489,1050,20030084,DB,0
520701,12501,3430,20000012,DE,0
520702,12519,1050,20030052,LB,0
520703,12524,1050,19970433,DB,0
520704,12526,3430,20040143,S,0
520705,12597,3700,20020026,CB,0
520706,12618,1050,19990062,DB,0
520707,12630,1050,20020141,LB,0
520708,12655,3700,19980219,LB,0
520709,12666,3700,20020059,CB,0
520710,12678,1050,20020141,LB,0
520711,12713,3700,19980072,LB,0
520712,12736,1050,20010097,DB,0
520713,12742,1050,20010097,DB,0
520714,12756,1050,19990062,DB,0
520715,12765,1050,19990062,DB,0
520716,12794,1050,19990062,DB,0
520717,12797,3900,19940162,DL,0
520718,12804,1050,19990106,LB,0
520719,12821,3900,20030016,S,0
520720,12847,3900,19970008,LB,0
520721,12881,3900,20030125,CB,0
520722,12896,3900,20030016,S,0
520723,12914,4400,19960098,LB,0
520724,12937,4400,20030562,DT,0
520725,12965,4400,20020005,CB,0
520726,13018,4400,19980075,LB,0
520727,13023,4400,20030046,CB,0
520728,13067,1050,20010097,DB,0
520729,13177,1050,19970017,DL,0
520730,13209,1200,19970065,LB,0
520731,13218,810,20000253,DT,0
520732,13251,810,19980028,CB,0
520733,13252,810,19980028,CB,0
520734,13260,1200,20030005,CB,0
520735,13276,1200,19970065,LB,0
520736,13293,810,19980028,CB,0
520737,13324,1200,20030005,CB,0
520738,13353,1200,19990085,LB,0
520739,13376,1050,20020141,LB,0
520740,13419,1050,19990062,DB,0
520741,13421,1050,19960200,DL,0
520742,13429,1200,19990085,LB,0
520743,13439,1050,19970433,DB,0
520744,13451,1200,19990085,LB,0
520745,13467,1050,20010097,DB,0
520746,13471,1200,20040223,CB,0
520747,13479,1050,19990062,DB,0
520748,13483,1200,20020168,CB,0
520749,13488,1050,19930430,DB,0
520750,13493,1200,20030005,CB,0
520751,13502,1200,20040205,CB,0
520752,13503,1200,20020008,S,0
520753,13514,1200,19960001,WR,0
520754,13563,1540,19990041,CB,0
520755,13587,1540,19930196,S,0
520756,13601,1200,20030005,CB,0
520757,13603,1200,20030005,CB,0
520758,13611,1540,19990041,CB,0
520759,13616,1200,19980008,DE,0
520760,13635,1200,20020008,S,0
520761,13661,1200,20040586,CB,0
520762,13678,1200,19970128,LB,0
520763,13700,2310,19960028,S,0
520764,13720,2310,20020143,LB,0
520765,13764,1200,19970065,LB,0
520766,13782,2310,20020567,CB,0
520767,13811,1200,20030680,LB,0
520768,13816,1200,20000113,DT,0
520769,13840,1200,20030005,CB,0
520770,13864,1200,20040586,CB,0
520771,13873,1200,20040586,CB,0
520772,13886,3300,19990087,CB,0
520773,13902,1200,19980163,DE,0
520774,13919,1200,20020008,S,0
520775,13945,3300,20020025,DE,0
520776,14011,1200,19980008,DE,0
520777,14013,3410,20010022,CB,0
520778,14021,1200,20010056,S,0
520779,14042,3410,20010022,CB,0
520780,14054,1200,20020008,S,0
520781,14082,1200,19970065,LB,0
520782,14122,1200,19980008,DE,0
520783,14145,1200,19970128,LB,0
520784,14157,3410,20010078,CB,0
520785,14216,3700,19990016,DE,0
520786,14217,3700,20020059,CB,0
520787,14256,1200,20020008,S,0
520788,14259,1200,20020008,S,0
520789,14294,3700,20030529,CB,0
520790,14298,1200,19980008,DE,0
520791,14310,3700,20020026,CB,0
520792,14398,3900,20030016,S,0
520793,14420,3900,20030721,S,0
520794,14472,3900,20030016,S,0
520795,14476,3900,20030721,S,0
520796,14490,2100,20020077,LB,0
520797,14516,2100,20030028,CB,0
520798,14519,2100,20020077,LB,0
520799,14525,2100,20000030,LB,0
520800,14575,2100,20030028,CB,0
520801,14583,1200,20000113,DT,0
520802,14615,1200,19990117,CB,0
520803,14627,1200,20010526,S,0
520804,14649,1200,20010526,S,0
520805,14655,1200,20030005,CB,0
