sackId,playId,teamId,playerId,sackPosition,sackType,sackYards,sackEnd,sackNull
500098,2956,200,19970198,DT,1.0,-8,in bounds,0
500099,2980,200,20030055,S,1.0,-10,in bounds,0
500100,3044,200,19990030,DE,1.0,-9,in bounds,0
500101,3045,200,19960070,DE,1.0,-1,in bounds,0
500102,3049,200,19990030,DE,1.0,-7,in bounds,0
500103,3058,2510,20030043,LB,1.0,-5,in bounds,0
500104,3101,200,19950181,DE,1.0,-2,in bounds,0
500105,3170,200,19990153,DT,1.0,-10,in bounds,0
500106,3173,2510,19980065,DE,1.0,-14,in bounds,0
500107,3189,200,19980012,LB,1.0,-20,in bounds,0
500108,3195,200,19960070,DE,1.0,-5,in bounds,0
500109,3289,200,19990030,DE,1.0,-8,in bounds,0
500110,3291,4900,19960003,DE,1.0,-7,in bounds,0
500111,3301,200,19990153,DT,1.0,-7,in bounds,0
500112,3303,200,19990153,DT,1.0,-10,in bounds,0
500113,3305,4900,19930145,OT,0.5,-10,in bounds,0
500114,3325,200,19980012,LB,1.0,-4,in bounds,0
500115,3326,200,20010102,LB,0.5,-9,in bounds,0
500116,3327,200,20040101,LB,1.0,-1,in bounds,0
500117,3330,4900,20030064,DE,1.0,0,in bounds,0
500118,3331,4900,19940405,LB,0.5,-10,in bounds,0
500119,3336,200,20010102,LB,1.0,-10,in bounds,0
500120,3339,4900,19940405,LB,1.0,0,in bounds,0
500121,3385,325,20020536,S,1.0,-9,in bounds,0
500122,3400,200,19990153,DT,1.0,-2,in bounds,0
500123,3402,200,19970438,CB,1.0,-5,in bounds,0
500124,3410,325,19990173,DT,1.0,-13,in bounds,0
500125,3459,325,20020539,DT,1.0,-3,in bounds,0
500126,3468,200,20010103,DE,1.0,-2,in bounds,0
500127,3487,325,20020539,DT,1.0,-8,in bounds,0
500128,3505,200,20040634,OT,0.5,-4,in bounds,0
500129,3546,610,20010046,DE,1.0,-6,in bounds,0
500130,3551,325,20000186,DE,1.0,0,in bounds,0
500131,3603,610,19980417,LB,1.0,-9,in bounds,0
500132,3619,325,20020052,DE,1.0,-6,in bounds,0
500133,3626,610,19980013,LB,1.0,-1,in bounds,0
500134,3628,610,20010046,DE,1.0,-10,in bounds,0
500135,3649,325,20030010,LB,1.0,-5,in bounds,0
500136,3691,325,20030010,LB,1.0,-7,in bounds,0
500137,3720,325,20030010,LB,1.0,-9,in bounds,0
500138,3768,920,20000015,CB,1.0,-8,in bounds,0
500139,3795,325,20000186,DE,1.0,-10,in bounds,0
500140,3852,325,20020052,DE,1.0,-8,in bounds,0
500141,3895,325,20030010,LB,0.5,-7,in bounds,0
500142,3897,325,20020536,S,1.0,-9,in bounds,0
500143,3941,325,20000186,DE,1.0,-4,in bounds,0
500144,3990,1050,19990020,DL,1.0,-8,in bounds,0
500145,4133,325,20030010,LB,1.0,-7,in bounds,0
500146,4140,1200,20020147,DE,1.0,-4,in bounds,0
500147,4149,325,19990430,DT,1.0,-21,in bounds,0
500148,4225,1540,19990070,DE,1.0,-6,in bounds,0
500149,4335,2310,20020006,DT,1.0,-1,in bounds,0
500150,4416,325,20020052,DE,1.0,-3,in bounds,0
500151,4430,2310,19980462,DT,1.0,-9,in bounds,0
500152,4477,2310,19980475,DE,1.0,-8,in bounds,0
500153,4486,2310,19990075,DE,1.0,-9,in bounds,0
500154,4542,325,20000186,DE,1.0,0,in bounds,0
500155,4653,325,20030010,LB,1.0,-14,in bounds,0
500156,4663,325,20000186,DE,1.0,-2,in bounds,0
500157,4683,3410,20030056,DE,0.5,-6,in bounds,0
500158,4695,325,19990430,DT,1.0,-5,in bounds,0
500159,4739,3410,20040097,LB,1.0,-16,in bounds,0
500160,4768,3410,19940424,S,1.0,-5,in bounds,0
500161,4801,3410,20040719,LB,1.0,-8,in bounds,0
500162,4811,325,20000186,DE,1.0,-4,in bounds,0
500163,4874,3900,19980117,CB,1.0,-8,in bounds,0
500164,4879,325,20030010,LB,1.0,-8,in bounds,0
500165,4931,325,20010062,CB,1.0,-2,in bounds,0
500166,4950,3900,19990109,DE,1.0,-3,in bounds,0
500167,4963,325,20020536,S,1.0,-11,in bounds,0
500168,5004,325,20020209,S,1.0,-5,in bounds,0
500169,5013,610,20010076,DT,1.0,-9,in bounds,0
500170,5090,610,20010021,CB,0.5,0,in bounds,0
500171,5093,610,20020097,S,1.0,-7,in bounds,0
500172,5182,610,19920007,CB,1.0,-11,in bounds,0
500173,5208,610,19970470,LB,1.0,-6,in bounds,0
500174,5231,610,19940008,DT,1.0,-8,in bounds,0
500175,5241,610,20030048,DE,1.0,-15,in bounds,0
500176,5261,1050,20000120,DL,1.0,-4,in bounds,0
500177,5287,610,19940008,DT,1.0,-8,in bounds,0
500178,5297,610,20010046,DE,1.0,-5,in bounds,0
500179,5304,610,19960036,S,1.0,-17,in bounds,0
500180,5336,610,20010046,DE,1.0,-5,in bounds,0
500181,5349,1400,19930095,DE,1.0,-8,in bounds,0
500182,5376,610,20030048,DE,1.0,-5,in bounds,0
500183,5408,1400,20010157,LB,1.0,-5,in bounds,0
500184,5452,1400,20010157,LB,1.0,-10,in bounds,1
500185,5484,610,20040669,DE,0.5,0,in bounds,0
500186,5546,610,20010076,DT,1.0,-2,in bounds,0
500187,5608,610,19980417,LB,1.0,-3,in bounds,0
500188,5612,2250,19990176,DE,1.0,-6,in bounds,0
500189,5708,610,20010076,DT,1.0,-6,in bounds,0
500190,5712,2700,19990158,DE,1.0,-8,in bounds,0
500191,5739,610,20010076,DT,1.0,-7,in bounds,0
500192,5760,610,20010046,DE,0.5,-5,in bounds,0
500193,5761,610,20010046,DE,1.0,-2,in bounds,0
500194,5781,610,20010046,DE,1.0,-15,in bounds,0
500195,5847,3200,19990111,LB,1.0,-12,in bounds,0
500196,5907,3200,19910031,LB,1.0,-6,in bounds,0
500197,5933,3200,20040021,DL,1.0,-1,in bounds,0
500198,5945,3200,19960086,LB,0.5,0,in bounds,0
500199,5946,3200,19970091,LB,1.0,-6,in bounds,0
500200,5952,3200,20010006,DL,1.0,-8,in bounds,0
500201,6083,610,20030048,DE,1.0,-13,in bounds,0
500202,6120,610,20020061,DE,1.0,-5,in bounds,0
500203,6130,3900,20030016,S,1.0,-7,in bounds,0
500204,6211,3900,19990177,LB,0.5,-5,in bounds,0
500205,6225,610,19970436,DT,1.0,-10,in bounds,0
500206,6250,3900,20040038,CB,1.0,-6,in bounds,0
500207,6292,2510,19980065,DE,1.0,-10,in bounds,0
500208,6331,610,19960036,S,1.0,-10,in bounds,0
500209,6351,610,20030111,CB,1.0,-4,in bounds,0
500210,6391,610,19960036,S,1.0,-8,in bounds,0
500211,6433,610,19960036,S,1.0,-4,in bounds,0
500212,6452,610,20020061,DE,1.0,-13,in bounds,0
500213,6454,610,20040663,CB,1.0,-13,in bounds,0
500214,6504,610,19970470,LB,1.0,-8,in bounds,0
500215,6590,2100,20040165,LB,1.0,-11,in bounds,0
500216,6667,750,20020002,DE,1.0,0,in bounds,0
500217,6702,750,20020002,DE,1.0,-19,in bounds,0
500218,6763,750,19950013,LB,1.0,-4,in bounds,0
500219,6792,750,20020073,LB,1.0,-6,in bounds,0
500220,6926,200,19990030,DE,1.0,-7,in bounds,0
500221,6936,200,19990030,DE,1.0,-8,in bounds,0
500222,6998,750,19940050,DT,1.0,-7,in bounds,0
500223,7006,1800,20030029,LB,1.0,-11,in bounds,0
500224,7074,1800,19990100,LB,0.5,-11,in bounds,0
500225,7082,750,20010044,DT,1.0,-9,in bounds,0
500226,7127,750,20020002,DE,1.0,-16,in bounds,0
500227,7255,750,19970401,DE,1.0,-6,in bounds,0
500228,7285,750,20030145,DT,0.5,-7,in bounds,0
500229,7318,750,20020073,LB,1.0,-5,in bounds,0
500230,7334,3300,20000033,DE,1.0,-8,in bounds,0
500231,7349,3300,20020025,DE,1.0,-6,in bounds,0
500232,7392,750,20020002,DE,1.0,-13,in bounds,0
500233,7394,3300,19990040,DE,1.0,0,in bounds,0
500234,7413,750,19950013,LB,1.0,-2,in bounds,0
500235,7426,3300,20020025,DE,1.0,-7,in bounds,0
500236,7427,3300,20040018,DE,1.0,-4,in bounds,0
500237,7449,3300,20000033,DE,0.5,-8,in bounds,0
500238,7500,3410,19930040,DE,1.0,-6,in bounds,0
500239,7535,750,19950013,LB,1.0,-4,in bounds,0
500240,7541,750,19950013,LB,1.0,-8,in bounds,0
500241,7542,750,19990038,DE,1.0,-1,in bounds,0
500242,7545,3410,20010443,DE,1.0,-9,in bounds,0
500243,7573,3410,20010186,DT,1.0,-6,in bounds,0
500244,7578,750,20020597,DE,1.0,0,in bounds,0
500245,7585,3410,20010443,DE,1.0,-7,in bounds,0
500246,7595,750,19970401,DE,0.5,-5,in bounds,0
500247,7678,2520,20010143,S,1.0,-17,in bounds,0
500248,7703,750,20020002,DE,1.0,-3,in bounds,0
500249,7779,2520,20040673,DT,1.0,-15,in bounds,0
500250,7787,750,20020002,DE,1.0,0,in bounds,0
500251,7855,750,20010011,LB,1.0,-8,in bounds,0
500252,7868,4400,20040098,LB,1.0,-8,in bounds,0
500253,7971,750,20020002,DE,1.0,-4,in bounds,0
500254,7977,2510,19990248,DE,1.0,-9,in bounds,0
500255,7986,750,20030145,DT,1.0,-8,in bounds,0
500256,8005,2510,19990248,DE,1.0,-8,in bounds,0
500257,8039,750,20030145,DT,1.0,-8,in bounds,0
500258,8189,4900,19960003,DE,1.0,-2,in bounds,0
500259,8191,4900,19980083,DE,1.0,-7,in bounds,0
500260,8207,4900,20030064,DE,1.0,-5,in bounds,0
500261,8214,750,20020002,DE,1.0,-6,in bounds,0
500262,8237,750,19970056,S,1.0,-5,in bounds,0
500263,8252,4900,19930145,OT,1.0,-11,in bounds,0
500264,8318,810,20030014,DE,1.0,-2,in bounds,0
500265,8367,1540,20000517,DE,1.0,-6,in bounds,0
500266,8381,1540,19910020,DT,1.0,-4,in bounds,0
500267,8431,810,20000009,LB,1.0,0,in bounds,0
500268,8437,1540,20010061,DT,0.5,-3,in bounds,0
500269,8455,1800,20040179,DE/DT,1.0,-6,in bounds,0
500270,8478,1800,20000149,DE,1.0,-8,in bounds,0
500271,8493,1800,20000034,S,1.0,-12,in bounds,0
500272,8515,1800,19990094,DT,1.0,-6,in bounds,0
500273,8516,1800,20030700,DT,1.0,-4,in bounds,0
500274,8574,1800,20000149,DE,1.0,-3,in bounds,0
500275,8586,1800,20000149,DE,1.0,-5,in bounds,0
500276,8591,1800,20000149,DE,1.0,-7,in bounds,0
500277,8594,1800,19970452,DE,1.0,-9,in bounds,0
500278,8670,810,20000253,DT,1.0,-4,in bounds,0
500279,8710,810,20030166,LB,1.0,-8,in bounds,0
500280,8727,2120,20000197,DE,1.0,-10,in bounds,0
500281,8752,2120,20040010,CB,1.0,-9,in bounds,0
500282,8825,2200,19990058,DT,1.0,-3,in bounds,0
500283,8838,2200,20020011,DE,1.0,-9,in bounds,0
500284,8876,2200,19990058,DT,1.0,-6,in bounds,0
500285,8880,2200,20030138,DE,1.0,-12,in bounds,0
500286,8946,3000,20040734,DT,1.0,-8,in bounds,0
500287,8961,810,20000479,DE,0.5,-2,in bounds,0
500288,8973,3000,20030009,DT,1.0,-10,in bounds,0
500289,9000,3000,20030009,DT,1.0,-7,in bounds,0
500290,9024,3000,19980049,DE,1.0,-10,in bounds,0
500291,9026,3000,19960057,DE,1.0,-4,in bounds,0
500292,9028,810,20000253,DT,0.5,-11,in bounds,0
500293,9044,810,20020104,DE,0.5,-10,in bounds,0
500294,9061,810,20000009,LB,1.0,-7,in bounds,0
500295,9087,810,20000253,DT,1.0,-4,in bounds,0
500296,9109,3300,19980022,FS,1.0,-13,in bounds,0
500297,9236,3300,20040240,LB,1.0,-6,in bounds,0
500298,9248,3300,19970117,DB,1.0,-7,in bounds,0
500299,9272,810,20020104,DE,1.0,-9,in bounds,0
500300,9274,810,20040047,DT,0.5,-6,in bounds,0
500301,9366,3700,19950016,DE,1.0,-6,in bounds,0
500302,9367,3700,20020026,CB,1.0,-8,in bounds,0
500303,9399,810,20000254,S,1.0,-4,in bounds,0
500304,9429,3700,20010063,LB/DE,1.0,-8,in bounds,0
500305,9433,3700,20030539,DT,1.0,-1,in bounds,0
500306,9542,810,20040500,DE,1.0,-4,in bounds,0
500307,9598,4500,20040716,DE,1.0,-13,in bounds,0
500308,9627,810,20000009,LB,1.0,-7,in bounds,0
500309,9633,4500,20010047,LB,1.0,-4,in bounds,0
500310,9640,4500,20020427,LB,1.0,-8,in bounds,0
500311,9649,810,20000009,LB,1.0,-2,in bounds,0
500312,9693,4500,20010047,LB,0.5,-7,in bounds,0
500313,9705,4500,19940007,DT,1.0,-6,in bounds,0
500314,9714,810,20030608,DT,1.0,-13,in bounds,0
500315,9729,4500,19940007,DT,1.0,-9,in bounds,0
500316,9894,810,20000009,LB,1.0,-2,in bounds,0
500317,9904,5110,20040005,S,1.0,-8,in bounds,0
500318,9935,5110,19970003,CB,1.0,-9,in bounds,0
500319,9943,5110,20000042,DT,1.0,-7,in bounds,0
500320,9944,5110,20000042,DT,1.0,-7,in bounds,0
500321,10008,325,20000186,DE,1.0,-4,in bounds,0
500322,10010,920,19990052,DT,1.0,0,in bounds,0
500323,10031,325,20030010,LB,1.0,-9,in bounds,0
500324,10099,325,20030010,LB,1.0,-8,in bounds,0
500325,10101,325,19990430,DT,1.0,-6,in bounds,0
500326,10136,610,19980417,LB,1.0,-10,in bounds,0
500327,10223,920,19970156,DE,1.0,-6,in bounds,0
500328,10227,610,20010046,DE,1.0,-4,in bounds,0
500329,10230,610,19940008,DT,1.0,-11,in bounds,0
500330,10255,920,19970156,DE,1.0,-8,in bounds,0
500331,10354,920,20010004,DE,0.5,-10,in bounds,0
500332,10442,920,20040117,DE,1.0,-10,in bounds,0
500333,10448,920,19990052,DT,1.0,-7,in bounds,0
500334,10478,920,20040117,DE,1.0,-5,in bounds,0
500335,10676,1400,19990031,LB,1.0,-10,in bounds,0
500336,10745,920,19980017,LB,1.0,-9,in bounds,0
500337,10770,920,20010004,DE,1.0,-10,in bounds,0
500338,10771,920,20010004,DE,1.0,-7,in bounds,0
500339,10797,920,19970151,DT,1.0,-7,in bounds,0
500340,10824,920,20040096,LB,1.0,-4,in bounds,0
500341,10865,2200,20040686,DE,1.0,-2,in bounds,0
500342,10898,920,19980105,DT,1.0,-6,in bounds,0
500343,10943,2700,19990025,S,1.0,-5,in bounds,0
500344,10960,2700,19930145,DE,1.0,-1,in bounds,0
500345,10989,2700,19970073,DE,1.0,-10,in bounds,0
500346,11048,2700,20010609,DT,1.0,-9,in bounds,0
500347,11053,920,20010004,DE,1.0,-9,in bounds,0
500348,11068,920,20000090,LB,1.0,-8,in bounds,0
500349,11075,2700,19960154,LB,1.0,-6,in bounds,0
500350,11163,920,19960016,DE,1.0,-7,in bounds,0
500351,11184,920,19960016,DE,1.0,-7,in bounds,0
500352,11189,3200,20020126,DL,0.5,-4,in bounds,0
500353,11255,920,20000160,LB,1.0,-16,in bounds,0
500354,11270,920,20030259,DE,1.0,-5,in bounds,0
500355,11316,3410,20040097,LB,0.5,-2,in bounds,0
500356,11337,3410,20040097,LB,1.0,-6,in bounds,0
500357,11351,3410,20020152,LB,1.0,-8,in bounds,0
500358,11367,920,20040056,FS,1.0,-8,in bounds,0
500359,11406,920,20010004,DE,1.0,-9,in bounds,0
500360,11459,920,20010004,DE,0.5,-7,in bounds,0
500361,11460,920,19960016,DE,1.0,-10,in bounds,0
500362,11493,920,19960002,LB,1.0,-5,in bounds,0
500363,11517,920,19960016,DE,1.0,-5,in bounds,0
500364,11535,920,20040056,FS,1.0,-11,in bounds,0
500365,11539,3900,19990109,DE,1.0,-9,in bounds,0
500366,11563,920,20010004,DE,1.0,-10,in bounds,0
500367,11569,3900,19990073,OLB,1.0,-8,in bounds,0
500368,11571,920,20040096,LB,1.0,-6,in bounds,0
500369,11586,3900,19940162,DL,1.0,-1,in bounds,0
500370,11625,325,20010062,CB,1.0,-6,in bounds,0
500371,11632,325,19960026,LB,1.0,-9,in bounds,0
500372,11654,1050,19970017,DL,1.0,-8,in bounds,0
500373,11725,1050,19970017,DL,1.0,-9,in bounds,0
500374,11726,1050,19970017,DL,1.0,-8,in bounds,0
500375,11798,1050,19990491,DL,1.0,-5,in bounds,0
500376,11849,1050,20040161,DL,1.0,-6,in bounds,0
500377,11874,1050,20040161,DL,1.0,-3,in bounds,0
500378,11910,1050,20010114,DL,1.0,-2,in bounds,0
500379,11977,920,19960002,LB,1.0,0,in bounds,0
500380,12050,1050,19990020,DL,1.0,0,in bounds,0
500381,12083,1050,20010003,DL,0.5,-7,in bounds,0
500382,12085,1050,19960200,DL,1.0,-10,in bounds,0
500383,12133,1540,20030144,LB,1.0,-1,in bounds,0
500384,12199,1540,20040495,DE,1.0,-7,in bounds,0
500385,12207,1050,20030611,LB,1.0,-6,in bounds,0
500386,12252,1050,19970017,DL,1.0,-10,in bounds,0
500387,12256,1050,19970017,DL,1.0,-4,in bounds,0
500388,12369,3200,19960086,LB,1.0,-8,in bounds,0
500389,12370,3200,19970091,LB,1.0,-15,in bounds,0
500390,12373,3200,19940004,LB,1.0,-13,in bounds,0
500391,12423,1050,20030052,LB,0.5,-7,in bounds,0
500392,12432,1050,20020141,LB,0.5,-6,in bounds,0
500393,12444,1050,20030052,LB,1.0,-7,in bounds,0
500394,12453,1050,20010003,DL,1.0,-5,in bounds,0
500395,12455,1050,20030084,DB,1.0,-6,in bounds,0
500396,12522,1050,19970017,DL,1.0,-7,in bounds,0
500397,12560,3430,20040143,S,1.0,-3,in bounds,0
500398,12581,3700,19990016,DE,1.0,-2,in bounds,0
500399,12657,3700,19960061,FS,1.0,0,in bounds,0
500400,12702,1050,19990020,DL,1.0,-5,in bounds,0
500401,12723,3700,20010063,LB/DE,1.0,-5,in bounds,0
500402,12740,1050,20010003,DL,1.0,-4,in bounds,0
500403,12793,1050,20030052,LB,1.0,-5,in bounds,0
500404,12838,3900,20010458,DT,1.0,-6,in bounds,0
500405,12849,3900,20020452,LB,1.0,-3,in bounds,0
500406,12858,1050,20030084,DB,1.0,-9,in bounds,0
500407,12874,3900,19980117,CB,1.0,-2,in bounds,0
500408,12876,3900,19990109,DE,1.0,-3,in bounds,0
500409,12919,1050,19990020,DL,1.0,-2,in bounds,0
500410,12973,4400,20040098,LB,1.0,-3,in bounds,0
500411,13042,5110,19980239,DE,1.0,-4,in bounds,0
500412,13104,5110,20010505,DL,1.0,-2,in bounds,0
500413,13129,5110,19970021,DL,0.5,-5,in bounds,0
500414,13194,1200,19980163,DE,1.0,-6,in bounds,0
500415,13217,810,20000479,DE,1.0,-5,in bounds,0
500416,13224,1200,19980163,DE,1.0,0,in bounds,0
500417,13272,1200,19980008,DE,1.0,-6,in bounds,0
500418,13274,1200,19980163,DE,0.5,-21,in bounds,0
500419,13307,810,20030014,DE,1.0,-5,in bounds,0
500420,13334,1200,19970052,DE,1.0,-4,in bounds,0
500421,13337,1200,19980163,DE,1.0,-4,in bounds,0
500422,13399,1200,19980008,DE,1.0,-5,in bounds,0
500423,13416,1050,19990020,DL,1.0,-7,in bounds,0
500424,13628,1540,20040140,LB,1.0,-5,in bounds,0
500425,13636,1200,20040205,CB,1.0,-10,in bounds,0
500426,13747,1200,19950241,DT,1.0,0,in bounds,0
500427,13765,1200,19970052,DE,1.0,-11,in bounds,0
500428,13778,1200,20030680,LB,1.0,0,in bounds,0
500429,13806,2310,20030230,DT,1.0,-4,in bounds,0
500430,13836,3300,20040060,LB,1.0,-5,in bounds,0
500431,13882,1200,20010526,S,1.0,-6,in bounds,0
500432,13942,1200,19970052,DE,1.0,-7,in bounds,0
500433,13981,3300,20020025,DE,1.0,-4,in bounds,0
500434,13993,3300,20040018,DE,1.0,-3,in bounds,0
500435,14036,1200,19980008,DE,1.0,-4,in bounds,0
500436,14066,3410,20040136,S,1.0,-7,in bounds,0
500437,14100,1200,19980008,DE,1.0,-2,in bounds,0
500438,14103,1200,19960166,DT,1.0,0,in bounds,0
500439,14115,3410,20030056,DE,1.0,-7,in bounds,0
500440,14165,1200,19980008,DE,0.5,-9,in bounds,0
500441,14304,3700,19980072,LB,1.0,-8,in bounds,0
500442,14358,1200,19960166,DT,1.0,-11,in bounds,0
500443,14365,3900,19990109,DE,1.0,-6,in bounds,0
500444,14367,3900,19970008,LB,1.0,-8,in bounds,0
500445,14374,1200,19980008,DE,1.0,-7,in bounds,0
500446,14384,1200,19960093,CB,1.0,-3,in bounds,0
500447,14415,3900,19980117,CB,1.0,-8,in bounds,0
500448,14447,3900,20020128,LB,1.0,-6,in bounds,0
500449,14464,3900,19970008,LB,1.0,-8,in bounds,0
500450,14573,1200,20040557,LB,1.0,-6,in bounds,0
500451,14613,1200,20040205,CB,1.0,-1,in bounds,0
500452,14626,1200,20040557,LB,1.0,-6,in bounds,0
500453,14653,5110,19970003,CB,1.0,-6,in bounds,0
500454,14703,5110,19970003,CB,1.0,0,in bounds,0
500455,14716,1200,19960166,DT,1.0,-3,in bounds,0
500456,14734,1200,19960166,DT,1.0,-6,in bounds,0
500457,14757,5110,19980239,DE,1.0,-7,in bounds,0
500458,14759,5110,20030589,LB,1.0,-1,in bounds,0
500459,14766,5110,20000059,LB,1.0,-3,in bounds,0
500460,14831,1400,20010133,DT,1.0,-1,in bounds,0
500461,14853,1400,20010133,DT,1.0,-1,in bounds,0
500462,14858,3800,20030018,DE,1.0,-11,in bounds,0
500463,14874,1400,20010087,DE,1.0,-7,in bounds,0
500464,14879,3800,20030018,DE,1.0,-8,in bounds,0
500465,15068,1400,20010133,DT,1.0,-5,in bounds,0
500466,15218,1400,19950015,DL,1.0,-10,in bounds,0
500467,15245,750,20020570,DT,1.0,-2,in bounds,0
500468,15329,1400,19970028,DE,1.0,-6,in bounds,0
500469,15366,1400,19970028,DE,1.0,-8,in bounds,0
500470,15451,1400,20010133,DT,1.0,-8,in bounds,0
500471,15506,1400,19920012,DE,1.0,-3,in bounds,0
500472,15508,1400,19950020,DT,1.0,-6,in bounds,0
