kickId,playId,teamId,playerId,kickPosition,kickType,kickOutcome,kickInside20,kickOnside,kickOwnRecovery,kickLength,kickReturnYds,kickNetYds,kickReturnTd,kickNull
300092,558,3430,19970437,P,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300093,568,3800,19940992,P,punt,downed,1,0,0,32.0,0,32.0,0,0
300094,579,3430,19940085,K,field goal,good,0,0,0,46.0,0,0.0,0,0
300095,580,3430,19970437,P,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300096,587,3800,19940992,P,punt,returned,0,0,0,50.0,9,41.0,0,0
300097,589,3430,19940085,K,xp,good,0,0,0,19.0,0,0.0,0,0
300098,590,3430,19970437,P,kickoff,returned,0,0,0,70.0,21,49.0,0,0
300099,613,3430,19970437,P,punt,downed,0,0,0,33.0,0,33.0,0,0
300100,623,3430,19970437,P,punt,downed,1,0,0,22.0,0,22.0,0,0
300101,636,3430,19970437,P,punt,returned,0,0,0,37.0,2,35.0,0,0
300102,638,2520,20000017,K,kickoff,returned,0,0,0,73.0,27,46.0,0,0
300103,654,3800,20000169,K,field goal,good,0,0,0,26.0,0,0.0,0,0
300104,655,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300105,667,2520,20000142,P,punt,downed,1,0,0,32.0,0,32.0,0,0
300106,674,3800,19940992,P,punt,returned,0,0,0,47.0,1,46.0,0,0
300107,683,2520,20000017,K,field goal,good,0,0,0,35.0,0,0.0,0,0
300108,684,2520,20000017,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300109,703,3800,20000169,K,field goal,good,0,0,0,23.0,0,0.0,0,0
300110,704,3800,20000169,K,kickoff,returned,1,0,0,73.0,20,53.0,0,0
300111,714,2520,20000142,P,punt,downed,1,0,0,35.0,0,35.0,0,0
300112,718,3800,19940992,P,punt,returned,0,0,0,48.0,4,44.0,0,0
300113,725,2520,20000142,P,punt,touchback,0,0,0,42.0,0,42.0,0,0
300114,731,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300115,732,3800,20000169,K,kickoff,out of bounds,0,0,0,30.0,0,30.0,0,0
300116,736,2520,20000017,K,xp,good,0,0,0,19.0,0,0.0,0,0
300117,737,2520,20040777,K,kickoff,returned,0,0,0,62.0,17,45.0,0,0
300118,743,2520,20040777,K,xp,good,0,0,0,19.0,0,0.0,0,0
300119,744,2520,20040777,K,kickoff,returned,0,0,0,64.0,21,43.0,0,0
300120,753,3800,19940992,P,punt,fair catch,1,0,0,27.0,0,27.0,0,0
300121,757,2520,20040777,K,punt,returned,0,0,0,49.0,3,46.0,0,0
300122,769,3800,20000169,K,field goal,good,0,0,0,31.0,0,0.0,0,0
300123,770,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300124,774,2520,20040777,K,punt,returned,0,0,0,43.0,10,33.0,0,0
300125,778,3800,20000169,K,kickoff,returned,0,0,0,71.0,65,6.0,0,0
300126,783,4400,20040065,K,field goal,good,0,0,0,24.0,0,0.0,0,0
300127,784,4400,20040065,K,kickoff,returned,0,0,0,58.0,18,40.0,0,0
300128,794,3800,20000169,K,field goal,good,0,0,0,31.0,0,0.0,0,0
300129,795,3800,20000169,K,kickoff,returned,0,0,0,67.0,43,24.0,0,0
300130,807,4400,20040065,K,xp,good,0,0,0,19.0,0,0.0,0,0
300131,808,4400,20040065,K,kickoff,returned,0,0,0,69.0,20,49.0,0,0
300132,817,3800,20000169,K,field goal,good,0,0,0,38.0,0,0.0,0,0
300133,818,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300134,825,4400,20030570,K,xp,good,0,0,0,19.0,0,0.0,0,0
300135,826,4400,20030570,K,kickoff,returned,0,0,0,67.0,26,41.0,0,0
300136,830,3800,19940992,P,punt,returned,0,0,0,44.0,8,36.0,0,0
300137,840,3800,19940992,P,kickoff,returned,0,0,0,69.0,22,47.0,0,0
300138,845,4400,20030149,P,punt,touchback,0,0,0,50.0,0,50.0,0,0
300139,854,4400,20030570,K,kickoff,returned,0,0,0,66.0,18,48.0,0,0
300140,861,3800,19940992,P,punt,returned,1,0,0,46.0,2,44.0,0,0
300141,876,4400,20030570,K,field goal,good,0,0,0,21.0,0,0.0,0,0
300142,877,4400,20030570,K,kickoff,returned,1,0,0,66.0,0,66.0,0,0
300143,881,3800,19940992,P,kickoff,returned,0,0,0,49.0,10,39.0,0,0
300144,889,4400,20030149,P,punt,touchback,0,0,0,39.0,0,39.0,0,0
300145,895,4400,20030570,K,xp,good,0,0,0,19.0,0,0.0,0,0
300146,896,4400,20040065,K,kickoff,returned,0,0,0,59.0,15,44.0,0,0
300147,900,3800,19940992,P,punt,returned,1,0,0,40.0,0,40.0,0,0
300148,909,4400,20030149,P,punt,returned,0,0,0,39.0,2,37.0,0,0
300149,919,3800,19940992,P,punt,returned,0,0,0,50.0,76,26.0,1,0
300150,920,4400,20040065,K,xp,good,0,0,0,19.0,0,0.0,0,0
300151,921,4400,20030570,K,kickoff,returned,0,0,0,63.0,19,44.0,0,0
300152,932,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300153,933,3800,20000169,K,kickoff,returned,1,0,0,61.0,9,52.0,0,0
300154,935,4600,20030222,K,kickoff,returned,0,0,0,64.0,35,29.0,0,0
300155,949,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300156,950,3800,20000169,K,kickoff,returned,0,0,0,50.0,12,38.0,0,0
300157,957,4600,20040224,P,punt,downed,0,0,0,25.0,0,25.0,0,0
300158,963,3800,19940992,P,punt,returned,0,0,0,43.0,2,41.0,0,0
300159,973,4600,20040224,P,punt,downed,1,0,0,36.0,0,36.0,0,0
300160,992,4600,20030222,K,field goal,good,0,0,0,54.0,0,0.0,0,0
300161,993,4600,20030222,K,kickoff,returned,0,0,0,60.0,20,40.0,0,0
300162,1000,3800,20000169,K,field goal,good,0,0,0,55.0,0,0.0,0,0
300163,1001,3800,20000169,K,kickoff,out of bounds,0,0,0,30.0,0,30.0,0,0
300164,1008,3800,20000169,K,field goal,good,0,0,0,55.0,0,0.0,0,0
300165,1009,3800,20000169,K,kickoff,returned,0,0,0,65.0,28,37.0,0,0
300166,1013,4600,20040224,P,punt,returned,1,0,0,51.0,0,51.0,0,0
300167,1017,3800,19940992,P,punt,fair catch,0,0,0,37.0,0,37.0,0,0
300168,1020,3800,20000169,K,kickoff,returned,0,0,0,70.0,28,42.0,0,0
300169,1026,4600,20040224,P,punt,touchback,0,0,0,44.0,0,44.0,0,0
300170,1030,3800,19940992,P,punt,returned,0,0,0,42.0,1,41.0,0,0
300171,1034,4600,20040224,P,punt,out of bounds,0,0,0,39.0,0,39.0,0,0
300172,1046,3800,20000169,K,field goal,good,0,0,0,50.0,0,0.0,0,0
300173,1047,3800,20000169,K,kickoff,returned,0,0,0,66.0,24,42.0,0,0
300174,1056,4600,20030222,K,xp,good,0,0,0,19.0,0,0.0,0,0
300175,1057,4600,20030222,K,kickoff,returned,1,0,0,68.0,12,56.0,0,0
300176,1062,4600,20030222,K,xp,good,0,0,0,19.0,0,0.0,0,0
300177,1063,4600,20030222,K,kickoff,returned,0,0,0,69.0,22,47.0,0,0
300178,1071,3800,19940992,P,punt,returned,1,0,0,39.0,1,38.0,0,0
300179,1075,4600,20040224,P,punt,blocked,0,0,0,,0,,0,0
300180,1076,4600,20040224,P,kickoff,returned,0,0,0,54.0,18,36.0,0,0
300181,1080,3800,19940992,P,punt,downed,1,0,0,40.0,0,40.0,0,0
300182,1085,4600,20040224,P,punt,returned,0,0,0,48.0,-2,50.0,0,0
300183,1091,3800,19940992,P,punt,returned,1,0,0,46.0,3,43.0,0,0
300184,1097,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300185,1098,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300186,1105,4500,19930177,K,kickoff,returned,0,0,0,53.0,13,40.0,0,0
300187,1109,3800,19940992,P,punt,returned,0,0,0,49.0,10,39.0,0,0
300188,1113,4500,20040188,P,punt,returned,1,0,0,52.0,0,52.0,0,0
300189,1121,4500,19930177,K,xp,good,0,0,0,19.0,0,0.0,0,0
300190,1122,4500,19930177,K,kickoff,returned,1,0,0,70.0,17,53.0,0,0
300191,1133,3800,20000169,K,field goal,missed,0,0,0,34.0,0,34.0,0,0
300192,1146,4500,19930177,K,xp,good,0,0,0,19.0,0,0.0,0,0
300193,1147,4500,19930177,K,kickoff,returned,0,0,0,60.0,22,38.0,0,0
300194,1159,4500,19930177,K,xp,good,0,0,0,19.0,0,0.0,0,0
300195,1160,4500,19930177,K,kickoff,returned,1,0,0,70.0,19,51.0,0,0
300196,1172,3800,20000169,K,field goal,good,0,0,0,44.0,0,0.0,0,0
300197,1173,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300198,1177,4500,20040188,P,punt,returned,0,0,0,45.0,0,45.0,0,0
300199,1181,3800,19940992,P,punt,returned,0,0,0,50.0,6,44.0,0,0
300200,1185,3800,20000169,K,kickoff,returned,0,0,0,59.0,20,39.0,0,0
300201,1196,4500,19930177,K,xp,good,0,0,0,19.0,0,0.0,0,0
300202,1197,4500,19930177,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300203,1201,3800,19940992,P,punt,returned,0,0,0,54.0,9,45.0,0,0
300204,1205,4500,20040188,P,punt,returned,1,0,0,53.0,4,49.0,0,0
300205,1215,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300206,1216,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300207,1220,4500,20040188,P,punt,returned,0,0,0,45.0,15,30.0,0,0
300208,1230,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300209,1231,3800,20000169,K,kickoff,returned,0,0,0,57.0,23,34.0,0,0
300210,1242,4500,20040188,P,punt,touchback,0,0,0,38.0,0,38.0,0,0
300211,1249,3800,19940992,P,punt,downed,1,0,0,49.0,0,49.0,0,0
300212,1253,4500,20040188,P,punt,returned,0,0,0,53.0,7,46.0,0,0
300213,1263,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300214,1272,3800,20000169,K,field goal,good,0,0,0,22.0,0,0.0,0,0
300215,1273,3800,20000169,K,kickoff,returned,1,0,0,68.0,17,51.0,0,0
300216,1278,3800,20000169,K,kickoff,touchback,0,0,0,66.0,0,50.0,0,0
300217,1285,4500,20040188,P,punt,downed,1,0,0,34.0,0,34.0,0,0
300218,1289,3800,19940992,P,punt,returned,0,0,0,51.0,9,42.0,0,0
300219,1295,4500,19930177,K,field goal,good,0,0,0,31.0,0,0.0,0,0
300220,1296,3800,20000169,K,kickoff,returned,1,0,0,72.0,15,57.0,0,0
300221,1300,2510,20010426,P,punt,returned,0,0,0,44.0,0,44.0,0,0
300222,1306,3800,19940992,P,punt,returned,1,0,0,50.0,7,43.0,0,0
300223,1310,2510,20010426,P,punt,returned,0,0,0,42.0,0,42.0,0,0
300224,1321,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300225,1322,3800,20000169,K,kickoff,returned,0,0,0,72.0,24,48.0,0,0
300226,1331,3800,20000169,K,field goal,good,0,0,0,48.0,0,0.0,0,0
300227,1332,3800,20000169,K,kickoff,returned,0,0,0,67.0,25,42.0,0,0
300228,1336,2510,20010426,P,punt,returned,0,0,0,42.0,10,32.0,0,0
300229,1343,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300230,1344,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300231,1353,2510,20010426,P,punt,fair catch,1,0,0,39.0,0,39.0,0,0
300232,1362,3800,19940992,P,punt,downed,1,0,0,43.0,0,43.0,0,0
300233,1373,2510,20010426,P,punt,touchback,0,0,0,47.0,0,47.0,0,0
300234,1379,2510,19940423,K,xp,good,0,0,0,19.0,0,0.0,0,0
300235,1380,2510,19940423,K,kickoff,returned,0,0,0,63.0,19,44.0,0,0
300236,1382,2510,19940423,K,kickoff,returned,0,0,0,59.0,14,45.0,0,0
300237,1388,3800,19940992,P,punt,returned,0,0,0,52.0,5,47.0,0,0
300238,1392,2510,20010426,P,punt,returned,0,0,0,46.0,6,40.0,0,0
300239,1404,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300240,1405,3800,20000169,K,kickoff,returned,0,0,0,64.0,22,42.0,0,0
300241,1410,2510,20010426,P,punt,touchback,0,0,0,46.0,0,46.0,0,0
300242,1414,3800,19940992,P,punt,returned,0,0,0,51.0,3,48.0,0,0
300243,1434,3800,20000169,K,xp,good,0,0,0,19.0,0,0.0,0,0
300244,1435,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300245,1444,2510,20010426,P,punt,returned,1,0,0,49.0,5,44.0,0,0
300246,1450,3800,19940992,P,punt,returned,1,0,0,52.0,0,52.0,0,0
300247,1456,2510,20010426,P,punt,downed,0,0,0,49.0,0,49.0,0,0
300248,1460,3800,19940992,P,punt,returned,0,0,0,53.0,13,40.0,0,0
300249,1461,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300250,1467,4900,19990133,P,punt,returned,0,0,0,51.0,2,49.0,0,0
300251,1475,3800,20000169,K,field goal,good,0,0,0,40.0,0,0.0,0,0
300252,1476,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300253,1489,4900,19990133,P,punt,fair catch,1,0,0,21.0,0,21.0,0,0
300254,1494,3800,19940992,P,punt,returned,0,0,0,47.0,1,46.0,0,0
300255,1498,4900,19990133,P,punt,returned,0,0,0,49.0,31,18.0,0,0
300256,1502,3800,19940992,P,punt,downed,0,0,0,37.0,0,37.0,0,0
300257,1510,4900,19990133,P,punt,touchback,0,0,0,36.0,0,36.0,0,0
300258,1521,3800,19940992,P,punt,fair catch,0,0,0,35.0,0,35.0,0,0
300259,1527,4900,19990133,P,punt,returned,0,0,0,51.0,12,39.0,0,0
300260,1544,3800,20000169,K,field goal,good,0,0,0,45.0,0,0.0,0,0
300261,1545,3800,20000169,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300262,1547,4900,20000483,K,kickoff,returned,0,0,0,64.0,23,41.0,0,0
300263,1552,3800,19940992,P,punt,returned,1,0,0,49.0,-3,52.0,0,0
300264,1562,4900,19990133,P,punt,downed,1,0,0,25.0,0,25.0,0,0
300265,1571,3800,19940992,P,punt,returned,1,0,0,49.0,6,43.0,0,0
300266,1579,3800,20000169,K,field goal,missed,0,0,0,35.0,0,35.0,0,0
300267,1581,4900,20000483,K,xp,good,0,0,0,19.0,0,0.0,0,0
300268,1582,4900,20000483,K,kickoff,returned,0,0,0,65.0,18,47.0,0,0
300269,1592,3800,20000169,K,field goal,good,0,0,0,39.0,0,0.0,0,0
300270,1593,3800,20000169,K,kickoff,returned,0,0,0,72.0,44,28.0,0,0
300271,1597,4900,19990133,P,punt,out of bounds,0,0,0,32.0,0,32.0,0,0
300272,1601,3800,19940992,P,punt,returned,1,0,0,36.0,0,36.0,0,0
300273,1606,3800,20000169,K,field goal,good,0,0,0,31.0,0,0.0,0,0
300274,1607,3800,20000169,K,kickoff,returned,0,0,0,70.0,36,34.0,0,0
300275,1611,4900,19990133,P,punt,fair catch,0,0,0,28.0,0,28.0,0,0
300276,1615,3800,19940992,P,punt,returned,1,0,0,48.0,6,42.0,0,0
300277,1624,3800,20000169,K,field goal,missed,0,0,0,47.0,0,47.0,0,0
300278,1629,200,20000555,K,kickoff,returned,0,0,0,62.0,19,43.0,0,0
300279,1638,3800,19940992,P,punt,downed,0,0,0,36.0,0,36.0,0,0
300280,1645,200,20000555,K,field goal,good,0,0,0,25.0,0,0.0,0,0
300281,1646,200,20000555,K,kickoff,returned,0,0,0,64.0,18,46.0,0,0
300282,1655,3800,19940992,P,punt,touchback,0,0,0,45.0,0,45.0,0,0
300283,1663,200,19890146,P,punt,touchback,0,0,0,49.0,0,49.0,0,0
300284,1667,3800,19940992,P,punt,returned,0,0,0,40.0,30,10.0,0,0
300285,1674,200,20000555,K,field goal,good,0,0,0,23.0,0,0.0,0,0
300286,1675,200,20000555,K,kickoff,returned,0,0,0,65.0,19,46.0,0,0
300287,1679,3800,19940992,P,punt,out of bounds,0,0,0,45.0,0,45.0,0,0
300288,1683,200,19890146,P,punt,returned,0,0,0,42.0,2,40.0,0,0
300289,1693,3800,19940992,P,punt,returned,0,0,0,39.0,-2,41.0,0,0
300290,1699,200,19890146,P,punt,touchback,0,0,0,51.0,0,51.0,0,0
300291,1708,3800,20000169,K,kickoff,returned,0,0,0,69.0,24,45.0,0,0
300292,1712,200,19890146,P,punt,returned,0,0,0,51.0,3,48.0,0,0
300293,1750,3800,20000169,K,field goal,good,0,0,0,30.0,0,0.0,0,0
300294,1751,3800,20000169,K,kickoff,returned,0,0,0,71.0,38,33.0,0,0
300295,1755,200,19890146,P,punt,returned,1,0,0,48.0,1,47.0,0,0
300296,1763,3800,19940992,P,punt,out of bounds,1,0,0,50.0,0,50.0,0,0
300297,1776,200,20000555,K,kickoff,returned,0,0,0,65.0,24,41.0,0,0
300298,1780,750,19950056,P,punt,returned,0,0,0,45.0,10,35.0,0,0
300299,1784,200,19890146,P,punt,returned,0,0,0,45.0,8,37.0,0,0
300300,1795,200,20000555,K,xp,good,0,0,0,19.0,0,0.0,0,0
300301,1796,200,20000555,K,kickoff,returned,0,0,0,68.0,21,47.0,0,0
300302,1803,750,19950056,P,punt,returned,0,0,0,42.0,1,41.0,0,0
300303,1813,200,20000555,K,field goal,good,0,0,0,37.0,0,0.0,0,0
300304,1814,200,20000555,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300305,1827,750,19910098,K,xp,good,0,0,0,19.0,0,0.0,0,0
300306,1828,750,19910098,K,kickoff,returned,0,0,0,60.0,49,11.0,0,0
300307,1834,200,20000555,K,field goal,missed,0,0,0,45.0,0,45.0,0,0
300308,1849,750,19910098,K,field goal,good,0,0,0,21.0,0,0.0,0,0
300309,1850,750,19910098,K,kickoff,returned,0,0,0,64.0,32,32.0,0,0
300310,1854,750,19910098,K,kickoff,returned,0,0,0,65.0,24,41.0,0,0
300311,1871,200,20000555,K,xp,good,0,0,0,19.0,0,0.0,0,0
300312,1872,200,20000555,K,kickoff,returned,0,0,0,60.0,13,47.0,0,0
300313,1876,750,19950056,P,punt,returned,0,0,0,58.0,34,24.0,0,0
300314,1883,200,20000555,K,xp,good,0,0,0,19.0,0,0.0,0,0
300315,1884,200,20000555,K,kickoff,returned,0,0,0,61.0,14,47.0,0,0
300316,1900,750,19910098,K,xp,good,0,0,0,19.0,0,0.0,0,0
300317,1901,750,19910098,K,kickoff,returned,0,0,0,64.0,17,47.0,0,0
300318,1905,200,19890146,P,punt,returned,0,0,0,41.0,0,41.0,0,0
300319,1908,750,19910098,K,xp,good,0,0,0,19.0,0,0.0,0,0
300320,1909,750,19910098,K,kickoff,returned,0,0,0,54.0,48,6.0,0,0
300321,1923,750,19910098,K,xp,good,0,0,0,19.0,0,0.0,0,0
300322,1924,750,19910098,K,kickoff,returned,0,0,0,59.0,18,41.0,0,0
300323,1934,200,20000555,K,xp,good,0,0,0,19.0,0,0.0,0,0
300324,1935,200,20000555,K,kickoff,touchback,0,0,0,70.0,0,50.0,0,0
300325,1941,200,20000555,K,kickoff,returned,1,0,0,67.0,16,51.0,0,0
300326,1947,200,20000555,K,field goal,good,0,0,0,38.0,0,0.0,0,0
300327,1948,920,20000538,K,kickoff,returned,1,0,0,65.0,12,53.0,0,0
300328,1953,200,20000555,K,xp,good,0,0,0,19.0,0,0.0,0,0
300329,1954,200,20000555,K,kickoff,returned,0,0,0,60.0,21,39.0,0,0
300330,1965,200,20000555,K,field goal,good,0,0,0,26.0,0,0.0,0,0
300331,1966,200,20000555,K,kickoff,returned,0,0,0,64.0,15,49.0,0,0
300332,1973,920,20040717,P,punt,downed,1,0,0,57.0,0,57.0,0,0
300333,1980,200,19890146,P,punt,returned,0,0,0,44.0,0,44.0,0,0
300334,1984,920,20040717,P,punt,out of bounds,0,0,0,36.0,0,36.0,0,0
300335,1988,200,19890146,P,punt,out of bounds,1,0,0,44.0,0,44.0,0,0
