penaltyId,playId,teamId,playerId,penaltyPosition,penaltyDescrip,penaltyYds,penaltyResult
700102.0,1040.0,4600.0,20010040.0,CB,Illegal Contact,5.0,enforced
700103.0,1059.0,3800.0,20040100.0,OC,Offensive Holding,10.0,enforced
700104.0,1066.0,3800.0,20010002.0,OG,False Start,5.0,enforced
700105.0,1067.0,4600.0,19990089.0,DE,Roughing the Passer,15.0,enforced
700106.0,1117.0,3800.0,20040064.0,DT,Leverage,4.0,enforced
700107.0,1122.0,3800.0,20010493.0,LB,Illegal Block Above the Waist,8.0,enforced
700108.0,1123.0,4500.0,20010047.0,LB,Face Mask (15 Yards),15.0,enforced
700109.0,1139.0,3800.0,19990132.0,DE,Encroachment,5.0,enforced
700110.0,1177.0,3800.0,20010490.0,WR,Illegal Use of Hands,10.0,enforced
700111.0,1181.0,4500.0,20020653.0,S,Offensive Holding,10.0,enforced
700112.0,1186.0,3800.0,19970057.0,LB,Unnecessary Roughness,15.0,enforced
700113.0,1192.0,3800.0,19970086.0,DE,Defensive Offside,5.0,enforced
700114.0,1206.0,4500.0,20010184.0,DT,Roughing the Passer,15.0,enforced
700115.0,1226.0,3800.0,19990145.0,OG,False Start,5.0,enforced
700116.0,1237.0,3800.0,20030070.0,LB,Running Into the Kicker,5.0,enforced
700117.0,1239.0,4500.0,20020239.0,OG,False Start,5.0,enforced
700118.0,1256.0,3800.0,19990021.0,OT,False Start,4.0,enforced
700119.0,1258.0,4500.0,19940007.0,DT,Encroachment,5.0,enforced
700120.0,1264.0,4500.0,19950054.0,OT,Offensive Holding,10.0,enforced
700121.0,1274.0,4500.0,20010224.0,TE,Offensive Holding,10.0,enforced
700122.0,1300.0,3800.0,20040003.0,WR,Personal Foul,16.0,enforced
700123.0,1310.0,3800.0,20020619.0,S,Offensive Holding,11.0,enforced
700124.0,1350.0,2510.0,20000543.0,OG,False Start,5.0,enforced
700125.0,1368.0,3800.0,20010482.0,S,Defensive Pass Interference,15.0,enforced
700126.0,1371.0,3800.0,19970086.0,DE,Defensive Offside,5.0,enforced
700127.0,1380.0,2510.0,19990025.0,CB,Taunting,15.0,enforced
700128.0,1383.0,3800.0,20010002.0,OG,Offensive Holding,10.0,enforced
700129.0,1386.0,2510.0,19980065.0,DE,Defensive Offside,5.0,enforced
700130.0,1388.0,2510.0,19990068.0,S,Illegal Block Above the Waist,10.0,enforced
700131.0,1395.0,2510.0,20020064.0,CB,Defensive Holding,5.0,enforced
700132.0,1399.0,3800.0,20020081.0,QB,Delay of Game,5.0,enforced
700133.0,1428.0,2510.0,19980065.0,DE,Roughing the Passer,15.0,enforced
700134.0,1432.0,3800.0,19970045.0,TE,False Start,5.0,enforced
700135.0,1439.0,2510.0,20000543.0,OG,Offensive Holding,9.0,enforced
700136.0,1442.0,2510.0,19940033.0,WR,Illegal Shift,5.0,enforced
700137.0,1453.0,2510.0,19970001.0,OT,False Start,5.0,enforced
700138.0,1463.0,4900.0,19940019.0,OT,False Start,5.0,enforced
700139.0,1465.0,4900.0,19990018.0,OG,False Start,5.0,enforced
700140.0,1484.0,4900.0,19920403.0,OT,Illegal Formation,5.0,enforced
700141.0,1485.0,3800.0,19970086.0,DE,Neutral Zone Infraction,5.0,enforced
700142.0,1492.0,3800.0,19980036.0,OT,Offensive Holding,5.0,enforced
700143.0,1498.0,3800.0,20010493.0,LB,Offensive Holding,10.0,enforced
700144.0,1517.0,3800.0,20030177.0,OT,Offensive Holding,10.0,enforced
700145.0,1527.0,3800.0,19970183.0,CB,Offensive Holding,10.0,enforced
700146.0,1531.0,4900.0,20010084.0,S,Defensive 12 On-field,5.0,enforced
700147.0,1534.0,4900.0,19990113.0,S,Taunting,15.0,enforced
700148.0,1538.0,4900.0,20010014.0,OT,Face Mask (15 Yards),15.0,enforced
700149.0,1551.0,3800.0,19970057.0,LB,False Start,5.0,enforced
700150.0,1565.0,3800.0,20030185.0,OT,False Start,5.0,enforced
700151.0,1572.0,4900.0,19990018.0,OG,False Start,5.0,enforced
700152.0,1576.0,3800.0,19980036.0,OT,Offensive Holding,10.0,enforced
700153.0,1601.0,4900.0,20040111.0,S,Illegal Block Above the Waist,8.0,enforced
700154.0,1622.0,3800.0,20040537.0,TE,False Start,5.0,enforced
700155.0,1627.0,3800.0,20020081.0,QB,Delay of Game,5.0,enforced
700156.0,1633.0,3800.0,19980036.0,OT,False Start,5.0,enforced
700157.0,1651.0,200.0,19950181.0,DE,Defensive Offside,5.0,enforced
700158.0,1658.0,3800.0,20000091.0,CB,Defensive Holding,5.0,enforced
700159.0,1670.0,3800.0,20040033.0,OLB,Illegal Contact,5.0,enforced
700160.0,1683.0,3800.0,20010054.0,CB,Illegal Block Above the Waist,10.0,enforced
700161.0,1684.0,200.0,19950181.0,DE,Defensive Offside,5.0,enforced
700162.0,1685.0,3800.0,20040100.0,OC,Ineligible Downfield Pass,5.0,enforced
700163.0,1695.0,3800.0,20010482.0,S,Defensive Pass Interference,16.0,enforced
700164.0,1703.0,3800.0,20010482.0,S,Defensive Holding,5.0,enforced
700165.0,1713.0,200.0,19990030.0,DE,Defensive Offside,5.0,enforced
700166.0,1725.0,3800.0,19960446.0,LB,Face Mask (15 Yards),15.0,enforced
700167.0,1780.0,200.0,20020148.0,S,Illegal Block Above the Waist,10.0,enforced
700168.0,1807.0,750.0,20010011.0,LB,Personal Foul,15.0,enforced
700169.0,1810.0,200.0,20010219.0,OG,Offensive Holding,10.0,enforced
700170.0,1817.0,750.0,19920412.0,OT,False Start,5.0,enforced
700171.0,1830.0,750.0,20020073.0,LB,Illegal Contact,5.0,enforced
700172.0,1837.0,750.0,20000131.0,OG,Offensive Holding,10.0,enforced
700173.0,1858.0,200.0,20020244.0,OT,False Start,5.0,enforced
700174.0,1859.0,750.0,19990038.0,DE,Defensive Offside,5.0,enforced
700175.0,1867.0,200.0,20040029.0,WR,Taunting,15.0,enforced
700176.0,1913.0,200.0,20010001.0,QB,Intentional Grounding,16.0,enforced
700177.0,1931.0,200.0,19970421.0,TE,Offensive Holding,10.0,enforced
700178.0,1938.0,750.0,20030008.0,OT,False Start,5.0,enforced
700179.0,1961.0,200.0,20000069.0,WR,Illegal Formation,5.0,declined
700180.0,1976.0,200.0,19980047.0,OT,Illegal Use of Hands,8.0,enforced
700182.0,1992.0,200.0,20040008.0,CB,Illegal Block Above the Waist,10.0,enforced
700183.0,2015.0,920.0,20000061.0,OG,Offensive Holding,10.0,enforced
700184.0,2016.0,920.0,19940076.0,OC,False Start,5.0,enforced
700185.0,2025.0,920.0,20010476.0,S,Illegal Block Above the Waist,4.0,enforced
700186.0,2029.0,200.0,20040759.0,RB,Illegal Block Above the Waist,10.0,enforced
700187.0,2034.0,200.0,20000129.0,OG,Offensive Holding,10.0,enforced
700188.0,2035.0,920.0,19970156.0,DE,Roughing the Passer,15.0,enforced
700190.0,2059.0,200.0,20040636.0,LB,Roughing the Passer,15.0,enforced
700191.0,2064.0,920.0,20010204.0,WR,Illegal Motion,5.0,enforced
700193.0,2070.0,200.0,20000069.0,WR,Illegal Block Above the Waist,10.0,enforced
700194.0,2074.0,920.0,20030255.0,WR,Offensive Holding,10.0,enforced
700195.0,2101.0,920.0,20000157.0,TE,Offensive Holding,10.0,enforced
700196.0,2116.0,920.0,19960412.0,QB,Intentional Grounding,10.0,enforced
700197.0,2117.0,200.0,20040549.0,DE,Roughing the Passer,12.0,enforced
700198.0,2120.0,920.0,20030255.0,WR,Offensive Pass Interference,10.0,enforced
700199.0,2136.0,1540.0,19990017.0,OG,False Start,5.0,enforced
700200.0,2162.0,1540.0,20030137.0,S,Delay of Game,5.0,enforced
700201.0,2174.0,1540.0,20040037.0,LB,Illegal Contact,5.0,enforced
700202.0,2176.0,1540.0,19910020.0,DT,Encroachment,5.0,enforced
700203.0,2210.0,1540.0,20000020.0,OT,False Start,5.0,enforced
700204.0,2216.0,200.0,19980012.0,LB,Face Mask (15 Yards),15.0,enforced
700205.0,2220.0,1540.0,19980048.0,TE,Illegal Motion,5.0,enforced
700206.0,2228.0,200.0,20020446.0,DE,Face Mask (15 Yards),15.0,enforced
700207.0,2233.0,200.0,19970198.0,DT,Face Mask (5 Yards),5.0,enforced
700208.0,2236.0,200.0,20010102.0,LB,Defensive Holding,3.0,enforced
700209.0,2241.0,1540.0,20010425.0,LB,Personal Foul,15.0,enforced
700210.0,2252.0,1540.0,19990124.0,LB,Personal Foul,10.0,enforced
700211.0,2256.0,200.0,20030246.0,S,Illegal Block Above the Waist,10.0,enforced
700212.0,2259.0,1540.0,20010061.0,DT,Defensive Offside,5.0,enforced
700213.0,2261.0,200.0,20010099.0,OG,Illegal Use of Hands,10.0,enforced
700214.0,2262.0,1540.0,20000517.0,DE,Neutral Zone Infraction,5.0,enforced
700215.0,2264.0,200.0,19980047.0,OT,Offensive Holding,10.0,enforced
700216.0,2272.0,1540.0,20010050.0,OC,Offensive Holding,10.0,enforced
700217.0,2273.0,1540.0,20010018.0,OT,False Start,5.0,enforced
700218.0,2275.0,200.0,19990153.0,DT,Defensive Offside,6.0,enforced
700219.0,2295.0,200.0,20020244.0,OT,False Start,5.0,enforced
700220.0,2304.0,200.0,19970198.0,DT,Encroachment,5.0,enforced
700221.0,2320.0,3000.0,19980207.0,OG,False Start,5.0,enforced
700222.0,2327.0,3000.0,19970435.0,OC,Offensive Holding,10.0,enforced
700223.0,2337.0,200.0,20010035.0,TE,Offensive Offside,5.0,enforced
700225.0,2356.0,200.0,19990237.0,OC,Offensive Holding,10.0,enforced
700227.0,2369.0,3000.0,20040713.0,RB,Illegal Use of Hands,9.0,enforced
700228.0,2373.0,3000.0,19980492.0,OC,Personal Foul,15.0,enforced
700229.0,2376.0,200.0,20030447.0,S,Offensive Holding,10.0,enforced
700230.0,2385.0,3000.0,20000125.0,CB,Defensive Holding,3.0,enforced
700231.0,2393.0,3000.0,19990009.0,LB,Offensive Holding,10.0,enforced
700232.0,2395.0,3000.0,20020109.0,P,Delay of Game,5.0,enforced
700233.0,2407.0,200.0,20030447.0,S,Illegal Use of Hands,5.0,enforced
700234.0,2409.0,3000.0,20040115.0,OT,Offensive Holding,10.0,enforced
700235.0,2422.0,200.0,20040759.0,RB,Offside on Free Kick,5.0,enforced
700236.0,2424.0,200.0,20040101.0,LB,Illegal Contact,5.0,enforced
700237.0,2438.0,3000.0,20040711.0,TE,Illegal Block Above the Waist,10.0,enforced
700238.0,2457.0,3300.0,19960135.0,WR,False Start,5.0,enforced
700239.0,2459.0,200.0,20030246.0,S,Illegal Block Above the Waist,10.0,enforced
700240.0,2472.0,3300.0,19980027.0,OT,False Start,5.0,enforced
700241.0,2475.0,3300.0,20030102.0,OG,False Start,5.0,enforced
700242.0,2483.0,200.0,19990053.0,WR,Offensive Pass Interference,10.0,enforced
700243.0,2524.0,3300.0,20000033.0,DE,Defensive Offside,5.0,enforced
700244.0,2528.0,200.0,19960118.0,FB,Illegal Block Above the Waist,10.0,enforced
700245.0,2532.0,3300.0,19990494.0,OG,False Start,5.0,enforced
700246.0,2544.0,200.0,19960070.0,DE,Defensive Offside,6.0,enforced
700247.0,2558.0,200.0,20040101.0,LB,Neutral Zone Infraction,5.0,enforced
700248.0,2613.0,200.0,19970438.0,CB,Defensive Holding,5.0,enforced
700249.0,2629.0,200.0,20040029.0,WR,Illegal Use of Hands,5.0,enforced
700250.0,2632.0,200.0,19990030.0,DE,Defensive Offside,5.0,enforced
700251.0,2648.0,200.0,19990053.0,WR,Offensive Pass Interference,10.0,enforced
700252.0,2655.0,200.0,20030246.0,S,Illegal Block Above the Waist,10.0,enforced
700253.0,2661.0,2520.0,20040673.0,DT,Defensive Offside,5.0,enforced
700254.0,2663.0,200.0,20010440.0,WR,Player Out of Bounds on Punt,5.0,enforced
700255.0,2666.0,2520.0,19950005.0,QB,Delay of Game,5.0,enforced
700256.0,2682.0,2520.0,19980004.0,CB,Defensive Holding,5.0,enforced
700257.0,2691.0,2520.0,19970162.0,OG,False Start,5.0,enforced
700258.0,2697.0,2520.0,20040673.0,DT,Offensive Holding,9.0,enforced
700259.0,2701.0,2520.0,19980152.0,DE,Offside on Free Kick,5.0,enforced
700260.0,2705.0,200.0,20010099.0,OG,Chop Block,15.0,enforced
700261.0,2709.0,2520.0,19960401.0,FB,Roughing the Kicker,15.0,enforced
700262.0,2710.0,200.0,20020244.0,OT,Ineligible Downfield Pass,5.0,enforced
700263.0,2715.0,200.0,20010035.0,TE,Face Mask (15 Yards),15.0,enforced
700264.0,2721.0,2520.0,19980004.0,CB,Illegal Contact,5.0,enforced
700265.0,2732.0,2520.0,20040002.0,OT,False Start,5.0,enforced
700266.0,2754.0,200.0,20040142.0,DT,Defensive Offside,5.0,enforced
700267.0,2777.0,200.0,19960070.0,DE,Defensive Offside,5.0,enforced
700268.0,2779.0,4400.0,20030584.0,WR,False Start,5.0,enforced
700269.0,2781.0,4400.0,19960066.0,OT,Illegal Shift,5.0,enforced
700270.0,2797.0,4400.0,20030062.0,S,Illegal Contact,5.0,enforced
700271.0,2805.0,200.0,20010400.0,DT,Neutral Zone Infraction,5.0,enforced
700272.0,2808.0,4400.0,20030046.0,CB,Illegal Bat,10.0,declined
700273.0,2819.0,4400.0,20020966.0,DT,Neutral Zone Infraction,5.0,enforced
700274.0,2836.0,200.0,19960070.0,DE,Roughing the Passer,6.0,enforced
700275.0,2856.0,200.0,20010219.0,OG,Offensive Holding,10.0,enforced
700276.0,2866.0,4400.0,20010032.0,QB,False Start,4.0,enforced
700277.0,2874.0,4400.0,20020513.0,OC,Offensive Holding,10.0,enforced
700278.0,2875.0,4400.0,20020558.0,WR,Illegal Crackback,15.0,enforced
700279.0,2888.0,4400.0,20030584.0,WR,Offensive Holding,10.0,enforced
700280.0,2897.0,4400.0,20020039.0,OG,False Start,5.0,enforced
700281.0,2902.0,4400.0,20010139.0,LB,Face Mask (5 Yards),5.0,enforced
700282.0,2927.0,200.0,20010035.0,TE,False Start,5.0,enforced
700283.0,2934.0,2510.0,19960413.0,OT,Ineligible Downfield Pass,5.0,enforced
700284.0,2938.0,200.0,19960063.0,CB,Offensive Holding,10.0,enforced
700285.0,2951.0,2510.0,20010129.0,TE,False Start,5.0,enforced
700286.0,2969.0,2510.0,20000453.0,FB,Offensive Holding,10.0,enforced
700287.0,2970.0,2510.0,19970106.0,OG,False Start,5.0,enforced
700288.0,2974.0,200.0,19990065.0,S,Illegal Contact,5.0,enforced
700289.0,2975.0,200.0,19950181.0,DE,Defensive Holding,5.0,enforced
700290.0,2978.0,2510.0,19980040.0,TE,Illegal Motion,5.0,enforced
700291.0,2983.0,2510.0,19970001.0,OT,Offensive Holding,10.0,enforced
700292.0,3002.0,2510.0,20000453.0,FB,Offensive Holding,10.0,enforced
700293.0,3016.0,200.0,20010001.0,QB,Intentional Grounding,11.0,enforced
700294.0,3022.0,2510.0,19950230.0,OG,False Start,5.0,enforced
700295.0,3043.0,2510.0,20040024.0,RB,Taunting,10.0,enforced
700296.0,3050.0,200.0,20010035.0,TE,Taunting,15.0,enforced
700297.0,3063.0,2510.0,19960413.0,OT,Face Mask (15 Yards),10.0,enforced
700298.0,3088.0,2510.0,19990248.0,DE,Defensive Offside,5.0,enforced
700299.0,3113.0,200.0,20010099.0,OG,Offensive Holding,10.0,enforced
700300.0,3136.0,200.0,19970421.0,TE,False Start,5.0,enforced
700301.0,3147.0,2510.0,19970001.0,OT,False Start,6.0,enforced
700302.0,3169.0,2510.0,20030106.0,WR,Offensive Pass Interference,10.0,enforced
700303.0,3181.0,200.0,19970421.0,TE,Offensive Holding,7.0,enforced
700304.0,3204.0,200.0,20020244.0,OT,Offensive Holding,10.0,enforced
700305.0,3219.0,2510.0,20040238.0,OC,False Start,5.0,enforced
700306.0,3234.0,4900.0,20030168.0,OG,False Start,5.0,enforced
700307.0,3235.0,4900.0,19990018.0,OG,False Start,5.0,enforced
700308.0,3244.0,4900.0,20020157.0,S,Roughing the Passer,2.0,enforced
700309.0,3256.0,4900.0,19960003.0,DE,Face Mask (15 Yards),15.0,enforced
700310.0,3265.0,4900.0,20000180.0,CB,Defensive Pass Interference,3.0,enforced
700311.0,3269.0,4900.0,20040111.0,S,Offensive Holding,10.0,enforced
700312.0,3274.0,200.0,19950181.0,DE,Encroachment,5.0,enforced
700313.0,3288.0,4900.0,19920403.0,OT,False Start,5.0,enforced
700314.0,3293.0,4900.0,19950028.0,LB,Encroachment,5.0,enforced
700315.0,3309.0,200.0,19990065.0,S,Face Mask (15 Yards),15.0,enforced
700316.0,3320.0,200.0,20030055.0,S,Defensive Pass Interference,8.0,enforced
700317.0,3324.0,4900.0,20030451.0,TE,False Start,5.0,enforced
700318.0,3335.0,4900.0,20000051.0,OG,Offensive Holding,10.0,enforced
700319.0,3337.0,200.0,20040186.0,S,Offensive Holding,7.0,enforced
700320.0,3342.0,4900.0,19920403.0,OT,False Start,5.0,enforced
700321.0,3343.0,200.0,19960070.0,DE,Defensive Offside,5.0,enforced
700322.0,3366.0,4900.0,20010014.0,OT,Offensive Holding,10.0,enforced
700323.0,3374.0,200.0,20010099.0,OG,False Start,5.0,enforced
700324.0,3381.0,4900.0,19950028.0,LB,Encroachment,3.0,enforced
700325.0,3386.0,200.0,20020148.0,S,Ineligible Downfield Kick,5.0,enforced
700326.0,3393.0,200.0,20000129.0,OG,Offensive Holding,10.0,enforced
700327.0,3395.0,325.0,19950055.0,CB,Defensive Holding,5.0,enforced
700328.0,3416.0,325.0,19960229.0,OT,False Start,5.0,enforced
700329.0,3422.0,200.0,20010099.0,OG,Offensive Holding,10.0,enforced
700330.0,3423.0,200.0,20020116.0,OG,Illegal Use of Hands,10.0,enforced
700331.0,3436.0,200.0,20030055.0,S,Defensive Holding,5.0,enforced
700333.0,3458.0,200.0,20000069.0,WR,Illegal Formation,5.0,enforced
700334.0,3472.0,200.0,20040101.0,LB,Defensive Pass Interference,6.0,enforced
700335.0,3475.0,200.0,20030757.0,CB,Defensive Holding,5.0,enforced
700336.0,3479.0,200.0,20040621.0,CB,Defensive Pass Interference,29.0,enforced
700337.0,3482.0,325.0,20010533.0,TE,Unsportsmanlike Conduct,15.0,enforced
700338.0,3507.0,200.0,20040101.0,LB,Defensive Holding,5.0,enforced
700339.0,3509.0,325.0,20040602.0,OC,Offensive Holding,10.0,enforced
700340.0,3512.0,325.0,20020123.0,WR,Offensive Holding,10.0,enforced
700341.0,3515.0,200.0,20040029.0,WR,Offensive Pass Interference,10.0,enforced
700342.0,3549.0,610.0,20020004.0,OT,False Start,5.0,enforced
700343.0,3561.0,610.0,19980417.0,LB,Roughing the Passer,15.0,enforced
700345.0,3617.0,325.0,20020209.0,S,Illegal Contact,5.0,enforced
700346.0,3620.0,610.0,19990447.0,TE,Offensive Holding,10.0,enforced
700347.0,3627.0,325.0,20000525.0,OG,False Start,5.0,enforced
700348.0,3653.0,610.0,20020564.0,RB,Running Into the Kicker,5.0,enforced
700349.0,3681.0,325.0,19960026.0,LB,Illegal Block Above the Waist,10.0,enforced
700350.0,3686.0,325.0,20020052.0,DE,Encroachment,5.0,enforced
700351.0,3725.0,325.0,19960229.0,OT,False Start,5.0,enforced
700352.0,3731.0,920.0,20010147.0,TE,Illegal Touch Pass,5.0,enforced
700353.0,3740.0,920.0,20020422.0,CB,Offensive Holding,10.0,enforced
700354.0,3776.0,325.0,20010533.0,TE,Illegal Block Above the Waist,10.0,enforced
700355.0,3832.0,920.0,20030001.0,QB,Intentional Grounding,10.0,enforced
700356.0,3836.0,920.0,20010204.0,WR,Unsportsmanlike Conduct,15.0,enforced
700357.0,3843.0,920.0,19960044.0,CB,Illegal Contact,5.0,enforced
700358.0,3848.0,325.0,20010092.0,OG,Offensive Holding,10.0,enforced
700360.0,3868.0,1050.0,19990243.0,OL,False Start,5.0,enforced
700361.0,3875.0,1050.0,19970017.0,DL,Roughing the Passer,15.0,enforced
700362.0,3882.0,1050.0,19990243.0,OL,False Start,5.0,enforced
700363.0,3888.0,325.0,19960229.0,OT,False Start,5.0,enforced
700364.0,3891.0,1050.0,20020016.0,RB,False Start,5.0,enforced
700365.0,3900.0,1050.0,20020076.0,OL,False Start,5.0,enforced
