officialPartId,officialId,officialName,officialPosition,gameId
47917.0,1584,Roddy Ames,Replay Official,57977.0
47965.0,1584,Roddy Ames,Replay Official,57982.0
48135.0,1584,Roddy Ames,Replay Official,58004.0
48155.0,1584,Roddy Ames,Replay Official,58013.0
48431.0,1584,Roddy Ames,Replay Official,58039.0
48575.0,1584,Roddy Ames,Replay Official,58056.0
48642.0,1584,Roddy Ames,Replay Official,58064.0
48728.0,1584,Roddy Ames,Replay Official,58076.0
48940.0,1584,Roddy Ames,Replay Official,58104.0
48993.0,1584,Roddy Ames,Replay Official,58114.0
49123.0,1584,Roddy Ames,Replay Official,58134.0
49226.0,1584,Roddy Ames,Replay Official,58154.0
10098.0,1004,Hendi Ancich,Replay Assistant,26920.0
10203.0,1004,Hendi Ancich,Replay Assistant,26938.0
10281.0,1004,Hendi Ancich,Replay Assistant,26944.0
10381.0,1004,Hendi Ancich,Replay Assistant,26958.0
10560.0,1004,Hendi Ancich,Replay Assistant,26980.0
10757.0,1004,Hendi Ancich,Replay Assistant,27003.0
10879.0,1004,Hendi Ancich,Replay Assistant,27012.0
10993.0,1004,Hendi Ancich,Replay Assistant,27033.0
11138.0,1004,Hendi Ancich,Replay Assistant,27048.0
11168.0,1004,Hendi Ancich,Replay Assistant,27067.0
11357.0,1004,Hendi Ancich,Replay Assistant,27082.0
11511.0,1004,Hendi Ancich,Replay Assistant,27094.0
11676.0,1004,Hendi Ancich,Replay Assistant,27118.0
11936.0,1004,Hendi Ancich,Replay Assistant,27148.0
11984.0,1004,Hendi Ancich,Replay Assistant,27161.0
12221.0,1004,Hendi Ancich,Replay Assistant,28537.0
12366.0,1004,Hendi Ancich,Replay Assistant,28553.0
12471.0,1004,Hendi Ancich,Replay Assistant,28562.0
12672.0,1004,Hendi Ancich,Replay Assistant,28573.0
12773.0,1004,Hendi Ancich,Replay Assistant,28596.0
13178.0,1004,Hendi Ancich,Replay Assistant,28640.0
13266.0,1004,Hendi Ancich,Replay Assistant,28651.0
13330.0,1004,Hendi Ancich,Replay Assistant,28658.0
13462.0,1004,Hendi Ancich,Replay Assistant,28670.0
13577.0,1004,Hendi Ancich,Replay Assistant,28685.0
13833.0,1004,Hendi Ancich,Video Operator,28708.0
13861.0,1004,Hendi Ancich,Replay Assistant,28728.0
14147.0,1004,Hendi Ancich,Replay Assistant,28750.0
14557.0,1004,Hendi Ancich,Replay Assistant,28866.0
14703.0,1004,Hendi Ancich,Replay Assistant,28881.0
14844.0,1004,Hendi Ancich,Replay Assistant,28897.0
15040.0,1004,Hendi Ancich,Replay Assistant,28933.0
15229.0,1004,Hendi Ancich,Replay Assistant,28936.0
15371.0,1004,Hendi Ancich,Replay Assistant,28960.0
15393.0,1004,Hendi Ancich,Replay Assistant,28965.0
15503.0,1004,Hendi Ancich,Replay Assistant,28977.0
15690.0,1004,Hendi Ancich,Replay Assistant,29001.0
15827.0,1004,Hendi Ancich,Replay Assistant,29016.0
16031.0,1004,Hendi Ancich,Replay Assistant,29037.0
16307.0,1004,Hendi Ancich,Replay Assistant,29069.0
16680.0,1004,Hendi Ancich,Replay Assistant,29106.0
16898.0,1005,Barry Anderson,Side Judge,29204.0
17030.0,1005,Barry Anderson,Side Judge,29214.0
17144.0,1005,Barry Anderson,Side Judge,29233.0
17343.0,1005,Barry Anderson,Side Judge,29252.0
17439.0,1005,Barry Anderson,Side Judge,29260.0
17569.0,1005,Barry Anderson,Side Judge,29272.0
17817.0,1005,Barry Anderson,Side Judge,29307.0
17863.0,1005,Barry Anderson,Side Judge,29320.0
18046.0,1005,Barry Anderson,Side Judge,29337.0
18157.0,1005,Barry Anderson,Side Judge,29353.0
18334.0,1005,Barry Anderson,Side Judge,29369.0
18474.0,1005,Barry Anderson,Side Judge,29383.0
18632.0,1005,Barry Anderson,Side Judge,29402.0
18744.0,1005,Barry Anderson,Side Judge,29411.0
18877.0,1005,Barry Anderson,Side Judge,29421.0
18933.0,1005,Barry Anderson,Side Judge,29445.0
19183.0,1005,Barry Anderson,Side Judge,29540.0
19377.0,1005,Barry Anderson,Side Judge,29549.0
19413.0,1005,Barry Anderson,Side Judge,29570.0
19627.0,1005,Barry Anderson,Side Judge,29588.0
19678.0,1005,Barry Anderson,Side Judge,29596.0
19842.0,1005,Barry Anderson,Side Judge,29608.0
19893.0,1005,Barry Anderson,Side Judge,29621.0
19976.0,1005,Barry Anderson,Side Judge,29633.0
20264.0,1005,Barry Anderson,Side Judge,29659.0
20305.0,1005,Barry Anderson,Side Judge,29672.0
20499.0,1005,Barry Anderson,Side Judge,29702.0
20628.0,1005,Barry Anderson,Side Judge,29710.0
20796.0,1005,Barry Anderson,Side Judge,29727.0
20830.0,1005,Barry Anderson,Side Judge,29741.0
21102.0,1005,Barry Anderson,Side Judge,29770.0
21379.0,1005,Barry Anderson,Side Judge,54473.0
21468.0,1005,Barry Anderson,Side Judge,54485.0
21621.0,1005,Barry Anderson,Side Judge,54500.0
21734.0,1005,Barry Anderson,Side Judge,54522.0
21828.0,1005,Barry Anderson,Side Judge,54532.0
21977.0,1005,Barry Anderson,Side Judge,54547.0
22171.0,1005,Barry Anderson,Side Judge,54576.0
22307.0,1005,Barry Anderson,Side Judge,54584.0
22408.0,1005,Barry Anderson,Side Judge,54600.0
22541.0,1005,Barry Anderson,Side Judge,54618.0
22644.0,1005,Barry Anderson,Side Judge,54641.0
22809.0,1005,Barry Anderson,Side Judge,54644.0
23065.0,1005,Barry Anderson,Side Judge,54684.0
23189.0,1005,Barry Anderson,Side Judge,54693.0
23333.0,1005,Barry Anderson,Side Judge,54722.0
23346.0,1005,Barry Anderson,Side Judge,54804.0
24291.0,1005,Barry Anderson,Side Judge,54834.0
24444.0,1005,Barry Anderson,Side Judge,54847.0
24531.0,1005,Barry Anderson,Side Judge,54862.0
23454.0,1005,Barry Anderson,Side Judge,54872.0
23631.0,1005,Barry Anderson,Side Judge,54893.0
23690.0,1005,Barry Anderson,Side Judge,54897.0
23840.0,1005,Barry Anderson,Side Judge,54912.0
23942.0,1005,Barry Anderson,Side Judge,54930.0
24087.0,1005,Barry Anderson,Side Judge,54942.0
24591.0,1005,Barry Anderson,Side Judge,54960.0
24781.0,1005,Barry Anderson,Side Judge,54989.0
24946.0,1005,Barry Anderson,Side Judge,54995.0
25093.0,1005,Barry Anderson,Side Judge,55023.0
25231.0,1005,Barry Anderson,Side Judge,55040.0
25462.0,1005,Barry Anderson,Side Judge,55063.0
25546.0,1005,Barry Anderson,Side Judge,55159.0
26100.0,1005,Barry Anderson,Field Judge,55175.0
26312.0,1005,Barry Anderson,Field Judge,55184.0
26399.0,1005,Barry Anderson,Field Judge,55202.0
26547.0,1005,Barry Anderson,Field Judge,55225.0
26614.0,1005,Barry Anderson,Field Judge,55239.0
26796.0,1005,Barry Anderson,Field Judge,55262.0
26989.0,1005,Barry Anderson,Field Judge,55267.0
27022.0,1005,Barry Anderson,Field Judge,55288.0
27128.0,1005,Barry Anderson,Field Judge,55301.0
27336.0,1005,Barry Anderson,Field Judge,55321.0
27500.0,1005,Barry Anderson,Field Judge,55352.0
27676.0,1005,Barry Anderson,Field Judge,55366.0
27853.0,1005,Barry Anderson,Field Judge,55376.0
27988.0,1005,Barry Anderson,Field Judge,55403.0
28008.0,1005,Barry Anderson,Field Judge,55416.0
25666.0,1005,Barry Anderson,Field Judge,55434.0
25745.0,1005,Barry Anderson,Field Judge,55446.0
25838.0,1005,Barry Anderson,Field Judge,55455.0
26066.0,1005,Barry Anderson,Field Judge,55477.0
29189.0,1005,Barry Anderson,Field Judge,55564.0
29316.0,1005,Barry Anderson,Field Judge,55571.0
29445.0,1005,Barry Anderson,Field Judge,55594.0
29458.0,1005,Barry Anderson,Field Judge,55604.0
29613.0,1005,Barry Anderson,Field Judge,55618.0
29723.0,1005,Barry Anderson,Field Judge,55624.0
29889.0,1005,Barry Anderson,Field Judge,55650.0
30027.0,1005,Barry Anderson,Field Judge,55674.0
30174.0,1005,Barry Anderson,Field Judge,55694.0
30357.0,1005,Barry Anderson,Field Judge,55708.0
30416.0,1005,Barry Anderson,Field Judge,55717.0
30628.0,1005,Barry Anderson,Field Judge,55734.0
30739.0,1005,Barry Anderson,Field Judge,55759.0
30821.0,1005,Barry Anderson,Field Judge,55832.0
31485.0,1005,Barry Anderson,Field Judge,55839.0
31610.0,1005,Barry Anderson,Field Judge,55859.0
31644.0,1005,Barry Anderson,Field Judge,55875.0
31770.0,1005,Barry Anderson,Field Judge,55885.0
31900.0,1005,Barry Anderson,Field Judge,55911.0
32070.0,1005,Barry Anderson,Field Judge,55923.0
32150.0,1005,Barry Anderson,Field Judge,55940.0
32371.0,1005,Barry Anderson,Field Judge,55960.0
32554.0,1005,Barry Anderson,Field Judge,55983.0
32648.0,1005,Barry Anderson,Field Judge,55989.0
32697.0,1005,Barry Anderson,Field Judge,56000.0
32867.0,1005,Barry Anderson,Field Judge,56027.0
33029.0,1005,Barry Anderson,Field Judge,56031.0
33053.0,1005,Barry Anderson,Field Judge,56047.0
33322.0,1005,Barry Anderson,Field Judge,56092.0
30991.0,1005,Barry Anderson,Field Judge,56109.0
31226.0,1005,Barry Anderson,Field Judge,56136.0
31345.0,1005,Barry Anderson,Field Judge,56145.0
34109.0,1005,Barry Anderson,Field Judge,56175.0
34199.0,1005,Barry Anderson,Field Judge,56194.0
34391.0,1005,Barry Anderson,Field Judge,56216.0
34493.0,1005,Barry Anderson,Field Judge,56227.0
34542.0,1005,Barry Anderson,Field Judge,56242.0
34648.0,1005,Barry Anderson,Field Judge,56246.0
34917.0,1005,Barry Anderson,Field Judge,56287.0
35020.0,1005,Barry Anderson,Field Judge,56292.0
35160.0,1005,Barry Anderson,Field Judge,56313.0
35280.0,1005,Barry Anderson,Field Judge,56319.0
35567.0,1005,Barry Anderson,Field Judge,56361.0
35672.0,1005,Barry Anderson,Field Judge,56373.0
35729.0,1005,Barry Anderson,Field Judge,56382.0
35857.0,1005,Barry Anderson,Field Judge,56403.0
36058.0,1005,Barry Anderson,Field Judge,56425.0
33583.0,1005,Barry Anderson,Field Judge,56436.0
33745.0,1005,Barry Anderson,Referee,56451.0
33809.0,1005,Barry Anderson,Field Judge,56461.0
33906.0,1005,Barry Anderson,Field Judge,56484.0
36101.0,1005,Barry Anderson,Field Judge,56494.0
36793.0,1005,Barry Anderson,Umpire,56513.0
36831.0,1005,Barry Anderson,Umpire,56533.0
37008.0,1005,Barry Anderson,Umpire,56543.0
37129.0,1005,Barry Anderson,Umpire,56558.0
37294.0,1005,Barry Anderson,Umpire,56575.0
37307.0,1005,Barry Anderson,Umpire,56580.0
37590.0,1005,Barry Anderson,Umpire,56611.0
37662.0,1005,Barry Anderson,Umpire,56624.0
37797.0,1005,Barry Anderson,Umpire,56645.0
37962.0,1005,Barry Anderson,Umpire,56662.0
38184.0,1005,Barry Anderson,Umpire,56689.0
38231.0,1005,Barry Anderson,Umpire,56695.0
38394.0,1005,Barry Anderson,Umpire,56722.0
38599.0,1005,Barry Anderson,Umpire,56733.0
38723.0,1005,Barry Anderson,Umpire,56755.0
36264.0,1005,Barry Anderson,Umpire,56768.0
36387.0,1005,Barry Anderson,Referee,56783.0
36557.0,1005,Barry Anderson,Umpire,56807.0
36657.0,1005,Barry Anderson,Umpire,56815.0
38876.0,1005,Barry Anderson,Umpire,56848.0
39045.0,1005,Barry Anderson,Umpire,56862.0
39083.0,1005,Barry Anderson,Umpire,56874.0
39212.0,1005,Barry Anderson,Umpire,56893.0
39452.0,1005,Barry Anderson,Umpire,56915.0
39498.0,1005,Barry Anderson,Umpire,56929.0
39711.0,1005,Barry Anderson,Umpire,56947.0
39920.0,1005,Barry Anderson,Umpire,56969.0
39959.0,1005,Barry Anderson,Umpire,56978.0
40268.0,1005,Barry Anderson,Umpire,57014.0
40474.0,1005,Barry Anderson,Umpire,57039.0
40565.0,1005,Barry Anderson,Umpire,57056.0
40635.0,1005,Barry Anderson,Umpire,57063.0
40802.0,1005,Barry Anderson,Umpire,57084.0
40986.0,1005,Barry Anderson,Umpire,57104.0
41064.0,1005,Barry Anderson,Umpire,57111.0
41222.0,1005,Barry Anderson,Umpire,57126.0
41384.0,1005,Barry Anderson,Umpire,57154.0
41406.0,1005,Barry Anderson,Umpire,57159.0
41580.0,1005,Barry Anderson,Umpire,57181.0
41677.0,1005,Barry Anderson,Umpire,57198.0
41762.0,1005,Barry Anderson,Umpire,57212.0
41893.0,1005,Barry Anderson,Referee,57223.0
41939.0,1005,Barry Anderson,Umpire,57233.0
42008.0,1005,Barry Anderson,Umpire,57238.0
42126.0,1005,Barry Anderson,Umpire,57256.0
42357.0,1005,Barry Anderson,Umpire,57281.0
42376.0,1005,Barry Anderson,Umpire,57294.0
42549.0,1005,Barry Anderson,Umpire,57301.0
42717.0,1005,Barry Anderson,Umpire,57326.0
42915.0,1005,Barry Anderson,Umpire,57347.0
42976.0,1005,Barry Anderson,Umpire,57362.0
43165.0,1005,Barry Anderson,Umpire,57390.0
43393.0,1005,Barry Anderson,Umpire,57410.0
43554.0,1005,Barry Anderson,Umpire,57438.0
43691.0,1005,Barry Anderson,Umpire,57446.0
43866.0,1005,Barry Anderson,Umpire,57464.0
44023.0,1005,Barry Anderson,Umpire,57479.0
44096.0,1005,Barry Anderson,Umpire,57496.0
44147.0,1005,Barry Anderson,Umpire,57516.0
44277.0,1005,Barry Anderson,Umpire,57519.0
44511.0,1005,Barry Anderson,Umpire,57549.0
44501.0,1005,Barry Anderson,Umpire,57550.0
44598.0,1005,Barry Anderson,Umpire,57560.0
44666.0,1005,Barry Anderson,Umpire,57580.0
44846.0,1005,Barry Anderson,Umpire,57596.0
44968.0,1005,Barry Anderson,Umpire,57612.0
45078.0,1005,Barry Anderson,Umpire,57620.0
45263.0,1005,Barry Anderson,Umpire,57644.0
45341.0,1005,Barry Anderson,Umpire,57657.0
45544.0,1005,Barry Anderson,Umpire,57682.0
45613.0,1005,Barry Anderson,Umpire,57688.0
45799.0,1005,Barry Anderson,Umpire,57707.0
45913.0,1005,Barry Anderson,Umpire,57725.0
46094.0,1005,Barry Anderson,Umpire,57753.0
46240.0,1005,Barry Anderson,Umpire,57768.0
46395.0,1005,Barry Anderson,Umpire,57783.0
46553.0,1005,Barry Anderson,Umpire,57806.0
46602.0,1005,Barry Anderson,Umpire,57816.0
46741.0,1005,Barry Anderson,Umpire,57830.0
46871.0,1005,Barry Anderson,Umpire,57851.0
46958.0,1005,Barry Anderson,Umpire,57862.0
47093.0,1005,Barry Anderson,Umpire,57882.0
47177.0,1005,Barry Anderson,Umpire,57885.0
47277.0,1005,Barry Anderson,Umpire,57888.0
47379.0,1005,Barry Anderson,Umpire,57902.0
47437.0,1005,Barry Anderson,Umpire,57930.0
47721.0,1005,Barry Anderson,Umpire,57959.0
47813.0,1005,Barry Anderson,Umpire,57967.0
47926.0,1005,Barry Anderson,Umpire,57978.0
48115.0,1005,Barry Anderson,Umpire,58003.0
48168.0,1005,Barry Anderson,Umpire,58012.0
48310.0,1005,Barry Anderson,Umpire,58028.0
48408.0,1005,Barry Anderson,Umpire,58040.0
48587.0,1005,Barry Anderson,Umpire,58061.0
48808.0,1005,Barry Anderson,Umpire,58079.0
48978.0,1005,Barry Anderson,Umpire,58118.0
49157.0,1005,Barry Anderson,Umpire,58132.0
49278.0,1005,Barry Anderson,Umpire,58147.0
49393.0,1005,Barry Anderson,Umpire,58161.0
49429.0,1005,Barry Anderson,Umpire,58167.0
10030.0,1006,Walt Anderson,Referee,26917.0
10142.0,1006,Walt Anderson,Referee,26939.0
10436.0,1006,Walt Anderson,Referee,26960.0
10568.0,1006,Walt Anderson,Referee,26979.0
10657.0,1006,Walt Anderson,Referee,26983.0
10764.0,1006,Walt Anderson,Referee,27006.0
10980.0,1006,Walt Anderson,Referee,27026.0
11092.0,1006,Walt Anderson,Referee,27046.0
11197.0,1006,Walt Anderson,Referee,27066.0
11364.0,1006,Walt Anderson,Referee,27079.0
11462.0,1006,Walt Anderson,Referee,27085.0
11581.0,1006,Walt Anderson,Referee,27111.0
11800.0,1006,Walt Anderson,Referee,27132.0
11897.0,1006,Walt Anderson,Referee,27138.0
12075.0,1006,Walt Anderson,Referee,27159.0
12106.0,1006,Walt Anderson,Referee,27236.0
12162.0,1006,Walt Anderson,Referee,27242.0
12387.0,1006,Walt Anderson,Referee,28541.0
12479.0,1006,Walt Anderson,Referee,28569.0
12635.0,1006,Walt Anderson,Referee,28578.0
12811.0,1006,Walt Anderson,Referee,28591.0
12831.0,1006,Walt Anderson,Referee,28599.0
13144.0,1006,Walt Anderson,Referee,28634.0
13292.0,1006,Walt Anderson,Referee,28650.0
13336.0,1006,Walt Anderson,Referee,28656.0
13570.0,1006,Walt Anderson,Referee,28684.0
13649.0,1006,Walt Anderson,Referee,28694.0
13741.0,1006,Walt Anderson,Referee,28709.0
13923.0,1006,Walt Anderson,Referee,28729.0
14025.0,1006,Walt Anderson,Referee,28744.0
14182.0,1006,Walt Anderson,Referee,28754.0
14327.0,1006,Walt Anderson,Referee,28767.0
14424.0,1006,Walt Anderson,Referee,28848.0
14525.0,1006,Walt Anderson,Referee,28873.0
14775.0,1006,Walt Anderson,Referee,28883.0
14855.0,1006,Walt Anderson,Referee,28895.0
14995.0,1006,Walt Anderson,Referee,28912.0
15045.0,1006,Walt Anderson,Referee,28921.0
15282.0,1006,Walt Anderson,Referee,28959.0
15435.0,1006,Walt Anderson,Referee,28962.0
15572.0,1006,Walt Anderson,Referee,28983.0
15779.0,1006,Walt Anderson,Referee,29010.0
15892.0,1006,Walt Anderson,Referee,29022.0
16161.0,1006,Walt Anderson,Referee,29052.0
16228.0,1006,Walt Anderson,Referee,29066.0
16413.0,1006,Walt Anderson,Referee,29081.0
16480.0,1006,Walt Anderson,Referee,29092.0
16582.0,1006,Walt Anderson,Referee,29101.0
16725.0,1006,Walt Anderson,Referee,29183.0
16821.0,1006,Walt Anderson,Referee,29195.0
17073.0,1006,Walt Anderson,Referee,29224.0
17198.0,1006,Walt Anderson,Referee,29230.0
17264.0,1006,Walt Anderson,Referee,29246.0
17530.0,1006,Walt Anderson,Referee,29279.0
17697.0,1006,Walt Anderson,Referee,29290.0
17810.0,1006,Walt Anderson,Referee,29304.0
17893.0,1006,Walt Anderson,Referee,29314.0
18179.0,1006,Walt Anderson,Referee,29343.0
18335.0,1006,Walt Anderson,Referee,29364.0
18490.0,1006,Walt Anderson,Referee,29386.0
18560.0,1006,Walt Anderson,Referee,29399.0
18659.0,1006,Walt Anderson,Referee,29405.0
18772.0,1006,Walt Anderson,Referee,29419.0
18922.0,1006,Walt Anderson,Referee,29444.0
19074.0,1006,Walt Anderson,Referee,29518.0
19172.0,1006,Walt Anderson,Referee,29539.0
19313.0,1006,Walt Anderson,Referee,29548.0
19437.0,1006,Walt Anderson,Referee,29573.0
19562.0,1006,Walt Anderson,Referee,29586.0
19652.0,1006,Walt Anderson,Referee,29597.0
19954.0,1006,Walt Anderson,Referee,29623.0
19969.0,1006,Walt Anderson,Referee,29635.0
20078.0,1006,Walt Anderson,Referee,29654.0
20408.0,1006,Walt Anderson,Referee,29676.0
20544.0,1006,Walt Anderson,Referee,29690.0
20810.0,1006,Walt Anderson,Referee,29735.0
20903.0,1006,Walt Anderson,Referee,29750.0
20946.0,1006,Walt Anderson,Referee,29752.0
