interceptionId,playId,teamId,playerId,intPosition,int,intYards,intTd,intNull
540108,9360,810,20040110,CB,1,-3,0,0
540109,9437,810,20000039,S,1,3,0,0
540110,9586,810,20040147,DE,1,14,0,0
540111,9593,810,20040110,CB,1,0,0,0
540112,9646,4500,20000429,S,1,14,0,0
540113,9769,810,20040110,CB,1,71,1,0
540114,9849,810,19990147,CB,1,70,1,0
540115,9946,5110,20040005,S,1,45,0,0
540116,10016,325,20020024,S,1,40,0,0
540117,10074,325,20020024,S,1,50,0,0
540118,10118,325,20020209,S,1,18,0,0
540119,10173,610,19980013,LB,1,62,1,0
540120,10204,610,20030048,DE,1,3,0,0
540121,10289,1050,20010097,DB,1,32,0,0
540122,10321,1050,20020141,LB,1,30,0,0
540123,10366,920,19960044,CB,1,13,0,0
540124,10426,1050,19990035,LB,1,30,0,0
540125,10451,920,20000015,CB,1,31,1,0
540126,10510,920,19960044,CB,1,0,0,0
540127,10576,920,20000015,CB,1,0,0,0
540128,10595,920,20040056,FS,1,0,0,0
540129,10666,1400,19990007,CB,1,0,0,0
540130,10673,920,20000015,CB,1,29,0,0
540131,10756,920,19960044,CB,1,19,0,0
540132,10847,2200,20000028,LB,1,4,0,0
540133,10923,920,20040435,LB,1,16,0,0
540134,11000,2700,19970073,DE,1,-3,0,0
540135,11004,920,19960044,CB,1,0,0,0
540136,11027,920,19980017,LB,1,50,1,0
540137,11193,920,20010476,S,1,11,0,0
540138,11281,920,20040080,LB,1,27,0,0
540139,11357,3410,20030207,CB,1,10,0,0
540140,11443,920,19970156,DE,1,-2,0,0
540141,11498,3900,19970008,LB,1,14,1,0
540142,11711,1050,20010097,DB,1,0,0,0
540143,11737,1050,20020141,LB,1,2,0,0
540144,11854,810,20040215,CB,1,19,0,0
540145,11934,920,19960044,CB,1,0,0,0
540146,11969,920,19960044,CB,1,23,0,0
540147,12017,1050,20010097,DB,1,0,0,0
540148,12267,3200,19940145,S,1,0,0,0
540149,12333,1050,20000095,DB,1,12,0,0
540150,12401,3200,19930198,WR,1,0,0,0
540151,12524,1050,19970433,DB,1,28,0,0
540152,12597,3700,20020026,CB,1,0,0,0
540153,12630,1050,20020141,LB,1,3,0,0
540154,12765,1050,19990062,DB,1,-2,0,0
540155,12821,3900,20030016,S,1,0,0,0
540156,12896,3900,20030016,S,1,0,0,0
540157,12914,4400,19960098,LB,1,0,0,0
540158,13252,810,19980028,CB,1,45,1,0
540159,13293,810,19980028,CB,1,40,0,0
540160,13324,1200,20030005,CB,1,11,0,0
540161,13353,1200,19990085,LB,1,2,0,0
540162,13451,1200,19990085,LB,1,19,0,0
540163,13467,1050,20010097,DB,1,51,0,0
540164,13479,1050,19990062,DB,1,2,0,0
540165,13483,1200,20020168,CB,1,2,0,0
540166,13488,1050,19930430,DB,1,18,0,0
540167,13493,1200,20030005,CB,1,21,0,0
540168,13563,1540,19990041,CB,1,55,1,0
540169,13587,1540,19930196,S,1,12,0,0
540170,13611,1540,19990041,CB,1,30,0,0
540171,13661,1200,20040586,CB,1,0,0,0
540172,13700,2310,19960028,S,1,0,0,0
540173,13782,2310,20020567,CB,1,-2,0,0
540174,13873,1200,20040586,CB,1,2,0,0
540175,13886,3300,19990087,CB,1,5,0,0
540176,13919,1200,20020008,S,1,20,0,0
540177,13999,3300,19990421,CB,1,0,0,0
540178,14157,3410,20010078,CB,1,9,0,0
540179,14310,3700,20020026,CB,1,101,1,0
540180,14525,2100,20000030,LB,1,2,0,0
540181,14649,1200,20010526,S,1,2,0,0
540182,14681,1200,20030005,CB,1,-1,0,0
540183,14733,5110,19970003,CB,1,38,0,0
540184,15014,200,19990030,DE,1,0,0,0
540185,15034,200,19980012,LB,1,12,0,0
540186,15127,200,19970438,CB,1,66,1,0
540187,15236,750,20020002,DE,1,97,0,0
540188,15248,750,20030082,CB,1,0,0,0
540189,15364,2120,20020677,LS,1,9,0,0
540190,15417,1400,20030128,DE,1,1,0,0
540191,15845,1400,19990007,CB,1,0,0,0
540192,15865,2310,20010107,LB,1,-1,0,0
540193,15876,2310,19980113,LB,1,10,0,0
540194,15963,2700,19940407,DE,1,0,0,0
540195,16033,1400,19990031,LB,1,10,0,0
540196,16091,2700,19970419,S,1,0,0,0
540197,16213,2520,20020017,CB,1,37,0,0
540198,16229,1400,19950015,DL,1,32,1,0
540199,16240,1400,19930082,S,1,2,0,0
540200,16502,3800,20000091,CB,1,16,0,0
540201,16515,1540,19990041,CB,1,0,0,0
540202,16542,1540,20040037,LB,1,1,0,0
540203,16548,1540,19990041,CB,1,22,0,0
540204,16577,1540,20000517,DE,1,30,0,0
540205,16725,1540,19990070,DE,1,4,0,0
540206,16872,810,20030068,LB,1,38,1,0
540207,17019,1800,19970060,S,1,36,1,0
540208,17118,1540,20040073,CB,1,2,0,0
540209,17158,2120,19940012,CB,1,23,0,0
540210,17393,2200,20030202,DB,1,0,0,0
540211,17490,3000,19980033,S,1,0,0,0
540212,17493,1540,19930196,S,1,24,0,0
540213,17518,3000,20020105,CB,1,14,0,0
540214,17831,3900,19980020,DB,1,1,0,0
540215,18036,5110,20010045,CB,1,0,0,0
540216,18096,1800,19970060,S,1,0,0,0
540217,18119,810,20000254,S,1,0,0,0
540218,18204,810,20020140,S,1,31,0,0
540219,18657,2250,20030039,CB,1,0,0,0
540220,18684,2250,20030039,CB,1,0,0,0
540221,18698,2250,20000057,S,1,0,0,0
540222,18902,3000,19990023,CB,1,3,0,0
540223,18946,3000,20010563,S,1,14,0,0
540224,18974,3000,20000140,CB,1,27,0,0
540225,18991,3000,20020105,CB,1,0,0,0
540226,19101,1800,19970060,S,1,90,1,0
540227,19170,1800,19990451,DE,1,31,0,0
540228,19221,1800,20040070,CB,1,0,0,0
540229,19266,1800,19970060,S,1,18,0,0
540230,19303,3410,20010078,CB,1,0,0,0
540231,19380,3410,19970411,CB,1,6,0,0
540232,19646,1800,20040025,CB,1,0,0,0
540233,19801,2100,20020041,S,1,31,0,0
540234,19822,2100,20020045,S,1,13,0,0
540235,19827,2100,20020041,S,1,0,0,0
540236,19967,2120,20020173,CB,1,4,0,0
540237,19977,2120,19980137,CB,1,0,0,0
540238,20125,2120,19980137,CB,1,2,0,0
540239,20167,2120,20010233,FS,1,5,0,0
540240,20208,2120,20040175,S,1,10,0,0
540241,20305,2120,19940012,CB,1,0,0,0
540242,20361,2120,20040010,CB,1,0,0,0
540243,20377,2200,20040125,DB,1,1,0,0
540244,20646,2120,19980051,LB,1,0,0,0
540245,20681,2120,20020173,CB,1,43,1,0
540246,20988,2120,20040010,CB,1,25,0,0
540247,21015,2120,20020173,CB,1,0,0,0
540248,21036,2120,20040010,CB,1,61,0,0
540249,21117,4400,19950105,FS,1,0,0,0
540250,21127,4400,19980075,LB,1,0,0,0
540251,21199,4900,20000180,CB,1,2,0,0
540252,21246,4900,20030457,CB,1,0,0,0
540253,21307,2120,20020173,CB,1,22,0,0
540254,21350,2100,19980156,S,1,11,0,0
540255,21472,2120,20010233,FS,1,24,0,0
540256,21562,2200,20030058,DB,1,32,0,0
540257,21645,2200,20030198,LB,1,71,0,0
540258,21705,610,20020176,CB,1,15,1,0
540259,21758,610,20020097,S,1,21,0,0
540260,21759,2200,20030058,DB,1,20,0,0
540261,21808,2200,20030202,DB,1,6,0,0
540262,21853,2200,20030058,DB,1,0,0,0
540263,21858,1400,19990464,CB,1,0,0,0
540264,22148,2200,20020106,LB,1,5,0,0
540265,22224,2200,19980443,LB,1,0,0,0
540266,22255,2200,20030481,LB,1,0,0,0
540267,22258,2120,19940012,CB,1,14,0,0
540268,22289,2120,20030067,LB,1,20,0,0
540269,22319,2200,20040173,DB,1,77,1,0
540270,22401,2200,20040125,DB,1,0,0,0
540271,22640,3430,19960071,CB,1,0,0,0
540272,22740,2200,20000547,DB,1,0,0,0
540273,22806,2200,20000547,DB,1,0,0,0
540274,22879,2520,20020017,CB,1,0,0,0
540275,22902,2200,20030198,LB,1,0,0,0
540276,22938,2200,20040125,DB,1,34,1,0
540277,22968,4400,19960098,LB,1,2,0,0
540278,23119,2200,20000028,LB,1,17,0,0
540279,23166,2200,20040125,DB,1,1,0,0
540280,23222,2100,20010060,CB,1,44,0,0
540281,23260,2100,20020041,S,1,9,0,0
540282,23298,2200,20030481,LB,1,2,0,0
540283,23447,2250,19980025,S,1,20,0,0
540284,23465,810,20040110,CB,1,38,0,0
540285,23674,2250,20030039,CB,1,21,0,0
540286,23856,2250,19980025,S,1,15,0,0
540287,23880,2250,20030039,CB,1,0,0,0
540288,23972,2250,20030220,CB,1,-1,0,0
540289,24040,2250,20000057,S,1,4,0,0
540290,24041,2120,19980051,LB,1,0,0,0
540291,24044,2250,19940018,CB,1,0,0,0
540292,24239,2250,20040039,LB,1,0,0,0
540293,24432,2250,20000493,S,1,0,0,0
540294,24580,2250,20020009,DT,1,0,0,0
540295,24584,4900,19940210,LB,1,8,0,0
540296,24755,2250,19980025,S,1,7,0,0
540297,24855,2250,19940018,CB,1,0,0,0
540298,24896,2100,20040092,CB,1,-1,0,0
540299,24935,2310,20000085,S,1,0,0,0
540300,24984,2310,19980216,CB,1,6,0,0
540301,25107,2310,19980216,CB,1,0,0,0
540302,25168,2310,19980216,CB,1,43,1,0
540303,25208,750,20040028,CB,1,13,0,0
540304,25449,2310,19970040,CB,1,23,0,0
540305,25498,2310,19970040,CB,1,0,0,0
540306,25589,2310,19980216,CB,1,0,0,0
540307,25683,2120,19960133,FS,1,102,1,0
540308,25910,2310,20000085,S,1,65,0,0
540309,25994,3200,19940145,S,1,12,0,0
540310,26076,2520,20030032,DE,1,24,0,0
540311,26262,2310,20040510,CB,1,0,0,0
540312,26415,4400,19960098,LB,1,13,0,0
540313,26503,2310,19980113,LB,1,60,1,0
540314,26570,2310,19990468,CB,1,-1,0,0
540315,26701,3800,19980010,CB,1,41,1,0
540316,26783,610,20010021,CB,1,5,0,0
540317,26855,610,19980013,LB,1,33,0,0
540318,26908,610,20040660,S,1,26,0,0
540319,26945,610,19970436,DT,1,20,1,0
540320,26948,610,20030111,CB,1,21,0,0
540321,26968,2700,19980044,CB,1,2,0,0
540322,27052,2700,20000152,S,1,-2,0,0
540323,27180,2250,20040039,LB,1,5,0,0
540324,27348,2700,19970419,S,1,0,0,0
540325,27364,2700,19970419,S,1,32,0,0
540326,27429,2700,19990441,LB,1,2,0,0
540327,27438,2700,20000152,S,1,14,0,0
540328,27512,2700,20000152,S,1,47,0,0
540329,27525,3430,19960071,CB,1,66,1,0
540330,27553,3430,20030053,LB,1,2,0,0
540331,27592,2700,19980044,CB,1,0,0,0
540332,27597,3900,19980117,CB,1,0,0,0
540333,27608,3900,20030016,S,1,10,0,0
540334,27825,2700,19970419,S,1,0,0,0
540335,27943,2100,19980046,CB,1,0,0,0
540336,27952,2100,20010060,CB,1,11,0,0
540337,28000,2100,20020041,S,1,37,1,0
540338,28202,3800,20020619,S,1,0,0,0
540339,28303,3800,20010054,CB,1,0,0,0
540340,28756,1540,19930196,S,1,7,0,0
540341,28838,3000,19990023,CB,1,3,0,0
540342,28965,3000,19990009,LB,1,15,1,0
540343,29045,2250,19980025,S,1,16,0,0
540344,29197,3410,20040136,S,1,39,0,0
540345,29258,3410,20010022,CB,1,11,0,0
540346,29381,3000,20020105,CB,1,0,0,0
540347,29419,3000,20010563,S,1,41,0,0
540348,29480,4600,20040053,SS,1,0,0,0
540349,29627,4500,20020415,FB,1,0,0,0
540350,29717,3000,19990023,CB,1,30,0,0
540351,29741,3000,20020038,LB,1,19,0,0
540352,29802,3000,19950034,S,1,22,0,0
540353,29831,3200,20040502,CB,1,13,0,0
540354,30020,3200,20030036,DB,1,0,0,0
540355,30054,3200,19960086,LB,1,29,0,0
540356,30107,3200,19930198,WR,1,17,0,0
540357,30110,610,20010021,CB,1,35,0,0
540358,30138,3200,20030239,LB,1,4,0,0
540359,30194,3200,20030120,CB,1,34,1,0
540360,30265,3200,19930198,WR,1,5,0,0
540361,30317,3200,19960086,LB,1,5,0,0
540362,30435,2200,20000547,DB,1,12,0,0
540363,30616,3200,19940145,S,1,9,0,0
540364,30654,2250,20030039,CB,1,-14,0,0
540365,30698,2250,19960127,CB,1,0,0,0
540366,30780,2700,19980044,CB,1,0,0,0
540367,30791,3200,20040502,CB,1,10,0,0
540368,31257,3200,19940004,LB,1,27,0,0
540369,31271,3200,19950023,CB,1,0,0,0
540370,31371,4600,20040053,SS,1,0,0,0
540371,31447,4500,20020653,S,1,31,0,0
540372,31639,200,19980012,LB,1,27,0,0
540373,31668,200,19960063,CB,1,0,0,0
540374,31738,3300,19990087,CB,1,0,0,0
540375,31751,3300,19990087,CB,1,0,0,0
540376,31857,750,19980043,CB,1,9,0,0
540377,31906,750,20020073,LB,1,23,0,0
540378,31989,1400,19990031,LB,1,7,1,0
540379,32068,1400,19990007,CB,1,0,0,0
540380,32102,1400,20010087,DE,1,76,0,0
540381,32179,2310,20000085,S,1,2,0,0
540382,32219,3300,19990087,CB,1,14,0,0
540383,32264,3300,19990425,LB,1,0,0,0
540384,32278,2700,20000152,DB,1,78,0,0
540385,32433,3300,19920029,CB,1,0,0,0
540386,32463,3000,19990023,CB,1,56,0,0
540387,32493,3300,19990421,CB,1,0,0,0
540388,32614,3430,20020057,FS,1,9,0,0
540389,32748,3300,20010449,CB,1,57,0,0
540390,32776,3300,19920029,CB,1,0,0,0
540391,32875,4600,20040053,SS,1,0,0,0
540392,33095,3300,19920029,CB,1,19,0,0
540393,33220,4900,19980045,CB,1,10,0,0
540394,33323,200,20000048,CB,1,18,0,0
540395,33363,200,19960070,DE,1,1,0,0
540396,33436,325,19990010,DB,1,23,1,0
540397,33642,810,20040110,CB,1,41,0,0
540398,33648,810,19990147,CB,1,5,0,0
540399,33816,3410,20040136,S,1,0,0,0
540400,33939,3410,20030217,S,1,12,0,0
540401,33977,1200,19990085,LB,1,-2,0,0
540402,34113,1540,20020175,CB,1,0,0,0
540403,34434,3700,20030537,S,1,0,0,0
540404,34467,3700,19960061,FS,1,0,0,0
540405,34540,3410,20030207,CB,1,10,0,0
540406,34612,3410,19940424,S,1,2,0,0
540407,34672,3900,19930162,CB,1,0,0,0
540408,34739,3410,20000055,DT,1,13,0,0
540409,34800,3410,19940424,S,1,0,0,0
540410,34819,3410,20040136,S,1,0,0,0
540411,34829,3410,19940424,S,1,1,0,0
540412,34908,325,20020024,S,1,78,0,0
540413,35137,610,19970470,LB,1,3,0,0
540414,35175,3430,19920005,CB,1,12,0,0
540415,35319,3430,20040143,S,1,4,0,0
540416,35384,2120,20040010,CB,1,20,0,0
540417,35386,3430,20000102,CB,1,0,0,0
540418,35438,3430,20040143,S,1,37,0,0
540419,35596,3430,20020057,FS,1,0,0,0
540420,35615,3430,19920005,CB,1,0,0,0
540421,35638,3200,19960086,LB,1,36,0,0
540422,35745,3200,20030036,DB,1,24,0,0
540423,35855,3430,19960071,CB,1,2,0,0
540424,35912,3430,19960058,SS,1,11,0,0
540425,36025,3700,20040460,CB,1,2,0,0
540426,36108,3430,20040623,CB,1,6,0,0
540427,36197,3430,19990146,LB,1,7,0,0
540428,36429,3430,20040012,LB,1,14,0,0
540429,36516,2520,19930065,CB,1,27,0,0
540430,36767,2520,20020092,S,1,23,0,0
540431,36837,1400,19990464,CB,1,2,0,0
540432,36951,2250,20030039,CB,1,0,0,0
540433,36957,2250,19980025,S,1,0,0,0
540434,36985,2520,20010572,LB,1,8,0,0
540435,37047,2250,19980025,S,1,37,0,0
540436,37118,2520,19980004,CB,1,25,0,0
540437,37351,3300,19980022,FS,1,55,0,0
540438,37681,2520,20010572,LB,1,0,0,0
540439,37732,2520,20010572,LB,1,0,0,0
540440,37830,2520,20020017,CB,1,32,1,0
540441,37868,4900,19980045,CB,1,16,0,0
540442,38030,2520,19970075,CB,1,45,0,0
540443,38032,2100,20000030,LB,1,0,0,0
540444,38118,3700,20020059,CB,1,28,0,1
540445,38188,3700,19960061,FS,1,19,0,0
540446,38300,325,20020024,S,1,27,0,0
540447,38309,3700,19980142,LB,1,24,0,0
540448,38348,3700,19980072,LB,1,11,0,0
540449,38375,3700,20040455,DT,1,27,0,0
540450,38479,3700,20020058,SS,1,0,0,0
540451,38627,3700,20000177,LB,1,0,0,0
540452,38654,3700,20030529,CB,1,20,0,0
540453,38668,3700,20020026,CB,1,64,1,0
540454,38680,750,20030082,CB,1,0,0,0
540455,38721,3700,20020026,CB,1,0,0,0
540456,38802,920,19960044,CB,1,10,0,0
540457,38832,920,20000015,CB,1,0,0,0
540458,38837,920,20040117,DE,1,36,1,0
540459,38976,1200,20030005,CB,1,0,0,0
540460,38998,1200,20020008,S,1,33,0,0
540461,39001,3700,20020059,CB,1,33,0,0
540462,39046,3700,20020026,CB,1,7,0,0
540463,39069,3700,19960061,FS,1,8,0,0
540464,39091,3700,20020059,CB,1,0,0,0
540465,39386,3700,19980142,LB,1,15,0,0
540466,39486,3700,19980142,LB,1,3,0,0
540467,39498,3700,19980072,LB,1,35,0,0
540468,39581,3200,19940145,S,1,-1,0,0
540469,39690,3200,19960086,LB,1,0,0,0
540470,39716,3200,19940145,S,1,6,0,0
540471,39992,3700,20040460,CB,1,6,0,0
540472,40140,5110,20040005,S,1,10,0,0
540473,40205,3700,19980142,LB,1,7,0,0
540474,40235,325,20020536,S,1,0,0,0
540475,40241,3900,19990073,OLB,1,3,0,0
540476,40418,3900,20030721,S,1,-4,0,0
540477,40653,3900,20030016,S,1,26,1,0
540478,40661,3900,19970024,CB,1,23,0,0
540479,40676,1050,20030084,DB,1,20,1,0
540480,40921,2120,19980137,CB,1,16,0,0
540481,41021,3900,19980117,CB,1,39,1,0
540482,41042,3900,20030125,CB,1,0,0,0
540483,41148,3200,20030036,DB,1,0,0,0
540484,41207,3200,19940145,S,1,87,1,0
540485,41274,3200,20030036,DB,1,0,0,0
540486,41320,3900,20030016,S,1,22,0,0
540487,41374,3900,19970008,LB,1,22,0,0
540488,41376,3430,19960071,CB,1,0,0,0
540489,41399,3430,19960058,SS,1,23,0,0
540490,41442,3900,20020094,S,1,41,0,0
540491,41474,3900,20030016,S,1,14,0,0
540492,41552,3430,19960058,SS,1,86,1,0
540493,41589,3430,20000102,CB,1,24,0,0
540494,41668,3900,19980117,CB,1,0,0,0
540495,41736,3900,19970008,LB,1,36,0,0
540496,41835,3700,19960061,FS,1,32,0,0
540497,41862,3900,19970008,LB,1,41,0,0
540498,42050,3900,19980117,CB,1,15,0,0
540499,42068,4400,20030046,CB,1,0,0,0
540500,42086,1400,20000045,S,1,21,0,0
540501,42088,4400,19980075,LB,1,4,0,0
540502,42148,4400,20040098,LB,1,0,0,0
540503,42221,4400,19950105,FS,1,0,0,0
540504,42321,2200,20020074,DB,1,0,0,0
540505,42446,4400,20030046,CB,1,40,0,0
540506,42512,4400,20010026,CB,1,0,0,0
540507,42595,4400,20030112,LB,1,0,0,0
540508,42610,2310,20000085,S,1,25,0,0
540509,42642,4400,20030062,S,1,31,0,0
540510,42701,4400,19990139,DE,1,1,0,0
540511,42737,4400,20030046,CB,1,9,0,0
540512,42774,4400,19950105,FS,1,12,0,0
540513,42918,3430,20040143,S,1,1,0,0
540514,42992,3430,20020057,FS,1,0,0,0
540515,43133,3430,19960058,SS,1,22,0,0
540516,43319,4400,20010608,S,1,13,0,0
540517,43392,4400,20030030,CB,1,4,0,0
540518,43400,4600,20010040,CB,1,39,0,0
540519,43469,4600,20030011,CB,1,10,0,0
540520,43476,4600,20030042,FS,1,0,0,0
540521,43494,4400,20030062,S,1,63,1,0
540522,43594,4900,19970066,CB,1,0,0,0
540523,43602,4400,19960098,LB,1,4,0,0
540524,43624,4900,20040111,S,1,0,0,0
540525,43653,4400,20020005,CB,1,12,0,0
540526,43719,4400,19960098,LB,1,30,1,0
540527,43941,4600,20010040,CB,1,0,0,0
540528,44019,4600,20030011,CB,1,6,0,0
540529,44041,3800,19980010,CB,1,0,0,0
540530,44123,200,20040008,CB,1,48,1,0
540531,44158,4600,20030011,CB,1,31,0,0
540532,44253,4600,20030042,FS,1,24,0,0
540533,44287,4600,20010040,CB,1,0,0,0
540534,44314,4600,20030042,FS,1,12,0,0
540535,44316,610,20030111,CB,1,0,0,0
540536,44456,750,20010083,LB,1,21,0,0
540537,44542,4600,20030011,CB,1,58,0,0
540538,44687,4600,20020120,SS,1,10,0,0
540539,44713,4600,20030042,FS,1,12,0,0
540540,44958,4600,19990115,DE,1,0,0,0
540541,44984,2700,20000152,S,1,0,0,0
540542,45052,2700,19980044,CB,1,0,0,0
540543,45083,4600,20040053,SS,1,63,1,0
540544,45097,3000,19960151,DT,1,0,0,0
540545,45133,4600,20010040,CB,1,22,0,0
540546,45216,3000,20020070,S,1,0,0,0
540547,45264,4600,20010040,CB,1,25,0,0
540548,45391,4600,20030042,FS,1,0,0,0
540549,45433,4600,20010040,CB,1,0,0,0
540550,45469,4600,20010040,CB,1,0,0,0
540551,45536,4600,20030011,CB,1,5,0,0
540552,45593,2510,20020064,CB,1,0,0,0
540553,45595,4600,20030042,FS,1,0,0,0
540554,45872,4500,20010047,LB,1,1,0,0
540555,46037,4500,20000086,LB,1,19,0,0
540556,46077,200,19960063,CB,1,85,0,0
540557,46203,610,20010021,CB,1,0,0,0
540558,46225,610,19960036,S,1,9,0,0
540559,46239,610,20010539,LB,1,0,0,0
540560,46306,750,20020073,LB,1,0,0,0
540561,46363,750,19950013,LB,1,14,0,0
540562,46421,750,19940050,DT,1,8,0,0
540563,46433,750,20040028,CB,1,0,0,0
540564,46503,4500,20040420,CB,1,0,0,0
540565,46862,4500,20010196,CB,1,41,0,0
540566,47084,4600,19980015,LB,1,23,1,0
540567,47144,2510,20010145,CB,1,10,0,0
540568,47293,5110,20040005,S,1,30,0,0
540569,47320,5110,19980239,DE,1,39,0,0
540570,47342,5110,20010483,LB,1,78,1,0
540571,47424,5110,19960013,CB,1,0,0,0
540572,47456,3800,20020619,S,1,-1,0,0
540573,47663,810,20010069,CB,1,6,0,0
540574,47849,3200,19910031,LB,1,26,0,0
540575,48162,3430,20040143,S,1,1,0,0
540576,48212,3430,20040012,LB,1,38,1,0
540577,48481,2510,20010145,CB,1,0,0,0
540578,48674,4500,19980035,S,1,0,0,0
540579,48735,2510,20010145,CB,1,-1,0,0
540580,48874,4900,20000040,LB,1,31,0,0
540581,48914,2510,20010145,CB,1,0,0,0
540582,49013,5110,20040005,S,1,-3,0,0
540583,49122,4900,20010084,S,1,0,0,0
540584,49189,200,19980157,LB,1,33,0,0
540585,49222,4900,19980045,CB,1,75,0,0
540586,49230,4900,20020468,LB,1,2,0,0
540587,49244,750,20030119,S,1,0,0,0
540588,49370,750,20030145,DT,1,17,1,0
540589,49504,4900,19970066,CB,1,23,0,0
540590,49548,4900,19970066,CB,1,0,0,0
540591,49960,4900,20010084,S,1,0,0,0
