fumId,playId,teamId,playerId,fumPosition,fumType,fumOOB,fumTurnover,fumNull
800052,1888,750,19970478,QB,forced,0,1.0,0
800053,1905,750,20040731,WR,unforced,0,1.0,0
800054,1907,200,20010001,QB,forced,0,1.0,0
800055,1915,200,20010035,TE,forced,0,1.0,0
800056,1921,750,19970478,QB,unforced,0,0.0,0
800057,1930,200,20010001,QB,forced,0,0.0,0
800058,1959,920,20030001,QB,forced,0,1.0,0
800059,2076,920,19960412,QB,unforced,0,1.0,0
800060,2105,200,20040219,RB,forced,0,0.0,0
800061,2121,920,20000413,HB,forced,0,0.0,0
800062,2145,200,20010001,QB,forced,0,0.0,0
800063,2215,200,20010001,QB,forced,0,1.0,0
800064,2232,200,19980085,CB,unforced,0,1.0,0
800065,2284,200,20010001,QB,forced,0,1.0,0
800066,2287,200,20020585,WR,unforced,0,1.0,0
800067,2325,200,19970012,RB,unforced,0,1.0,0
800068,2435,200,20010549,RB,forced,0,0.0,0
800069,2587,3300,19990131,QB,forced,0,0.0,0
800070,2600,200,19970012,RB,forced,0,1.0,0
800071,2619,2520,19960401,FB,forced,0,1.0,0
800072,2677,2520,20000076,RB,forced,0,1.0,0
800073,2780,4400,20020048,WR,forced,1,0.0,0
800074,2812,200,20020018,RB,forced,0,1.0,0
800075,3045,2510,20000168,QB,forced,0,1.0,0
800076,3137,200,20010001,QB,unforced,0,1.0,0
800077,3189,2510,20000168,QB,forced,0,1.0,0
800078,3387,325,20020195,DB,forced,0,1.0,0
800079,3476,325,20030077,RB,forced,0,0.0,0
800080,3494,200,20030650,WR,unforced,0,1.0,0
800081,3546,325,20030019,QB,forced,0,1.0,0
800082,3649,610,19930001,QB,forced,0,1.0,0
800083,3703,920,20020067,TE,forced,0,1.0,0
800084,3802,325,20020024,S,forced,0,0.0,0
800085,3809,325,20040594,RB,unforced,0,1.0,0
800086,3897,1050,19940500,QB,forced,0,0.0,0
800087,3899,325,20030019,QB,unforced,0,1.0,0
800088,3941,1050,19940500,QB,forced,0,1.0,0
800089,3980,1050,20030115,RB,forced,0,0.0,0
800090,4040,325,20000010,WR,forced,0,1.0,0
800091,4089,325,19990032,WR,forced,0,1.0,0
800092,4149,1200,20030192,QB,forced,0,1.0,0
800093,4276,1540,20030099,RB,forced,0,1.0,0
800094,4298,1540,20000111,WR,forced,1,1.0,0
800095,4308,325,19950060,QB,unforced,0,1.0,0
800096,4484,325,20030019,QB,forced,0,0.0,0
800097,4542,2700,20010109,QB,forced,0,0.0,0
800098,4570,325,20030019,QB,unforced,0,0.0,0
800099,4631,325,20000005,RB,forced,0,0.0,0
800100,4663,2700,20010109,QB,forced,0,0.0,0
800101,4666,3410,20040235,RB,forced,0,1.0,0
800102,4680,3410,19970036,RB,forced,0,1.0,0
800103,4686,325,20010062,CB,unforced,1,0.0,0
800104,4739,325,20030019,QB,forced,0,1.0,0
800105,4768,325,20030019,QB,forced,0,0.0,0
800106,4788,3410,20040001,QB,unforced,0,1.0,0
800107,4804,3410,19970036,RB,forced,0,1.0,0
800108,4931,3900,19920025,QB,forced,0,1.0,0
800109,5041,610,20010021,CB,unforced,0,0.0,0
800110,5049,3800,19940992,P,unforced,0,0.0,0
800111,5050,610,19930001,QB,unforced,1,0.0,0
800112,5068,3800,20030070,LB,unforced,1,0.0,0
800113,5144,3800,20040536,RB,unforced,0,0.0,0
800114,5181,1050,20000032,WR,unforced,0,0.0,0
800115,5209,610,20010021,CB,forced,0,1.0,0
800116,5218,610,19930001,QB,unforced,0,1.0,0
800117,5232,1050,20020016,RB,forced,0,1.0,0
800118,5249,610,20030023,RB,forced,0,0.0,0
800119,5256,1050,20040208,RB,forced,0,1.0,0
800120,5263,610,19990437,P,unforced,0,0.0,0
800121,5267,1050,20040106,QB,unforced,0,0.0,0
800122,5297,1050,19940500,QB,forced,0,1.0,0
800123,5387,610,19990498,TE,unforced,1,0.0,0
800124,5585,610,19930001,QB,unforced,0,1.0,0
800125,5600,610,19990447,TE,forced,0,0.0,0
800126,5605,610,19960024,WR,forced,0,1.0,0
800127,5690,2700,20020114,TE,forced,0,0.0,0
800128,5715,2700,20040574,WR,unforced,0,0.0,0
800129,5757,2700,20030206,RB,forced,0,0.0,0
800130,5781,2700,19940409,QB,forced,0,0.0,0
800131,5856,3200,19970043,RB,forced,0,1.0,0
800132,5861,610,19990437,P,unforced,0,0.0,0
800133,5888,3200,19950022,CB,unforced,1,0.0,0
800134,5942,610,19930001,QB,forced,0,1.0,0
800135,5976,3430,20000018,QB,forced,0,1.0,0
800136,6020,610,20030111,CB,forced,0,0.0,0
800137,6119,610,20010021,CB,forced,0,1.0,0
800138,6121,3900,19980092,WR,forced,1,0.0,0
800139,6133,3900,20020062,WR,forced,0,,0
800140,6250,610,19930001,QB,forced,0,1.0,0
800141,6255,610,19930001,QB,unforced,0,0.0,0
800142,6345,2510,19990006,WR,forced,0,0.0,0
800143,6381,2510,20000026,DE,unforced,0,1.0,0
800144,6395,610,19930001,QB,unforced,0,0.0,0
800145,6483,610,20010058,RB,forced,0,0.0,0
800146,6504,2100,20000417,QB,forced,0,1.0,0
800147,6573,610,20020609,WR,forced,0,1.0,0
800148,6593,2100,20040400,RB,forced,0,1.0,0
800149,6622,3800,19990050,QB,unforced,0,0.0,0
800150,6645,3800,19990050,QB,unforced,0,0.0,0
800151,6702,3800,19990050,QB,forced,0,0.0,0
800152,6735,3800,20040003,WR,forced,0,0.0,0
800153,6763,3800,19990050,QB,forced,0,1.0,0
800154,6807,750,19960043,WR,forced,0,1.0,0
800155,6888,200,20010001,QB,unforced,0,0.0,0
800156,6936,750,19970478,QB,forced,0,0.0,0
800157,6980,1800,19980076,RB,forced,0,0.0,0
800158,7041,750,19970478,QB,unforced,0,1.0,0
800159,7070,750,20000531,RB,forced,0,0.0,0
800160,7203,750,20020034,RB,forced,0,1.0,0
800161,7217,750,20020034,RB,forced,0,1.0,0
800162,7228,750,20010074,WR,forced,1,0.0,0
800163,7235,3200,19990046,RB,forced,0,0.0,0
800164,7252,750,20000531,RB,forced,1,0.0,0
800165,7284,3200,20030218,RB,forced,1,0.0,0
800166,7349,750,19970478,QB,forced,0,1.0,0
800167,7392,3300,19990131,QB,forced,0,0.0,0
800168,7410,750,20010421,RB,forced,0,1.0,0
800169,7427,750,19970478,QB,forced,0,1.0,0
800170,7495,3410,20030199,WR,forced,0,0.0,0
800171,7612,3410,20040720,CB,unforced,0,0.0,0
800172,7634,750,19890141,QB,unforced,0,0.0,0
800173,7711,2520,20020017,CB,unforced,0,0.0,0
800174,7779,750,19970478,QB,forced,0,0.0,0
800175,7819,4400,20010005,RB,forced,0,1.0,0
800176,7973,2510,20030402,RB,forced,0,0.0,0
800177,7988,750,20040028,CB,unforced,0,0.0,0
800178,8005,750,19970478,QB,forced,0,0.0,0
800179,8072,2510,20030106,WR,unforced,0,1.0,0
800180,8081,750,20030082,CB,forced,0,1.0,0
800181,8143,4900,19950008,WR,unforced,1,0.0,0
800182,8158,4900,20030451,TE,forced,1,0.0,0
800183,8201,4900,19980095,RB,forced,0,1.0,0
800184,8220,4900,19980095,RB,forced,0,1.0,0
800185,8328,810,19980028,CB,forced,0,0.0,0
800186,8361,810,19990179,TE,forced,0,1.0,0
800187,8367,810,20030022,QB,forced,0,1.0,0
800188,8586,810,20010603,QB,forced,0,0.0,0
800189,8610,810,20010603,QB,unforced,0,1.0,0
800190,8635,810,19980028,CB,unforced,0,0.0,0
800191,8704,810,20010603,QB,unforced,0,0.0,0
800192,8752,810,20010603,QB,forced,0,1.0,0
800193,8757,810,20010603,QB,unforced,0,0.0,0
800194,8801,2200,20010429,RB,forced,1,0.0,0
800195,8810,810,19990147,CB,forced,0,0.0,0
800196,8813,810,20030139,WR,forced,0,1.0,0
800197,8833,810,20040148,QB,unforced,0,1.0,0
800198,8838,810,20040148,QB,forced,0,0.0,0
800199,8880,810,20040148,QB,forced,0,1.0,0
800200,9023,3000,19980021,WR,forced,0,1.0,0
800201,9026,810,20010603,QB,forced,0,1.0,0
800202,9057,810,20010603,QB,unforced,0,0.0,0
800203,9111,810,20030022,QB,unforced,0,0.0,0
800204,9119,3300,20010548,TE,forced,0,0.0,0
800205,9166,810,20030139,WR,unforced,0,1.0,0
800206,9318,810,19980028,CB,unforced,0,1.0,0
800207,9489,4500,19990157,FB,forced,0,1.0,0
800208,9496,4500,20010196,CB,unforced,0,1.0,0
800209,9507,810,19980086,QB,unforced,0,0.0,0
800210,9544,4500,19990465,OC,unforced,0,0.0,0
800211,9585,4500,20040217,QB,unforced,0,0.0,0
800212,9615,4500,20040217,QB,forced,0,0.0,0
800213,9640,810,20040148,QB,forced,0,1.0,0
800214,9683,4500,20010617,RB,forced,0,0.0,0
800215,9706,810,20010038,RB,forced,0,1.0,0
800216,9707,4500,20010080,RB,forced,0,1.0,0
800217,9954,325,20040594,RB,forced,0,0.0,0
800218,10000,325,20030019,QB,forced,0,1.0,0
800219,10008,920,20030001,QB,forced,0,1.0,0
800220,10042,325,20040082,WR,forced,0,0.0,0
800221,10077,325,20030019,QB,unforced,0,1.0,0
800222,10111,325,20040594,RB,unforced,0,0.0,0
800223,10129,610,20040672,RB,unforced,0,0.0,0
800224,10140,610,20040013,WR,forced,0,1.0,0
800225,10187,610,20030111,CB,forced,0,0.0,0
800226,10195,920,19960412,QB,unforced,0,1.0,0
800227,10199,610,20030023,RB,unforced,0,0.0,0
800228,10223,610,19930001,QB,forced,0,0.0,0
800229,10227,920,19960412,QB,forced,0,0.0,0
800230,10239,920,20010100,RB,forced,0,1.0,0
800231,10453,1050,20030764,WR,forced,1,0.0,0
800232,10458,1050,20030021,OL,unforced,0,0.0,0
800233,10478,1200,19870001,QB,forced,0,1.0,0
800234,10503,1200,19960001,WR,forced,0,1.0,0
800235,10688,920,20020087,WR,forced,0,0.0,0
800236,10694,1400,20000081,RB,forced,0,1.0,0
800237,10730,1400,20040054,WR,forced,1,0.0,0
800238,10807,920,20010100,RB,forced,0,1.0,0
800239,10865,920,19960412,QB,forced,0,1.0,0
800240,10903,920,20040218,QB,unforced,0,0.0,0
800241,10909,920,20040731,WR,forced,0,0.0,0
800242,10953,2700,20020195,CB,unforced,0,0.0,0
800243,10961,2700,20020195,CB,forced,0,1.0,0
800244,10992,2700,20020195,CB,unforced,0,0.0,0
800245,11050,2700,20000497,WR,unforced,0,0.0,0
800246,11123,3200,20030045,WR,unforced,1,0.0,0
800247,11184,3200,20000199,QB,forced,0,0.0,0
800248,11218,3200,19970043,RB,forced,0,1.0,0
800249,11255,3200,20020117,QB,forced,0,0.0,0
800250,11270,3200,20020117,QB,forced,0,0.0,0
800251,11291,920,20040049,CB,unforced,0,0.0,0
800252,11304,920,20010036,WR,forced,1,0.0,0
800253,11383,3410,19970036,RB,forced,0,0.0,0
800254,11416,920,20030118,FB,forced,0,1.0,0
800255,11471,920,20020087,WR,forced,0,0.0,0
800256,11517,3900,20040011,QB,forced,0,1.0,0
800257,11570,3900,20020062,WR,forced,0,0.0,0
800258,11708,325,20010533,TE,forced,0,0.0,0
800259,11726,325,20030019,QB,forced,0,1.0,0
800260,11754,1050,20010065,RB,unforced,0,0.0,0
800261,11783,1050,20040006,TE,unforced,0,0.0,0
800262,11793,810,20020199,RB,forced,0,0.0,0
800263,11821,1050,20030609,WR,unforced,0,0.0,0
800264,11876,810,20030206,RB,unforced,0,1.0,0
800265,11920,1050,20030578,RB,forced,0,0.0,0
800266,11964,1050,20030115,RB,forced,0,1.0,0
800267,11978,1050,19940500,QB,unforced,0,1.0,0
800268,12092,1050,19940500,QB,unforced,0,1.0,0
800269,12147,1050,19950424,QB,unforced,0,0.0,0
800270,12256,3200,20000199,QB,forced,0,0.0,0
800271,12265,3200,19970043,RB,forced,0,1.0,0
800272,12307,3200,20040502,CB,unforced,0,0.0,0
800273,12338,1050,20020016,RB,forced,0,1.0,0
800274,12357,1050,19990069,TE,forced,0,1.0,0
800275,12385,3200,20040128,RB,unforced,0,1.0,0
800276,12521,1050,20000032,WR,unforced,0,1.0,0
800277,12625,1050,20010065,RB,forced,0,1.0,0
800278,12657,1050,19940500,QB,forced,0,0.0,0
800279,12697,1050,20020487,WR,forced,0,1.0,0
800280,12864,1050,20030115,RB,unforced,0,1.0,0
800281,12874,1050,19940500,QB,forced,0,0.0,0
800282,12876,1050,19940500,QB,forced,0,1.0,0
800283,12913,4400,20030046,CB,unforced,0,1.0,0
800284,13055,1050,20010033,WR,forced,0,1.0,0
800285,13073,1050,20030115,RB,unforced,0,0.0,0
800286,13117,5110,20020051,RB,forced,0,1.0,0
800287,13187,5110,20000078,WR,forced,0,1.0,0
800288,13215,810,19980064,OC,unforced,0,1.0,0
800289,13274,810,19980086,QB,forced,0,0.0,0
800290,13293,810,19980028,CB,unforced,0,1.0,0
800291,13334,810,19980086,QB,forced,0,0.0,0
800292,13382,1200,20040043,RB,forced,0,1.0,0
800293,13460,1050,20020016,RB,forced,1,0.0,0
800294,13697,2310,20010150,RB,forced,0,1.0,0
800295,13772,1200,20030038,OC,unforced,0,0.0,0
800296,13939,1200,20040043,RB,forced,0,1.0,0
800297,13980,1200,19870001,QB,forced,0,0.0,0
800298,13993,1200,19870001,QB,forced,0,1.0,0
800299,14040,1200,19960014,RB,forced,0,0.0,0
800300,14057,3410,19960034,WR,forced,0,1.0,0
800301,14076,1200,20030069,TE,forced,0,1.0,0
800302,14103,3410,19940402,QB,forced,0,0.0,0
800303,14166,1200,20040586,CB,unforced,0,0.0,0
800304,14191,1200,19960014,RB,forced,0,1.0,0
800305,14195,1200,20040586,CB,unforced,0,1.0,0
800306,14350,1200,20030069,TE,forced,1,0.0,0
800307,14367,1200,19870001,QB,forced,0,0.0,0
800308,14402,3900,20030125,CB,forced,0,0.0,0
800309,14464,1200,19870001,QB,forced,0,1.0,0
800310,14487,1200,20030677,RB,forced,0,0.0,0
800311,14689,1200,20040043,RB,forced,0,1.0,0
800312,14768,5110,20020675,WR,forced,0,1.0,0
800313,14834,3800,20010490,WR,forced,0,0.0,0
800314,14858,1400,20040225,QB,forced,0,1.0,0
800315,14879,1400,20040225,QB,forced,0,1.0,0
800316,14902,1400,20040041,RB,forced,1,0.0,0
800317,14997,200,20020018,RB,forced,0,1.0,0
800318,15015,200,20010001,QB,unforced,0,0.0,0
800319,15027,1400,19970042,QB,unforced,0,0.0,0
800320,15028,1400,20000081,RB,forced,0,0.0,0
800321,15225,750,19970478,QB,unforced,0,0.0,0
800322,15380,1400,20040171,WR,unforced,0,0.0,0
800323,15414,1400,19960130,QB,unforced,0,0.0,0
800324,15429,2120,20010218,WR,forced,0,1.0,0
800325,15451,2120,20030088,QB,forced,0,0.0,0
800326,15452,2120,20030088,QB,unforced,0,0.0,0
800327,15453,2120,20030088,QB,unforced,0,0.0,0
800328,15647,1400,19970042,QB,unforced,0,0.0,0
800329,15700,2200,20010429,RB,forced,0,1.0,0
800330,15718,1400,19970042,QB,unforced,0,0.0,0
800331,15755,2200,20040193,QB,unforced,0,0.0,0
800332,15836,1400,19940432,WR,unforced,0,0.0,0
800333,15838,1400,19940432,WR,forced,1,0.0,0
800334,15896,1400,20030108,RB,forced,0,1.0,0
800335,15948,1400,20000081,RB,forced,0,0.0,0
800336,15954,1400,20000081,RB,forced,0,1.0,0
800337,15961,2700,20010155,QB,forced,0,0.0,0
800338,16006,2700,20010155,QB,unforced,0,0.0,0
800339,16123,1400,19970042,QB,unforced,0,1.0,0
800340,16138,2520,20020017,CB,unforced,0,0.0,0
800341,16190,1400,20000081,RB,forced,0,1.0,0
800342,16212,2520,20030096,RB,forced,0,1.0,0
800343,16219,1400,19940432,WR,unforced,0,0.0,0
800344,16238,2520,19950005,QB,unforced,0,0.0,0
800345,16315,4400,20010032,QB,forced,0,1.0,0
800346,16344,1400,19940218,OC,unforced,0,0.0,0
800347,16354,1400,20030108,RB,forced,0,1.0,0
800348,16414,4400,20010032,QB,forced,0,0.0,0
800349,16606,610,20020036,WR,forced,0,0.0,0
800350,16694,610,19930420,QB,forced,0,0.0,0
800351,16754,610,20040672,RB,forced,0,0.0,0
800352,16848,810,20000007,RB,forced,0,1.0,0
800353,16852,1540,20040030,RB,forced,0,0.0,0
800354,16966,1540,20020003,QB,unforced,0,0.0,0
800355,17104,2120,20030101,RB,forced,0,1.0,0
800356,17151,2120,20020001,QB,forced,0,0.0,0
800357,17160,2120,20030101,RB,forced,0,1.0,0
800358,17212,2120,20020001,QB,unforced,0,0.0,0
800359,17300,1540,20020003,QB,forced,0,1.0,0
800360,17309,1540,19990086,RB,forced,0,1.0,0
800361,17346,1540,19980411,WR,forced,0,1.0,0
800362,17356,1540,20040007,WR,forced,0,1.0,0
800363,17393,1540,20010149,QB,forced,0,0.0,0
800364,17495,1540,20040030,RB,forced,0,1.0,0
800365,17547,3000,20010027,RB,forced,0,0.0,0
800366,17596,1540,20020003,QB,unforced,0,1.0,0
800367,17684,3700,19990002,QB,forced,0,1.0,0
800368,17693,3700,19990002,QB,unforced,0,0.0,0
800369,17714,1540,20020003,QB,forced,0,0.0,0
800370,17743,3900,19970071,RB,forced,1,1.0,0
800371,17769,3900,20040038,CB,unforced,0,0.0,0
800372,17787,3900,20030016,S,forced,0,0.0,0
800373,17848,3900,20030406,RB,unforced,0,1.0,0
800374,18094,810,20030139,WR,forced,1,0.0,0
800375,18129,1800,19980076,RB,forced,0,1.0,0
800376,18202,810,20010008,WR,forced,0,1.0,0
800377,18253,1800,20020135,RB,forced,0,0.0,0
800378,18291,1200,20030038,OC,unforced,0,0.0,0
800379,18310,1200,19960014,RB,forced,0,0.0,0
800380,18556,1800,19910033,QB,forced,0,0.0,0
800381,18559,2250,20010997,RB,unforced,0,1.0,0
800382,18561,1800,19980076,RB,unforced,0,1.0,0
800383,18606,2250,20030007,QB,forced,0,,0
800384,18623,1800,19910033,QB,unforced,0,1.0,0
800385,18638,1800,19980076,RB,unforced,0,0.0,0
800386,18756,1800,20020574,RB,unforced,0,0.0,0
800387,18820,1800,19990213,WR,forced,0,1.0,0
800388,18878,1800,20010041,WR,forced,0,0.0,0
800389,18911,1800,19910033,QB,unforced,0,0.0,0
800390,18930,1800,20020135,RB,forced,0,0.0,0
800391,18984,3000,20030071,WR,unforced,0,0.0,0
800392,19001,1800,20020135,RB,forced,0,0.0,0
800393,19025,3000,20030071,WR,unforced,0,0.0,0
800394,19107,3300,19990438,RB,forced,0,0.0,0
800395,19124,1800,20000014,TE,forced,0,1.0,0
800396,19198,3300,20020186,QB,forced,0,1.0,0
800397,19268,1800,19980076,RB,forced,0,1.0,0
800398,19393,4600,19980187,QB,unforced,0,0.0,0
800399,19430,1800,20020135,RB,unforced,0,0.0,0
800400,19469,1800,19990001,QB,forced,0,0.0,0
800401,19561,2510,19940033,WR,forced,0,1.0,0
800402,19603,1800,20010478,WR/KR,forced,1,0.0,0
800403,19698,2510,20000168,QB,forced,0,0.0,0
800404,19715,2510,19940033,WR,forced,0,1.0,0
800405,19740,1800,19980076,RB,forced,0,1.0,0
800406,19817,1800,20010478,WR/KR,unforced,0,0.0,0
800407,19846,2100,20030093,RB,forced,0,0.0,0
800408,19851,1800,20010478,WR/KR,unforced,0,1.0,0
800409,19858,1800,19990213,WR,forced,0,1.0,0
800410,20007,2120,20010402,WR,forced,0,1.0,0
800411,20086,2120,20030778,RB,forced,0,0.0,0
800412,20098,1200,19870001,QB,forced,0,1.0,0
800413,20101,2120,19960042,QB,unforced,0,0.0,0
800414,20195,2120,20030778,RB,unforced,0,1.0,0
800415,20197,1200,20030038,OC,unforced,0,0.0,0
800416,20399,2200,19990004,RB,forced,0,0.0,0
800417,20433,2200,19980001,QB,forced,0,0.0,0
800418,20446,2120,19980093,OC,unforced,0,1.0,0
800419,20478,2200,19990004,RB,forced,0,0.0,0
800420,20566,2120,20020033,WR,unforced,1,1.0,0
800421,20578,2250,19920036,WR,forced,1,0.0,0
800422,20621,2120,20030003,WR,forced,0,1.0,0
800423,20919,2120,20020099,RB,forced,0,1.0,0
800424,20923,2520,19950005,QB,forced,0,1.0,0
800425,20959,2120,20020001,QB,unforced,0,0.0,0
800426,21000,2520,19950005,QB,unforced,0,1.0,0
800427,21086,2120,20030101,RB,forced,0,1.0,0
800428,21145,4400,20010005,RB,unforced,0,0.0,0
800429,21160,4400,20010032,QB,unforced,0,0.0,0
800430,21180,2120,20030101,RB,forced,0,1.0,0
800431,21234,2120,19960042,QB,unforced,0,1.0,0
800432,21413,2100,20040092,CB,unforced,0,0.0,0
800433,21436,2100,19950003,QB,forced,0,1.0,0
800434,21454,2100,19950003,QB,forced,0,1.0,0
800435,21492,325,20000005,RB,forced,0,0.0,0
800436,21579,2200,19990004,RB,forced,0,0.0,0
800437,21657,610,20010021,CB,forced,0,1.0,0
800438,21700,610,20030023,RB,unforced,0,0.0,0
800439,21747,610,19930001,QB,unforced,0,1.0,0
800440,21748,2200,19990105,WR,forced,0,1.0,0
800441,21756,2200,20010429,RB,forced,0,0.0,0
800442,21771,610,20020483,QB,unforced,0,1.0,0
800443,21778,610,20040214,WR,forced,0,0.0,0
800444,21782,610,20020483,QB,unforced,0,0.0,0
800445,21790,610,20040214,WR,forced,0,0.0,0
800446,21803,2200,20040581,RB,forced,0,1.0,0
800447,21816,1400,20020599,WR,forced,1,0.0,0
800448,22130,1800,20020020,WR,forced,0,1.0,0
800449,22179,2200,19980001,QB,forced,0,0.0,0
800450,22183,2120,20020001,QB,forced,0,0.0,0
800451,22184,2120,20020001,QB,forced,0,0.0,0
800452,22241,2120,20020001,QB,forced,0,1.0,0
800453,22350,2200,19990105,WR,forced,0,1.0,0
800454,22353,2250,19980009,RB,forced,0,0.0,0
800455,22416,2250,19970010,OG,unforced,0,1.0,0
800456,22430,2200,20030024,TE/FB,unforced,0,1.0,0
800457,22487,3000,19980173,OC,unforced,0,0.0,0
800458,22628,3000,20040734,DT,unforced,0,1.0,0
800459,22662,3430,19950074,RB,forced,0,1.0,0
800460,22664,2200,19990004,RB,forced,0,1.0,0
800461,22685,2200,19980489,QB,forced,0,1.0,0
800462,22815,2520,19950005,QB,forced,0,0.0,0
800463,22832,2520,20020235,WR,forced,0,0.0,0
800464,23000,2200,19980001,QB,forced,0,0.0,0
800465,23031,2200,19990004,RB,unforced,0,0.0,0
800466,23038,2200,19980001,QB,forced,0,0.0,0
800467,23085,4400,20010032,QB,forced,0,0.0,0
800468,23181,2200,20010220,OG,unforced,0,0.0,0
800469,23208,2200,19980001,QB,unforced,0,1.0,0
800470,23278,2100,20040040,TE,forced,0,0.0,0
800471,23297,2100,20000417,QB,forced,0,0.0,0
800472,23315,2250,20010997,RB,forced,1,0.0,0
800473,23319,810,19980028,CB,unforced,0,0.0,0
800474,23458,810,20010603,QB,forced,0,1.0,0
800475,23508,2250,20040055,RB,forced,0,0.0,0
800476,23518,1400,19970042,QB,unforced,0,0.0,0
800477,23609,1400,19940432,WR,unforced,0,0.0,0
800478,23622,1400,20030108,RB,unforced,0,1.0,0
800479,23905,1800,20030552,WR,forced,0,0.0,0
800480,23955,1800,20010502,RB,forced,1,0.0,0
800481,24000,2250,20030007,QB,unforced,0,0.0,0
800482,24018,2120,19940012,CB,unforced,0,0.0,0
800483,24035,2120,19940012,CB,unforced,0,0.0,0
800484,24104,2250,19990013,WR,forced,0,1.0,0
800485,24109,2250,20030132,RB,forced,0,1.0,0
800486,24145,2250,19980009,RB,forced,0,1.0,0
800487,24180,2250,20030007,QB,forced,0,0.0,0
800488,24357,2310,19930222,QB,forced,0,0.0,0
800489,24368,2310,19930222,QB,forced,0,0.0,0
800490,24431,2310,19930222,QB,forced,0,0.0,0
800491,24499,3900,20040038,CB,forced,0,0.0,0
800492,24533,2250,20030007,QB,unforced,0,0.0,0
800493,24545,3900,20020062,WR,forced,1,0.0,0
800494,24615,4900,19980091,QB,forced,0,1.0,0
800495,24691,4900,19980433,FB,forced,1,0.0,0
800496,24740,2250,20040403,RB,forced,0,1.0,0
800497,24771,2250,19980009,RB,unforced,0,1.0,0
800498,24819,2100,19950003,QB,forced,0,0.0,0
800499,24908,2310,19970440,RB,forced,0,1.0,0
800500,24952,2310,19970440,RB,forced,0,0.0,0
800501,25075,750,19970478,QB,forced,0,0.0,0
800502,25193,2310,19930222,QB,forced,0,1.0,0
800503,25306,2310,20020107,FB,forced,1,0.0,0
800504,25445,2310,19930222,QB,forced,0,0.0,0
800505,25494,1400,20040171,WR,unforced,1,0.0,0
800506,25542,2310,19930222,QB,forced,0,0.0,0
800507,25545,1400,20040041,RB,forced,1,1.0,0
800508,25649,2120,19990218,TE,forced,1,0.0,0
800509,25713,2120,20020001,QB,unforced,0,0.0,0
800510,25753,2310,19970440,RB,forced,0,1.0,0
800511,25837,2310,19970440,RB,forced,0,0.0,0
800512,25841,2200,20030024,TE/FB,forced,1,0.0,0
800513,25851,2310,19940021,WR,forced,0,0.0,0
800514,25856,2310,20010407,P,unforced,0,1.0,0
800515,26040,3200,19970043,RB,forced,0,1.0,0
